N	2gram	Losev_Prob_1	Istorich
1	и т	11	27
2	и в	32	26
3	т д	10	24
4	так же	9	18
5	т е	1	18
6	то что	42	16
7	не только	17	15
8	может быть	14	14
9	что в	12	14
10	же как	2	13
11	но и	9	12
12	и пр	4	11
13	так и	12	10
14	таким образом	6	10
15	показывает что	1	10
16	и его	3	10
17	что он	7	10
18	при помощи	13	10
19	все же	1	9
20	его в	6	9
21	так как	11	9
22	и не	31	9
23	то же	10	8
24	мы знаем	1	8
25	этих случаях	3	8
26	а в	4	8
27	мы имеем	2	7
28	в этом	19	7
29	он не	3	7
30	об этом	10	7
31	как и	3	7
32	в этих	3	7
33	во время	1	7
34	знаем что	2	7
35	на небо	1	7
36	их в	4	7
37	как в	4	7
38	что здесь	3	7
39	в качестве	2	7
40	и то	6	6
41	еще не	9	6
42	что они	3	6
43	как он	4	6
44	мы видели	1	6
45	мы можем	4	6
46	могут быть	2	6
47	в дальнейшем	4	6
48	к нему	3	6
49	мы видим	2	6
50	потому что	16	6
51	а не	15	6
52	не может	8	6
53	вместе с	2	6
54	мы уже	5	5
55	то это	1	5
56	но не	9	5
57	и как	6	5
58	но в	14	5
59	уже не	3	5
60	и только	4	5
61	в силу	1	5
62	с собой	2	5
63	но все	3	5
64	в другом	1	5
65	и с	2	5
66	это не	6	5
67	не в	4	5
68	точно так	4	5
69	ничего не	10	5
70	как мы	7	5
71	и здесь	6	5
72	и что	9	5
73	в его	6	5
74	тем что	7	5
75	до сих	3	5
76	в некоторых	1	5
77	из которых	1	5
78	сих пор	3	5
79	мы должны	5	5
80	к этому	1	5
81	вопрос о	1	4
82	и мертвая	1	4
83	на себя	2	4
84	в которых	3	4
85	не просто	23	4
86	дает нам	1	4
87	он в	2	4
88	но он	3	4
89	в своей	8	4
90	некоторых случаях	1	4
91	что этот	2	4
92	даже в	1	4
93	того как	3	4
94	же он	1	4
95	указывает на	14	4
96	здесь не	7	4
97	о том	11	4
98	и даже	11	4
99	вовсе не	35	4
100	с другой	3	4
101	а по	1	4
102	в человеческом	1	4
103	другой стороны	3	4
104	например в	2	3
105	из трех	1	3
106	что иное	2	3
107	из этих	2	3
108	видели что	1	3
109	только тогда	1	3
110	относится к	1	3
111	в одной	1	3
112	перед нами	5	3
113	его к	1	3
114	все эти	8	3
115	на то	8	3
116	и если	6	3
117	на его	2	3
118	что она	5	3
119	связанные с	1	3
120	при этом	6	3
121	он должен	2	3
122	с представлением	1	3
123	что ни	2	3
124	том что	12	3
125	и при	2	3
126	как это	6	3
127	что эта	1	3
128	не имеет	2	3
129	на котором	1	3
130	через него	1	3
131	представление об	2	3
132	связи с	5	3
133	есть только	8	3
134	все еще	1	3
135	она не	2	3
136	данном случае	8	3
137	большей частью	2	3
138	иное как	2	3
139	а также	4	3
140	о природе	1	3
141	представления о	1	3
142	в том	9	3
143	мы увидим	3	3
144	только в	7	3
145	как нечто	8	3
146	человека с	1	3
147	переходит в	1	3
148	и других	1	3
149	связан с	1	3
150	а именно	12	3
151	не на	3	3
152	в свете	1	3
153	о чем	6	3
154	что мы	13	3
155	входить в	1	3
156	к своему	1	3
157	в данном	9	3
158	наряду с	1	3
159	как бы	14	3
160	по существу	2	3
161	многих других	1	3
162	этом случае	2	3
163	указать на	1	3
164	или в	4	3
165	для нас	5	3
166	всякого рода	1	3
167	но это	8	3
168	только что	2	3
169	же в	4	3
170	уже нет	1	3
171	на смену	1	3
172	не что	2	3
173	такие предметы	1	3
174	он всегда	3	3
175	к этой	1	3
176	начинается с	1	2
177	мы здесь	2	2
178	он может	1	2
179	и есть	6	2
180	не хочет	3	2
181	имеем и	1	2
182	должна быть	1	2
183	по его	2	2
184	только это	1	2
185	за это	1	2
186	то мы	1	2
187	тут же	1	2
188	хочет убить	1	2
189	других предметов	3	2
190	в этой	10	2
191	в истории	4	2
192	исторически и	1	2
193	с этим	3	2
194	в своем	5	2
195	указывают на	2	2
196	хотя и	6	2
197	говорит что	1	2
198	конечно не	1	2
199	сливается с	1	2
200	что это	3	2
201	тут и	1	2
202	еще один	1	2
203	в себе	15	2
204	другом случае	1	2
205	в мышлении	1	2
206	в нем	13	2
207	не к	1	2
208	содержит в	7	2
209	его от	3	2
210	на этом	1	2
211	так например	1	2
212	в одну	1	2
213	связанных с	1	2
214	с целью	4	2
215	лишь в	1	2
216	хотя бы	3	2
217	было бы	8	2
218	известно что	1	2
219	из них	3	2
220	и тем	13	2
221	стоит на	1	2
222	с тем	5	2
223	и их	1	2
224	бы мы	3	2
225	таких случаях	2	2
226	что я	1	2
227	попадается в	1	2
228	тем не	18	2
229	все это	7	2
230	однако в	2	2
231	по себе	15	2
232	случае мы	1	2
233	не менее	19	2
234	в таких	2	2
235	дело не	1	2
236	представлением о	1	2
237	это мы	2	2
238	одна из	1	2
239	в брак	1	2
240	по своей	1	2
241	что на	1	2
242	в области	2	2
243	от того	1	2
244	у нас	14	2
245	не могут	2	2
246	его с	1	2
247	это происходит	1	2
248	не есть	29	2
249	поставить вопрос	1	2
250	в греческом	1	2
251	на том	4	2
252	никогда не	7	2
253	вопрос этот	1	2
254	том как	2	2
255	и на	8	2
256	имеется в	1	2
257	если бы	4	2
258	другими словами	3	2
259	или на	3	2
260	видели выше	1	2
261	и во	3	2
262	того что	7	2
263	содержится в	1	2
264	несколько примеров	1	2
265	он стал	1	2
266	действительность но	1	2
267	это же	1	2
268	себя в	1	2
269	так что	6	2
270	уже в	3	2
271	чтобы он	1	2
272	в виде	15	2
273	есть в	5	2
274	не дает	1	2
275	его и	1	2
276	ни в	7	2
277	могло бы	1	2
278	он становится	1	2
279	в языке	1	2
280	с этими	2	2
281	с переходом	1	2
282	только с	1	2
283	не случайно	1	2
284	не говорит	1	2
285	в других	5	2
286	даже и	8	2
287	стал его	1	2
288	но есть	2	2
289	говорит о	3	2
290	на этот	3	2
291	ниже в	1	2
292	со мной	1	2
293	его как	2	2
294	он уже	1	2
295	этих предметов	1	2
296	он говорит	1	2
297	такого рода	7	2
298	здесь имеется	1	2
299	в отдельности	4	2
300	с этой	1	2
301	есть и	3	2
302	между прочим	2	2
303	же самое	9	2
