N	3gram	Bakhtin_Fr_6	VeschiIm
1	не может быть	1	18
2	в том что	2	6
3	в чем же	1	5
4	с точки зрения	2	4
5	и то что	2	4
6	не только в	1	4
7	то же время	5	4
8	в то же	5	4
9	есть как бы	1	3
10	более или менее	1	3
11	в самом деле	4	3
12	и не только	1	3
13	сам по себе	1	3
14	это значило бы	1	3
15	из того что	1	3
16	вместе с тем	1	3
17	все же не	1	3
18	только то что	1	3
19	можно сказать что	1	2
20	дело в том	1	2
21	о том как	1	2
22	мы находим в	1	2
23	то что не	1	2
24	явление то есть	2	2
25	а так как	1	2
26	в основе своей	1	2
27	ни о каком	1	2
28	в данном случае	2	2
29	в первом случае	3	2
30	заключается в том	1	2
31	и того же	1	1
32	а потому что	1	1
33	он должен быть	1	1
34	а за ними	1	1
35	мы уже сказали	3	1
36	может так что	1	1
37	том что он	1	1
38	одной стороны и	2	1
39	на первый план	3	1
40	было бы нелепо	1	1
41	как это было	1	1
42	до сих пор	3	1
43	в сущности в	1	1
44	в зависимости от	1	1
45	в той же	4	1
46	в себе и	1	1
47	и для всех	1	1
48	не знали что	1	1
49	и говорить о	1	1
50	по самому своему	1	1
51	и что это	1	1
52	они все же	1	1
53	стороны и с	1	1
54	и с другой	1	1
55	как раз в	1	1
56	мы видим как	1	1
57	но в то	1	1
58	с одной стороны	4	1
59	в конце концов	1	1
60	смысле этого слова	1	1
61	мы будем говорить	1	1
62	во втором случае	3	1
63	и как бы	1	1
64	в xix веке	1	1
65	с другой стороны	2	1
66	потому что они	1	1
67	тем более не	1	1
68	в третьем случае	2	1
69	в то время	1	1
70	точки зрения этого	1	1
71	во всех языках	2	1
72	о том что	5	1
73	вместо того чтобы	3	1
74	и прежде всего	2	1
75	с его чисто	1	1
76	но все же	1	1
77	нужно сказать что	2	1
78	одного и того	1	1
79	для того чтобы	1	1
80	мы видим что	1	1
81	и что он	1	1
82	свидетельствует о том	1	1
83	что и в	1	1
