N	2gram	Tiupa_Anal_1	Dialekti
1	не есть	8	54
2	и не	21	27
3	а не	17	26
4	точки зрения	6	25
5	и т	3	24
6	и в	18	24
7	есть нечто	1	23
8	не только	15	23
9	по себе	4	20
10	не может	22	19
11	не просто	2	18
12	ничего не	1	17
13	и есть	3	16
14	и что	1	15
15	что все	1	14
16	с точки	4	14
17	то что	6	14
18	в таком	3	14
19	таким образом	3	13
20	что он	3	13
21	вовсе не	2	13
22	может быть	29	13
23	и даже	1	13
24	что это	1	12
25	того что	4	12
26	не менее	1	11
27	что же	2	11
28	таком случае	3	10
29	в сущности	6	10
30	отнюдь не	15	10
31	только не	2	10
32	она есть	2	10
33	есть не	8	9
34	ни в	4	9
35	но и	17	9
36	нет ничего	2	9
37	в этом	13	8
38	и как	5	8
39	учение о	1	8
40	отличается от	2	8
41	так что	1	8
42	в виде	1	8
43	прежде всего	6	8
44	что мы	3	8
45	том что	12	8
46	в самом	6	7
47	как и	13	7
48	никогда не	2	7
49	как раз	1	7
50	потому что	2	7
51	что оно	1	7
52	в виду	1	7
53	только на	1	7
54	в особенности	1	7
55	что в	5	7
56	самом деле	2	6
57	должна быть	1	6
58	что иное	5	6
59	я не	1	6
60	иное как	5	6
61	мифа и	1	6
62	то же	9	6
63	и с	2	6
64	возможно только	1	6
65	превращается в	1	6
66	оно не	1	6
67	утверждать что	1	6
68	если бы	3	6
69	что и	3	6
70	и только	1	6
71	о том	5	6
72	и жизни	1	6
73	так как	2	6
74	даже не	1	6
75	и все	3	6
76	не что	4	6
77	сам по	1	5
78	вопрос о	2	5
79	хотя и	1	5
80	и к	3	5
81	он не	3	5
82	по крайней	1	5
83	одно и	1	5
84	так и	4	5
85	было бы	2	5
86	от отца	1	5
87	в них	1	5
88	мы не	1	5
89	и тогда	2	5
90	в том	27	5
91	есть всегда	1	5
92	в то	9	5
93	тогда когда	2	5
94	и его	5	5
95	только в	6	5
96	уже не	4	5
97	крайней мере	1	5
98	что не	3	5
99	что для	1	5
100	как это	1	5
101	с этой	1	5
102	но это	1	5
103	или не	2	5
104	личности и	1	5
105	жизни и	1	5
106	и то	2	4
107	явления и	1	4
108	и больше	1	4
109	мы и	1	4
110	в чем	1	4
111	нет и	2	4
112	субъекта и	4	4
113	я должен	1	4
114	подобно тому	3	4
115	собственно говоря	4	4
116	это не	6	4
117	на первый	1	4
118	от себя	3	4
119	тому что	1	4
120	не могут	3	4
121	чтобы быть	1	4
122	о нем	3	4
123	к тому	7	4
124	с другой	4	4
125	материальная вещь	1	4
126	для него	2	4
127	если оно	1	4
128	или иной	6	4
129	говорит о	1	4
130	тому как	3	4
131	при всем	1	4
132	сознания и	1	4
133	хотя бы	3	4
134	себя как	1	3
135	была бы	2	3
136	которых состоит	1	3
137	мы уже	1	3
138	той же	2	3
139	зависимости от	1	3
140	и на	5	3
141	коем случае	2	3
142	при условии	1	3
143	за пределы	2	3
144	мере в	3	3
145	что именно	2	3
146	и объекта	1	3
147	только тогда	1	3
148	все же	4	3
149	перед нами	1	3
150	все эти	2	3
151	но его	1	3
152	тем более	2	3
153	в нем	3	3
154	не значит	1	3
155	в силу	3	3
156	не будет	3	3
157	того или	3	3
158	он и	1	3
159	должно быть	2	3
160	не в	14	3
161	особого рода	7	3
162	раз и	1	3
163	из которых	4	3
164	тем самым	7	3
165	одна из	1	3
166	в основе	6	3
167	в коем	2	3
168	на себя	2	3
169	же время	6	3
170	во всем	1	3
171	есть слово	1	3
172	вещь но	1	3
173	можно и	1	3
174	и о	2	3
175	быть может	2	3
176	к нему	3	3
177	все время	1	3
178	быть и	1	3
179	и ее	1	3
180	вопрос об	3	3
181	с одной	3	3
182	есть в	1	3
183	то и	1	3
184	при помощи	2	3
185	из них	2	3
186	сами по	2	3
187	друг друга	1	3
188	случае не	2	3
189	не говорит	1	3
190	ни что	1	3
191	и объект	1	3
192	для того	4	3
193	и сознание	1	3
194	в каком	1	3
195	не было	1	3
196	его как	1	3
197	ни на	1	3
198	одной стороны	3	3
199	как бы	5	3
200	если не	1	3
201	только одна	1	3
202	и от	1	3
203	мира и	1	3
204	личность есть	2	3
205	не знает	1	3
206	понимать как	2	3
207	также не	1	3
208	все что	1	3
209	я и	6	2
210	также и	2	2
211	например в	1	2
212	в частности	19	2
213	для науки	3	2
214	в первом	2	2
215	субъект и	2	2
216	не имеют	1	2
217	в зависимости	1	2
218	оно есть	1	2
219	в разные	1	2
220	из того	4	2
221	которое не	1	2
222	что можно	1	2
223	сама же	1	2
224	в ней	1	2
225	начало и	1	2
226	еще не	3	2
227	бы то	3	2
228	с его	3	2
229	но не	10	2
230	его на	1	2
231	первых двух	1	2
232	сознания в	4	2
233	но в	8	2
234	то в	2	2
235	часть мира	1	2
236	из этих	2	2
237	думать что	2	2
238	в себе	11	2
239	тому же	4	2
240	при этом	12	2
241	в понятии	1	2
242	и по	2	2
243	на этом	2	2
244	объект и	1	2
245	говорить не	1	2
246	только одно	1	2
247	она и	1	2
248	все равно	1	2
