N	3gram	Ircho_Kome_3	Istorich
1	и т д	1	18
2	до сих пор	9	6
3	в этом случае	2	5
4	вместе с тем	3	5
5	мы имеем в	1	5
6	в том что	9	5
7	но все же	2	4
8	что он не	2	4
9	в связи с	3	4
10	по отношению к	3	3
11	подобно тому как	1	3
12	с одной стороны	3	3
13	потому что он	1	2
14	наряду с этим	2	2
15	в другой раз	1	2
16	здесь мы видим	1	2
17	он умер и	1	2
18	в некоторых случаях	1	2
19	с другой стороны	2	2
20	в третий раз	1	2
21	в других случаях	1	2
22	о том что	4	2
23	с самого начала	4	2
24	на то что	1	2
25	после того как	1	2
26	к тому же	4	2
27	о том как	3	1
28	не в состоянии	1	1
29	он должен быть	1	1
30	и почему он	1	1
31	его в том	1	1
32	следует понимать как	1	1
33	в виду что	1	1
34	еще один вопрос	1	1
35	в стороне в	1	1
36	должно было бы	1	1
37	так что он	1	1
38	друг от друга	1	1
39	ни одно из	1	1
40	в зависимости от	1	1
41	в отличие от	1	1
42	за то что	1	1
43	дело следовательно не	1	1
44	об этом не	1	1
45	несмотря на то	1	1
46	следовательно не в	1	1
47	т е в	2	1
48	к нему в	1	1
49	в обоих случаях	1	1
50	он уверен в	1	1
51	и в его	1	1
52	и подобных ей	1	1
53	что и она	1	1
54	тем не менее	3	1
55	так или иначе	2	1
56	но вместе с	1	1
57	то что он	1	1
58	в этой связи	2	1
59	из них не	1	1
60	никто об этом	1	1
61	и для нас	1	1
62	с тем как	1	1
63	но об этом	1	1
64	и с радостью	1	1
65	сих пор были	1	1
66	и не должен	1	1
67	к этому времени	1	1
68	и не хочет	1	1
69	что у него	1	1
70	один из них	1	1
71	впал в безумие	1	1
72	по этому поводу	1	1
73	друг с другом	1	1
74	делает вид что	1	1
