N	2gram	Losev_Prob_4	Freidism
1	таким образом	8	24
2	и не	28	23
3	не может	5	20
4	точки зрения	14	19
5	прежде всего	11	18
6	в этом	9	15
7	в его	3	15
8	мы можем	3	13
9	может быть	9	13
10	и его	10	12
11	все эти	16	11
12	как и	6	11
13	с точки	11	11
14	как бы	4	11
15	то что	15	11
16	самом деле	3	10
17	но в	8	10
18	его в	2	10
19	с ним	4	10
20	как мы	3	10
21	так и	10	10
22	и потому	7	10
23	с его	2	9
24	во всех	4	9
25	и в	20	9
26	то же	7	8
27	не только	24	8
28	он не	2	8
29	в своей	4	8
30	еще не	7	8
31	оно и	1	8
32	что он	8	8
33	только в	23	8
34	так как	5	8
35	все это	9	8
36	и все	8	8
37	в самом	2	7
38	отношение к	1	7
39	и наконец	4	7
40	ни в	17	7
41	к нему	3	7
42	тот же	2	7
43	всяком случае	4	7
44	что же	1	7
45	сказать что	7	7
46	во всяком	8	7
47	в ней	7	6
48	за пределы	2	6
49	и с	7	6
50	и ее	4	6
51	того что	1	6
52	для него	3	6
53	вовсе не	21	6
54	никогда не	1	6
55	хотя бы	7	6
56	совершенно не	3	6
57	на самом	5	5
58	и на	3	5
59	в чем	2	5
60	и к	3	5
61	в этой	4	5
62	не в	13	5
63	мы должны	3	5
64	в то	4	5
65	в каком	6	5
66	могут быть	1	5
67	для этого	2	5
68	можно сказать	5	5
69	для того	3	5
70	по мнению	1	5
71	большинстве случаев	1	5
72	и прежде	2	5
73	а в	4	5
74	но и	14	5
75	с этим	4	5
76	в свою	1	5
77	что в	3	5
78	смысле слова	15	4
79	в зависимости	3	4
80	мы не	7	4
81	в которой	2	4
82	говорить о	2	4
83	зависимости от	3	4
84	совсем не	1	4
85	но не	5	4
86	нашего сознания	1	4
87	все же	2	4
88	не было	3	4
89	из этих	1	4
90	в пределах	2	4
91	с их	1	4
92	в нем	5	4
93	всех этих	6	4
94	то ни	1	4
95	связанные с	1	4
96	при этом	6	4
97	об этом	6	4
98	с другими	3	4
99	в жизни	3	4
100	во время	1	4
101	не менее	10	4
102	в основе	1	4
103	потому что	15	4
104	и для	4	4
105	к тому	3	4
106	если мы	5	4
107	того чтобы	2	4
108	данном случае	5	4
109	с самого	1	4
110	это только	1	4
111	другими словами	3	4
112	с ними	2	4
113	конечно не	3	4
114	уже не	5	4
115	не дает	1	4
116	в котором	2	4
117	мы находим	2	4
118	как раз	4	4
119	и др	1	4
120	в данном	6	4
121	и о	5	4
122	сознания и	3	4
123	в этих	5	4
124	между ними	1	4
125	в таком	6	4
126	таком случае	1	3
127	человека и	1	3
128	и есть	4	3
129	при анализе	1	3
130	на себя	1	3
131	он был	3	3
132	а только	6	3
133	как в	5	3
134	и как	3	3
135	сказать о	3	3
136	учение о	3	3
137	в себе	12	3
138	и те	1	3
139	но ведь	1	3
140	и вот	1	3
141	и по	2	3
142	что все	1	3
143	и может	2	3
144	не сможет	1	3
145	было бы	14	3
146	мы имеем	6	3
147	нисколько не	1	3
148	войти в	1	3
149	случае не	5	3
150	тому что	1	3
151	этой области	1	3
152	нет никакого	3	3
153	самого начала	1	3
154	чем не	1	3
155	представления и	1	3
156	в сознании	3	3
157	ни о	4	3
158	не могут	1	3
159	бы он	1	3
160	ничего общего	5	3
161	с ее	2	3
162	свою очередь	1	3
163	только то	1	3
164	что может	1	3
165	если бы	8	3
166	и что	2	3
167	бы то	1	3
168	на всех	2	3
169	и она	1	3
170	на другие	1	3
171	со всеми	2	3
172	человека к	1	3
173	себя в	2	3
174	об его	2	3
175	у него	1	3
176	в них	5	3
177	о себе	3	3
178	вместе с	5	3
179	по своему	6	3
180	слова и	1	3
181	и от	6	3
182	но это	6	3
183	не является	10	3
184	когда он	1	3
185	не знает	1	3
186	жизни и	5	3
187	ни на	3	3
188	в искусстве	1	3
189	по поводу	1	3
190	чтобы не	2	2
191	в такой	1	2
192	и то	2	2
193	это и	4	2
194	опыте мы	1	2
195	тем же	1	2
196	и до	1	2
197	что между	1	2
198	нам в	1	2
199	того же	2	2
200	и явления	1	2
201	между собой	2	2
202	сказать и	1	2
203	в ее	5	2
204	и религия	1	2
205	но как	3	2
206	себе и	3	2
207	относится к	2	2
208	всю эту	2	2
209	чем же	3	2
210	в своем	3	2
211	в этот	1	2
212	что это	2	2
213	в нашем	12	2
214	или во	1	2
215	случайные и	1	2
216	что она	4	2
217	освобождение от	1	2
218	но все	3	2
219	на всю	1	2
220	в совершенно	2	2
221	же касается	1	2
222	в поведении	1	2
223	на этой	2	2
224	всех областях	1	2
225	при помощи	10	2
226	это было	2	2
227	это не	7	2
228	чаще всего	1	2
229	только о	1	2
230	этом мы	2	2
231	жизни то	1	2
232	этого не	2	2
233	и уже	1	2
234	жизни но	1	2
235	том что	12	2
236	но если	6	2
237	и при	1	2
238	в их	1	2
239	мы говорили	1	2
240	представлений и	1	2
241	сих пор	1	2
242	иным как	2	2
243	как это	3	2
244	в отношении	4	2
245	но для	1	2
246	дело не	3	2
247	правда в	3	2
248	и притом	2	2
249	к этим	1	2
250	в самых	3	2
251	только не	4	2
252	являются только	1	2
253	тем не	10	2
254	только с	1	2
255	в области	3	2
256	если его	1	2
257	когда мы	5	2
258	и символы	1	2
259	отличается от	4	2
260	что оно	1	2
261	они и	2	2
