N	2gram	Trubetskoy_1	Psycholo
1	и в	14	38
2	то что	13	35
3	в том	17	25
4	в самом	3	25
5	самом деле	7	21
6	что в	4	20
7	может быть	9	19
8	и что	2	18
9	на то	5	16
10	точки зрения	11	16
11	в ней	2	15
12	то есть	1	15
13	и т	3	14
14	том что	9	14
15	если бы	6	14
16	как бы	4	14
17	потому что	5	14
18	в этом	17	13
19	в этой	4	13
20	и мы	1	13
21	совершенно ясно	1	13
22	не только	9	12
23	таким образом	11	12
24	было бы	5	12
25	не в	4	12
26	что он	6	11
27	то же	11	10
28	в сущности	1	10
29	что это	3	10
30	и не	19	10
31	же самое	1	10
32	и все	1	10
33	о которых	3	9
34	с точки	9	9
35	того чтобы	8	9
36	и то	4	8
37	с этим	2	8
38	все же	4	8
39	и как	3	8
40	с тем	6	8
41	как и	4	8
42	и это	1	8
43	но только	1	8
44	так что	2	8
45	вовсе не	1	8
46	для того	6	8
47	перед нами	1	8
48	для нас	2	8
49	из этого	3	8
50	показать что	1	7
51	мы уже	2	7
52	с другой	1	7
53	заключается в	1	7
54	мы можем	2	7
55	не может	22	7
56	как мы	1	7
57	в ее	1	7
58	что у	1	7
59	никак не	1	7
60	между тем	5	7
61	а не	2	7
62	а в	5	7
63	и на	5	6
64	в которых	1	6
65	к чему	2	6
66	как это	1	6
67	и если	7	6
68	он не	5	6
69	в котором	2	6
70	тому что	2	6
71	она не	2	6
72	самого начала	1	6
73	к тому	7	6
74	указывает на	2	6
75	с самого	1	6
76	ясно что	2	6
77	о том	7	6
78	один из	1	6
79	если мы	1	6
80	из них	3	6
81	так как	4	6
82	до сих	5	6
83	которых мы	1	6
84	двух противоположных	1	5
85	должна быть	2	5
86	мы не	1	5
87	время в	2	5
88	в своем	6	5
89	в которой	1	5
90	в другом	3	5
91	несмотря на	3	5
92	иначе говоря	1	5
93	в своей	5	5
94	казалось бы	1	5
95	и когда	1	5
96	в его	4	5
97	но и	10	5
98	вместе с	4	5
99	сих пор	5	5
100	или в	3	5
101	о котором	3	5
102	совершенно не	2	5
103	на деле	1	4
104	что эти	1	4
105	во всех	5	4
106	что они	3	4
107	идет о	1	4
108	когда он	1	4
109	все эти	2	4
110	в себе	9	4
111	если он	1	4
112	в нем	5	4
113	при этом	5	4
114	здесь мы	1	4
115	но если	3	4
116	что эта	1	4
117	что с	2	4
118	и другое	1	4
119	одна из	3	4
120	никогда не	5	4
121	больше чем	2	4
122	в самой	1	4
123	как будто	2	4
124	тем ближе	1	4
125	согласиться с	2	4
126	что и	3	4
127	у всех	1	4
128	только в	5	4
129	конечно не	5	4
130	не можем	2	4
131	у него	2	4
132	и даже	2	4
133	из которых	5	4
134	по своему	1	4
135	в течение	2	4
136	того что	3	4
137	и для	6	4
138	речь идет	2	4
139	в свою	1	4
140	ее в	2	4
141	в своих	6	4
142	должен быть	1	3
143	того же	1	3
144	и этот	3	3
145	из всех	2	3
146	до такой	1	3
147	что по	1	3
148	и к	6	3
149	но в	2	3
150	из этих	3	3
151	чем сильнее	1	3
152	не к	2	3
153	состоит в	2	3
154	могла бы	1	3
155	что все	3	3
156	бы в	1	3
157	его в	4	3
158	и тем	2	3
159	ни в	2	3
160	в один	1	3
161	в такой	1	3
162	мы говорили	3	3
163	место в	2	3
164	с уверенностью	2	3
165	из области	1	3
166	стоит только	2	3
167	с необычайной	1	3
168	бы не	1	3
169	у этих	1	3
170	в то	10	3
171	две совершенно	1	3
172	в основе	1	3
173	как только	1	3
174	и конечно	1	3
175	на это	2	3
176	и о	2	3
177	из двух	1	3
178	он был	1	3
179	из одного	1	3
180	были бы	2	3
181	и только	5	3
182	не так	2	3
183	ее не	1	3
184	к ним	1	3
185	тем что	3	3
186	что не	1	3
187	то и	1	3
188	мы хотим	1	3
189	это только	2	3
190	который мы	1	3
191	только для	2	3
192	но это	2	3
193	все это	6	3
194	она может	3	3
195	главным образом	3	3
196	к этому	1	3
197	как на	8	3
198	в таком	2	3
199	от этой	2	2
200	отношения к	2	2
201	себя как	2	2
202	на самом	6	2
203	он может	1	2
204	бы для	2	2
205	что когда	1	2
206	и ничего	1	2
207	оно есть	1	2
208	между собой	5	2
209	столь же	1	2
210	всего этого	1	2
211	что его	1	2
212	заключается не	1	2
213	но как	1	2
214	в общем	1	2
215	очевидно что	1	2
216	не просто	2	2
217	отнюдь не	7	2
218	в истории	1	2
219	в одной	1	2
220	цели к	1	2
221	в полном	1	2
222	целый ряд	2	2
223	и наконец	2	2
224	со своей	1	2
225	лучшем случае	3	2
226	что так	1	2
227	остановиться на	1	2
228	не могла	1	2
229	своим собственным	1	2
230	по самому	2	2
231	всех остальных	1	2
232	всех этих	3	2
233	до самого	1	2
234	в силу	2	2
235	и вот	2	2
236	и по	3	2
237	так например	1	2
238	тем в	1	2
239	в совершенно	4	2
240	она стала	1	2
241	из нее	1	2
242	такой же	1	2
243	перед собой	1	2
244	от своего	1	2
245	признать что	6	2
246	должны были	1	2
247	друг другу	2	2
248	и эти	1	2
249	и более	2	2
250	их в	2	2
251	том и	2	2
252	в этих	2	2
253	вместе и	1	2
254	она могла	1	2
255	весь смысл	2	2
256	и всегда	1	2
257	в противоречие	2	2
258	к ней	1	2
259	то это	3	2
260	ли это	4	2
261	не могут	4	2
262	что оно	3	2
263	из всего	1	2
264	с ее	1	2
265	свою очередь	1	2
266	данном случае	3	2
267	только то	1	2
268	одного из	1	2
269	мы в	1	2
270	для этого	3	2
271	со стороны	4	2
272	с ним	2	2
273	или от	2	2
274	но мы	3	2
275	и во	3	2
276	дело так	1	2
277	что только	2	2
278	внутреннее противоречие	1	2
279	и действительно	1	2
280	она требует	1	2
281	узнаем что	1	2
282	это же	1	2
283	все они	3	2
284	в качестве	3	2
285	для всех	6	2
286	уже не	2	2
287	или не	1	2
288	чтобы он	1	2
289	в виде	3	2
290	тем сильнее	1	2
291	к своим	1	2
292	к каким	1	2
293	для него	6	2
294	на спасение	1	2
295	всяком случае	6	2
296	могло бы	1	2
297	противоречие между	1	2
298	в конце	3	2
299	что та	1	2
300	и вместе	2	2
301	к самому	1	2
302	это будет	1	2
303	как же	1	2
304	еще и	1	2
305	а с	2	2
306	до конца	1	2
307	однако и	1	2
308	к его	1	2
309	противоречие с	2	2
310	к себе	2	2
311	надо было	1	2
312	хотя бы	5	2
313	в данном	7	2
314	есть только	1	2
315	смысле этого	1	2
316	это есть	2	2
317	уже указали	2	2
318	что же	4	2
319	по существу	5	2
320	быть не	1	2
321	этого слова	1	2
322	с этой	1	2
323	благодаря этому	2	2
324	своей жизни	1	2
325	при том	4	2
326	не знаем	1	2
327	при таком	1	2
328	так же	2	2
329	в лучшем	3	2
330	была бы	1	2
331	к этой	4	2
332	они не	1	2
333	можно назвать	1	2
334	во всяком	9	2
335	себя громадное	1	1
336	а между	5	1
337	не нужна	2	1
338	же как	1	1
339	он считает	1	1
340	зависимость от	2	1
341	сплошь и	1	1
342	и потому	3	1
343	силы и	1	1
344	вот на	1	1
345	это и	1	1
346	и есть	2	1
347	ему что	1	1
348	выражается в	1	1
349	от которых	1	1
350	в зависимости	1	1
351	есть истинная	1	1
352	их и	1	1
353	действительность или	1	1
354	по величине	1	1
355	нас важно	1	1
356	наша мысль	1	1
357	смысл ее	1	1
358	он как	1	1
359	не столько	1	1
360	только либо	1	1
361	так чтобы	3	1
362	свою особую	1	1
363	на себя	2	1
364	на свою	1	1
365	событий и	1	1
366	себе что	1	1
367	гармонирует с	1	1
368	что оба	1	1
369	чем больше	1	1
370	а другие	1	1
371	которую можно	1	1
372	еще не	3	1
373	или все	1	1
374	у таких	1	1
375	там и	2	1
376	природы и	1	1
377	при жизни	1	1
378	но не	4	1
379	именно на	2	1
380	в сторону	1	1
381	нет и	1	1
382	в свои	1	1
383	доказать что	1	1
384	внутренние противоречия	1	1
385	которые не	1	1
386	оценку этой	1	1
387	что хотя	1	1
388	необходимый для	1	1
389	а самый	1	1
390	то чем	1	1
391	что действительно	2	1
392	лишь изредка	1	1
393	необычайной ясностью	1	1
394	является тем	1	1
395	имеет в	1	1
396	более или	4	1
397	тон и	1	1
398	котором она	1	1
399	то в	3	1
400	не причисляя	1	1
401	в себя	1	1
402	ни один	1	1
403	себя к	1	1
404	непременно будет	3	1
405	это единственная	1	1
406	и тот	2	1
407	только один	1	1
408	и те	2	1
409	на его	1	1
410	то этим	1	1
411	не следует	1	1
412	смотреть как	1	1
413	на одну	1	1
414	чтобы они	1	1
415	никакому сомнению	1	1
416	собой не	1	1
417	именно из	1	1
418	в корне	4	1
419	том чтобы	3	1
420	и важность	1	1
421	отправной точкой	2	1
422	так часто	2	1
423	заключает в	1	1
424	но все	1	1
425	это конечно	1	1
426	в одну	1	1
427	не будет	7	1
428	факт что	2	1
429	том случае	4	1
430	только не	1	1
431	и с	7	1
432	на этой	2	1
433	того или	2	1
434	с другими	1	1
435	есть не	1	1
436	для нее	2	1
437	это не	1	1
438	это противоречие	1	1
439	всю свою	2	1
440	в жизни	1	1
441	и рядом	1	1
442	греха и	1	1
443	для них	3	1
444	чаще всего	1	1
445	но вся	1	1
446	она и	1	1
447	все равно	1	1
448	на основании	2	1
449	а за	1	1
450	а если	1	1
451	должно быть	3	1
452	и тогда	2	1
453	было не	1	1
454	или менее	4	1
455	и при	6	1
456	что такое	2	1
457	таким же	3	1
458	представить себе	2	1
459	нас не	1	1
460	значит в	1	1
461	в их	4	1
462	что вся	1	1
463	что истинной	1	1
464	собой все	2	1
465	оказывается что	1	1
466	он весь	1	1
467	такое дело	1	1
468	которой они	1	1
469	которых каждая	1	1
470	теми же	1	1
471	на такое	1	1
472	ставит себя	1	1
473	тому чтобы	4	1
474	даже в	1	1
475	и вся	1	1
476	ему как	1	1
477	можно ли	3	1
478	ведет нас	1	1
479	человек и	1	1
480	в таких	2	1
481	такое время	1	1
482	строя и	1	1
483	принадлежат к	2	1
484	дело в	1	1
485	ее с	1	1
486	на него	1	1
487	не по	1	1
488	и форм	1	1
489	борьбы между	1	1
490	не могло	1	1
491	он с	1	1
492	того и	1	1
493	возможно и	1	1
494	что ни	1	1
495	это то	1	1
496	именно с	1	1
497	суть дела	1	1
498	в русском	1	1
499	на россию	2	1
500	с таким	1	1
501	этом отношении	1	1
502	что на	1	1
503	за ними	1	1
504	если одна	1	1
505	и заключается	1	1
506	совершенно новым	1	1
507	всего в	1	1
508	понять что	2	1
509	на такую	2	1
510	не есть	3	1
511	что при	1	1
512	которой она	2	1
513	отказаться от	4	1
514	в применении	1	1
515	россию и	2	1
516	говорят на	1	1
517	но по	1	1
518	но при	1	1
519	в некоторых	2	1
520	над нами	1	1
521	только при	1	1
522	в собственном	1	1
523	знаем что	3	1
524	они стараются	2	1
525	своих отношениях	1	1
526	мысль о	1	1
527	идет речь	4	1
528	роль в	1	1
529	можно было	4	1
530	так и	1	1
531	не за	1	1
532	те же	1	1
533	мог бы	1	1
534	в результате	2	1
535	две части	1	1
536	остается только	1	1
537	ничего подобного	1	1
538	по сравнению	1	1
539	этого мало	1	1
540	нас и	1	1
541	какой это	1	1
542	но этого	1	1
543	может не	3	1
544	язык и	1	1
545	в новую	1	1
546	и просто	1	1
547	можно сказать	1	1
548	по их	1	1
549	которую все	1	1
550	и хочет	1	1
551	в глазах	2	1
552	второй к	1	1
553	под именем	1	1
554	следовало бы	1	1
555	быть и	2	1
556	этот вопрос	2	1
557	говорили выше	1	1
558	положение в	1	1
559	то все	1	1
560	во-вторых что	1	1
561	по этому	2	1
562	может сразу	1	1
563	мысли что	1	1
564	и у	1	1
565	только на	2	1
566	в действительном	1	1
567	себя и	5	1
568	в начале	2	1
569	и других	1	1
570	но совершенно	2	1
571	участие в	2	1
572	за ним	1	1
573	роль и	1	1
574	и их	1	1
575	тому же	1	1
576	не о	2	1
577	друг друга	3	1
578	они будут	2	1
579	к той	2	1
580	в других	2	1
581	само собой	1	1
582	бы это	1	1
583	не было	3	1
584	смотря по	1	1
585	каковы те	1	1
586	насколько это	1	1
587	а на	1	1
588	именно в	3	1
589	по своим	1	1
590	будет ли	2	1
591	к которому	1	1
592	и прежде	1	1
593	души и	1	1
594	ни на	1	1
595	что для	3	1
596	превращается в	1	1
597	от этого	1	1
598	был в	1	1
599	на которых	1	1
600	ничем не	1	1
601	хоть сколько-нибудь	1	1
602	зависит от	2	1
603	то дело	1	1
604	это она	1	1
605	на эту	2	1
