N	3gram	Losev_Prob_1	UchenyiS
1	не может быть	2	4
2	с другой стороны	3	3
3	бы то ни	1	3
4	в то же	4	3
5	в этой области	2	3
6	а между тем	1	2
7	не могут быть	1	2
8	в самом деле	2	2
9	но даже и	1	2
10	в этом смысле	6	2
11	то же самое	9	2
12	до сих пор	3	2
13	в этом отношении	1	2
14	в том что	5	2
15	по крайней мере	2	2
16	и то что	2	2
17	тех или иных	2	2
18	еще ничего не	1	2
19	в конце концов	4	2
20	или по крайней	1	1
21	еще одно замечание	1	1
22	нам представляется что	1	1
23	так или иначе	2	1
24	это было бы	1	1
25	более или менее	3	1
26	одним из самых	1	1
27	прежде всего если	1	1
28	он может быть	1	1
29	в этом случае	2	1
30	уже не как	1	1
31	на первый план	1	1
32	мы получаем от	1	1
33	и в то	1	1
34	сам по себе	7	1
35	таким образом на	1	1
36	никогда не может	2	1
37	не в буквальном	1	1
38	является одним из	1	1
39	в первую очередь	1	1
40	не было бы	1	1
41	литературы и искусства	4	1
42	с тем что	2	1
43	не о чем	2	1
44	можно сказать что	3	1
45	у нас в	1	1
46	на то что	8	1
47	ничего не значит	1	1
48	то что было	1	1
49	только в этом	1	1
50	все это в	1	1
51	это не только	1	1
52	для начала и	1	1
53	в буквальном смысле	3	1
54	а не только	2	1
55	в данном случае	8	1
56	но в то	1	1
57	не только в	1	1
58	тем что он	1	1
59	в отдельности и	1	1
60	на первый взгляд	1	1
