N	2gram	Losev_Dial_2	Problemy
1	и не	30	31
2	и в	19	29
3	в его	1	24
4	может быть	20	24
5	в этом	8	22
6	а не	16	22
7	т е	30	21
8	в нем	10	19
9	точки зрения	12	19
10	как бы	14	19
11	у достоевского	1	16
12	не только	19	15
13	то что	14	15
14	то же	12	14
15	не как	2	14
16	и его	5	14
17	но и	12	14
18	с точки	8	13
19	уже не	3	13
20	достоевского в	1	12
21	точка зрения	1	12
22	таким образом	4	12
23	как и	10	12
24	не может	9	12
25	в самом	5	10
26	этом смысле	1	10
27	в то	6	10
28	только в	5	10
29	в одном	4	10
30	там где	1	10
31	все эти	2	9
32	все же	4	9
33	это не	10	9
34	же время	5	9
35	но не	6	9
36	что в	7	8
37	по себе	18	8
38	в каждом	2	8
39	как не	2	8
40	в том	14	8
41	что он	6	8
42	потому что	14	8
43	в своем	4	8
44	в своей	8	8
45	и на	1	7
46	за пределы	4	7
47	и как	10	7
48	но в	2	7
49	в себе	15	7
50	том что	10	7
51	не в	8	7
52	вовсе не	13	7
53	она не	8	7
54	так и	10	7
55	лишь как	1	7
56	прежде всего	8	7
57	мира и	1	7
58	а в	4	7
59	самом деле	4	6
60	так же	2	6
61	в одной	4	6
62	как в	2	6
63	в целом	1	6
64	что она	14	6
65	в мире	2	6
66	его в	3	6
67	несмотря на	2	6
68	могут быть	4	6
69	к нему	4	6
70	на мир	2	6
71	в конце	2	6
72	так как	14	6
73	как раз	5	6
74	и потому	5	6
75	не могут	4	6
76	все это	4	6
77	о мире	1	6
78	на самом	2	5
79	это и	3	5
80	должна быть	5	5
81	в зависимости	2	5
82	зависимости от	2	5
83	у него	1	5
84	с их	1	5
85	перед нами	2	5
86	он не	4	5
87	но все	2	5
88	было бы	3	5
89	в сущности	2	5
90	или как	3	5
91	и это	5	5
92	и о	1	5
93	еще не	4	5
94	с ним	4	5
95	ничего не	3	5
96	между тем	2	5
97	именно в	2	5
98	и др	1	5
99	сознания и	5	5
100	конце концов	1	5
101	во всяком	2	5
102	и т	17	4
103	идет о	1	4
104	поэтому и	1	4
105	так чтобы	2	4
106	бы и	2	4
107	в этой	3	4
108	так сказать	1	4
109	не значит	3	4
110	должно быть	7	4
111	но эта	1	4
112	их в	2	4
113	даже в	3	4
114	как мы	3	4
115	в основе	1	4
116	от того	4	4
117	личности в	8	4
118	все то	1	4
119	и с	5	4
120	из одного	1	4
121	и следовательно	5	4
122	в литературе	1	4
123	он есть	3	4
124	тем что	2	4
125	были бы	1	4
126	что и	5	4
127	как же	3	4
128	превращается в	1	4
129	не было	3	4
130	не на	2	4
131	его как	1	4
132	что же	2	4
133	но это	7	4
134	в результате	2	4
135	они не	3	4
136	он может	2	3
137	и самое	1	3
138	например в	2	3
139	не во	2	3
140	я не	6	3
141	он сам	1	3
142	он в	1	3
143	от характера	1	3
144	себе и	3	3
145	и пр	5	3
146	кроме того	3	3
147	и понимания	1	3
148	уже в	4	3
149	и до	1	3
150	дано в	1	3
151	подобно тому	1	3
152	на почве	1	3
153	лишь на	1	3
154	далеко не	1	3
155	в их	2	3
156	тому что	2	3
157	одна из	1	3
158	на него	2	3
159	никогда не	9	3
160	как будто	7	3
161	этом отношении	1	3
162	отличается от	1	3
163	оно не	1	3
164	если же	1	3
165	только то	4	3
166	приводит к	1	3
167	и здесь	1	3
168	все его	3	3
169	с другой	5	3
170	все в	2	3
171	в них	1	3
172	мы должны	2	3
173	существенно и	1	3
174	но с	1	3
175	но как	5	3
176	во времени	4	3
177	всяком случае	2	3
178	ни в	10	3
179	сами по	3	3
180	т п	2	3
181	друг друга	1	3
182	самосознание и	1	3
183	само по	2	3
184	изображения в	1	3
185	тому как	1	3
186	по существу	1	3
187	есть то	1	3
188	дана как	1	3
189	в пространстве	1	3
190	и одновременно	1	3
191	не знает	1	3
192	сказать что	10	3
193	другой стороны	4	3
194	была бы	3	3
195	себе самому	1	3
196	время не	3	3
197	в своих	2	3
198	как на	1	3
199	все что	1	3
200	и есть	4	2
201	по преимуществу	1	2
202	оно может	1	2
203	все те	1	2
204	мы уже	8	2
205	бы уже	1	2
206	о способах	1	2
207	для своего	1	2
208	в которой	2	2
209	вопрос о	3	2
210	из которых	1	2
211	мы ее	1	2
212	в ней	2	2
213	бы то	1	2
214	быть раскрыто	1	2
215	оно ни	1	2
216	во что	1	2
217	так что	7	2
218	в истории	2	2
219	в той	3	2
220	его на	1	2
221	с этим	3	2
222	и нет	2	2
223	однако не	1	2
224	и к	7	2
225	в противоположность	2	2
226	на его	2	2
227	он все	1	2
228	всех этих	3	2
229	сознания но	1	2
230	то ни	1	2
231	же не	3	2
232	при этом	4	2
233	в жизни	2	2
234	ни одной	1	2
235	со своими	1	2
236	и уже	3	2
237	чем в	1	2
238	выйти за	1	2
239	как таковой	4	2
240	в один	3	2
241	именно и	1	2
242	две мысли	1	2
243	в котором	1	2
244	но он	4	2
245	друг другу	1	2
246	зрения и	1	2
247	человека но	2	2
248	самого начала	2	2
249	в вечность	1	2
250	нем в	1	2
251	связи с	4	2
252	уже и	2	2
253	не потому	6	2
254	во все	2	2
255	что оно	4	2
256	воля к	2	2
257	вывод из	1	2
258	данном случае	2	2
259	и что	5	2
260	слова а	1	2
261	те же	1	2
262	всего чисто	1	2
263	вне его	1	2
264	и во	1	2
265	от них	1	2
266	а потому	2	2
267	во всей	1	2
268	наконец в	1	2
269	в художественной	1	2
270	мы видим	2	2
271	тот же	1	2
272	хотя бы	4	2
273	тем или	2	2
274	и ее	1	2
275	именно на	1	2
276	же и	9	2
277	и души	1	2
278	конечно не	6	2
279	то и	1	2
280	ни одного	1	2
