N	3gram	Bakhtin_Pr_4	Marksizm
1	с точки зрения	9	20
2	не может быть	8	13
3	в самом деле	4	9
4	и не может	7	9
5	до сих пор	8	8
6	в связи с	1	7
7	в отличие от	3	5
8	как мы знаем	1	5
9	до настоящего времени	1	5
10	с другой стороны	3	5
11	с самого начала	1	4
12	в отношении к	2	4
13	в этом случае	1	3
14	то что делает	1	3
15	мы не будем	1	3
16	на этот вопрос	2	3
17	может быть и	1	3
18	в высшей степени	1	3
19	в конце концов	1	3
20	то же время	5	3
21	и т.п в	1	3
22	но все же	1	3
23	можно сказать что	2	3
24	в большинстве случаев	8	3
25	в то же	5	3
26	в том что	2	3
27	нет и не	2	2
28	же как и	1	2
29	но при этом	1	2
30	в том числе	4	2
31	с установкой на	1	2
32	таким образом между	1	2
33	как и все	4	2
34	сама по себе	2	2
35	является одним из	1	2
36	на самом же	1	2
37	том числе и	3	2
38	можно было бы	2	2
39	как если бы	2	2
40	в узком смысле	2	2
41	так же как	1	2
42	но в то	2	2
43	во всяком случае	1	2
44	к одному знаменателю	3	2
45	по отношению к	5	2
46	между этими двумя	1	2
47	жизни в этом	1	2
48	самом же деле	1	2
49	в этом смысле	2	2
50	в пределах одного	6	2
51	может войти в	1	1
52	и в сущности	2	1
53	как он их	1	1
54	системы языка в	1	1
55	а следовательно и	2	1
56	между ними как	1	1
57	в той форме	1	1
58	он сам и	1	1
59	прежде всего как	1	1
60	не может до	1	1
61	может до конца	1	1
62	прежде всего в	1	1
63	одним и тем	1	1
64	большей или меньшей	2	1
65	переходим к характеристике	1	1
66	и так сказать	1	1
67	но именно эти	1	1
68	и все остальные	1	1
69	есть прежде всего	1	1
70	том что он	1	1
71	снова и снова	1	1
72	а между тем	1	1
73	явление в процессе	1	1
74	языка и не	1	1
75	той форме в	1	1
76	оно должно быть	2	1
77	и там и	1	1
78	от него не	1	1
79	как мы сказали	3	1
80	хотя бы и	1	1
81	сами по себе	2	1
82	мы переходим к	1	1
83	отчетливую границу между	1	1
84	приводит к полному	1	1
85	но и в	2	1
86	в себе и	1	1
87	не менее чем	1	1
88	это вовсе не	2	1
89	рано или поздно	1	1
90	нет ничего что	1	1
91	жизни но именно	1	1
92	в системе языка	2	1
93	так сказать в	1	1
94	этого он не	1	1
95	так или иначе	1	1
96	в значительной степени	1	1
97	мы увидим дальше	1	1
98	и ту же	1	1
99	они еще не	1	1
100	и тем же	1	1
101	ее при этом	1	1
102	с одной стороны	1	1
103	и в большинстве	2	1
104	таким образом как	1	1
105	отражает в себе	1	1
106	в большей или	2	1
107	все же не	1	1
108	не должна быть	1	1
109	как мы увидим	3	1
110	слово в то	1	1
111	может быть объектом	1	1
112	вместо того чтобы	1	1
113	хотя они и	1	1
114	в широком смысле	1	1
115	сих пор не	2	1
116	более или менее	3	1
117	всей нашей работы	1	1
118	точки зрения этого	1	1
119	так и в	1	1
120	его жизни и	1	1
121	как бы на	1	1
122	в точном смысле	1	1
123	провести отчетливую границу	1	1
124	вовсе не как	1	1
125	она и не	1	1
126	и он сам	1	1
127	другой стороны и	1	1
128	за другом и	1	1
129	не могло в	1	1
130	не только в	1	1
131	выходит за пределы	1	1
132	в конкретном случае	1	1
133	как мы видим	1	1
134	язык в его	1	1
135	друг от друга	1	1
136	и т.п все	1	1
137	как мы уже	2	1
138	сказать что вся	1	1
139	не будем останавливаться	1	1
140	таким образом и	1	1
141	к тому что	1	1
142	не может их	2	1
143	тем же языком	1	1
144	друг за другом	1	1
145	друг с другом	5	1
146	и в нем	1	1
147	в пределах замкнутого	1	1
148	одну и ту	1	1
149	и между ними	1	1
150	и до настоящего	1	1
151	выходят за пределы	2	1
152	конечно далеко не	1	1
153	той или иной	2	1
