N	2gram	Voloshinov_1	Myslijsy
1	то есть	1	42
2	и в	12	39
3	может быть	14	27
4	в том	6	26
5	только в	6	25
6	не может	16	22
7	что в	2	22
8	не только	4	21
9	так как	9	21
10	а не	5	21
11	в нем	6	20
12	но и	3	20
13	и не	10	18
14	том что	5	16
15	в этом	4	15
16	не в	4	15
17	если бы	9	14
18	по отношению	11	13
19	в себе	3	13
20	таким образом	12	13
21	так и	4	13
22	отношению к	11	13
23	было бы	1	12
24	в душе	2	11
25	есть только	1	11
26	мы не	3	10
27	как в	5	10
28	по себе	3	10
29	и что	2	10
30	то что	5	10
31	что не	4	10
32	не есть	2	10
33	и понимания	1	9
34	но в	5	9
35	как и	5	9
36	тогда когда	2	9
37	могут быть	2	9
38	для нас	7	9
39	там же	1	9
40	но не	2	8
41	в слове	1	8
42	точки зрения	14	8
43	в одном	1	8
44	того что	3	8
45	вместе с	2	8
46	в ней	6	7
47	в истории	1	7
48	это не	2	7
49	в этих	2	7
50	должны быть	1	7
51	с другой	4	7
52	должно быть	1	7
53	то же	5	6
54	независимо от	2	6
55	все же	4	6
56	бы не	2	6
57	при этом	6	6
58	и по	3	6
59	от нее	1	6
60	не менее	3	6
61	тем не	3	6
62	в каком	3	6
63	языка в	1	6
64	что и	2	6
65	еще не	3	6
66	по мере	1	6
67	как бы	13	6
68	во всех	1	5
69	то в	1	5
70	не имеют	1	5
71	несмотря на	1	5
72	и его	13	5
73	которые мы	2	5
74	если же	2	5
75	между тем	3	5
76	в его	2	5
77	вовсе не	1	5
78	друг друга	1	5
79	зависит от	2	5
80	так же	3	5
81	и потому	2	5
82	быть только	2	5
83	но это	2	5
84	и для	3	5
85	другой стороны	2	5
86	в таком	1	5
87	все остальные	1	4
88	увидим что	1	4
89	этом смысле	1	4
90	мы видели	1	4
91	в то	2	4
92	никогда не	5	4
93	же время	1	4
94	и притом	2	4
95	не могут	1	4
96	к тому	1	4
97	свою очередь	1	4
98	остается только	1	4
99	слов и	1	4
100	для него	3	4
101	не было	1	4
102	прежде всего	8	4
103	там где	2	4
104	что мы	5	4
105	тому как	1	4
106	слова и	6	4
107	в смысле	1	4
108	при таком	1	4
109	от него	1	4
110	от того	4	4
111	в свою	1	4
112	а между	1	3
113	но тем	2	3
114	противном случае	1	3
115	должна быть	5	3
116	что можно	1	3
117	и то	2	3
118	столь же	1	3
119	тем как	2	3
120	сама по	1	3
121	относится к	2	3
122	в своем	2	3
123	в противном	1	3
124	хотя и	1	3
125	в самом	4	3
126	что это	1	3
127	думать что	1	3
128	что слово	2	3
129	он не	2	3
130	ни были	1	3
131	подобно тому	1	3
132	не из	1	3
133	то ни	3	3
134	что все	1	3
135	и с	3	3
136	что например	1	3
137	и тем	1	3
138	в жизни	5	3
139	в них	3	3
140	восприятия и	1	3
141	не так	2	3
142	в своей	3	3
143	и без	1	3
144	с точки	2	3
145	бытия и	1	3
146	с так	1	3
147	она не	2	3
148	самого начала	1	3
149	только из	1	3
150	на него	2	3
151	оно не	2	3
152	и это	1	3
153	но при	1	3
154	с самого	1	3
155	в словах	1	3
156	из одного	1	3
157	и вообще	3	3
158	с ним	3	3
159	к одной	1	3
160	и во	1	3
161	во внутренней	1	3
162	мы увидим	1	3
163	по мнению	1	3
164	с одной	2	3
165	если мы	1	3
166	только на	3	3
167	есть уже	2	3
168	или даже	1	3
169	одно из	1	3
170	и их	1	3
171	что для	1	3
172	связи с	1	3
173	все более	1	3
174	со словом	2	3
175	одной стороны	2	3
176	только для	1	3
177	к которому	1	3
178	и все	2	3
179	мы должны	1	3
180	сказать что	7	3
181	как на	2	3
182	во всяком	1	3
183	ко всем	2	2
184	словом и	2	2
185	чтобы не	1	2
186	и грамматических	1	2
187	тем же	1	2
188	что до	1	2
189	бы то	3	2
190	то мы	1	2
191	то он	1	2
192	значение и	1	2
193	за пределы	4	2
194	что именно	1	2
195	выйти из	1	2
196	более и	1	2
197	его к	2	2
198	на что	1	2
199	в целом	1	2
200	бы только	1	2
201	во многих	1	2
202	по крайней	1	2
203	мы можем	2	2
204	он должен	3	2
205	к одному	1	2
206	и более	3	2
207	из него	2	2
208	с этой	2	2
209	но все	2	2
210	значительной степени	1	2
211	на все	2	2
212	само собою	1	2
213	для них	1	2
214	но уже	1	2
215	и того	1	2
216	но если	1	2
217	том и	1	2
218	том же	1	2
219	дело в	4	2
220	того чтобы	1	2
221	как будто	1	2
222	не нуждается	1	2
223	все то	1	2
224	когда мы	1	2
225	бы они	1	2
226	имеет место	2	2
227	ничего общего	1	2
228	и самое	2	2
229	как мы	1	2
230	то она	1	2
231	с ее	1	2
232	они ни	2	2
233	только то	1	2
234	и которые	1	2
235	на которую	1	2
236	мы в	2	2
237	для этого	1	2
238	в виду	5	2
239	о том	3	2
240	все в	1	2
241	и только	1	2
242	крайней мере	1	2
243	еще более	1	2
244	в теории	1	2
245	и следовательно	5	2
246	не зная	1	2
247	как например	1	2
248	для нее	1	2
249	есть в	1	2
250	уже не	4	2
251	не можем	1	2
252	слова не	1	2
253	при помощи	1	2
254	нуждается в	3	2
255	к ним	2	2
256	речь и	1	2
257	даже и	1	2
258	влияние на	2	2
259	предполагает в	1	2
260	у нас	1	2
261	связь с	2	2
262	нет ничего	2	2
263	и о	1	2
264	же то	1	2
265	стороны и	2	2
266	это последнее	1	2
267	к другим	1	2
268	слова но	2	2
269	не существует	1	2
270	тем более	1	2
271	хотя бы	5	2
272	все они	2	2
273	ни было	4	2
274	что оно	1	2
275	была бы	2	2
276	из этого	3	2
277	жизни и	4	2
278	но эти	1	2
279	бы даже	2	2
280	же нам	1	1
281	от этой	2	1
282	например в	1	1
283	же как	1	1
284	сам по	1	1
285	а из	1	1
286	самом деле	3	1
287	показать что	1	1
288	нам кажется	1	1
289	так относится	1	1
290	из его	1	1
291	проникает в	1	1
292	едва ли	2	1
293	с таким	1	1
294	в зависимости	2	1
295	мы имеем	2	1
296	на эти	1	1
297	творчества с	1	1
298	отказывается от	1	1
299	совпадает с	2	1
300	само слово	1	1
301	не вполне	1	1
302	на себя	1	1
303	зависимости от	4	1
304	стороны его	1	1
305	и на	4	1
306	на них	1	1
307	не найдем	1	1
308	на их	1	1
309	материала это	1	1
310	в чем	2	1
311	бы мы	3	1
312	с его	2	1
313	собственной внутренней	1	1
314	как если	4	1
315	на самом	4	1
316	не то	1	1
317	для других	2	1
318	к слову	2	1
319	себе и	1	1
320	следовательно только	2	1
321	что они	1	1
322	словах и	1	1
323	этого развития	1	1
324	этой стороны	2	1
325	перед нами	1	1
326	когда он	3	1
327	может получить	1	1
328	более или	1	1
329	следующим образом	1	1
330	та же	1	1
331	все эти	3	1
332	в нашем	11	1
333	жизнью и	2	1
334	соприкасается с	2	1
335	перестает быть	2	1
336	высшей степени	1	1
337	не как	1	1
338	нашего времени	1	1
339	чувства в	1	1
340	что называется	1	1
341	и независимо	1	1
342	на этом	1	1
343	что она	1	1
344	одно и	2	1
345	вопросов о	1	1
346	же не	1	1
347	сознание и	1	1
348	зрения на	1	1
349	его в	4	1
350	входит в	1	1
351	было в	1	1
352	отношения которые	1	1
353	видит только	1	1
354	только там	1	1
355	может стать	2	1
356	и мы	1	1
357	не совпадает	1	1
358	совершенно ясно	1	1
359	представителей этой	1	1
360	из нее	1	1
361	рядом с	1	1
362	связь слова	1	1
363	все равно	1	1
364	далеко не	1	1
365	не всегда	1	1
366	и уже	3	1
367	одна и	1	1
368	как перед	1	1
369	нам не	1	1
370	для говорящих	1	1
371	обратимся к	1	1
372	остается в	1	1
373	что собственно	1	1
374	или менее	1	1
375	и вполне	2	1
376	и другие	2	1
377	из общего	3	1
378	в отношении	2	1
379	в такой	3	1
380	в котором	3	1
381	существуют и	1	1
382	что я	1	1
383	признать что	1	1
384	имеют общего	1	1
385	сами по	1	1
386	вместе со	2	1
387	случае мы	1	1
388	другие области	1	1
389	степень его	1	1
390	взаимного отношения	1	1
391	между людьми	1	1
392	она могла	1	1
393	в науке	1	1
394	всех языках	1	1
395	отрешиться от	1	1
396	и проч	3	1
397	для всего	1	1
398	сможем найти	1	1
399	ничего не	2	1
400	слово так	3	1
401	и общего	1	1
402	ровно ничего	1	1
403	по своей	1	1
404	убедиться в	1	1
405	не нужен	1	1
406	уже и	1	1
407	этом отношении	1	1
408	и делает	1	1
409	в области	1	1
410	представлять себе	1	1
411	и искусство	1	1
412	его внутренней	1	1
413	поэтому не	1	1
414	как только	2	1
415	можно сравнить	1	1
416	свое значение	1	1
417	им в	1	1
418	значения и	2	1
419	как не	2	1
420	здесь не	3	1
421	себе общий	1	1
422	в ее	1	1
423	произведения остаются	1	1
424	в произведении	1	1
425	такой взгляд	1	1
426	действия и	2	1
427	то время	1	1
428	дано в	1	1
429	и совершенно	2	1
430	слово есть	1	1
431	можно было	1	1
432	грамматических форм	1	1
433	те же	2	1
434	в результате	1	1
435	его бытием	1	1
436	является в	1	1
437	и особенности	1	1
438	приближается к	1	1
439	мы могли	1	1
440	в другом	1	1
441	для какой	1	1
442	к нему	4	1
443	с другими	2	1
444	образом мы	1	1
445	и степень	1	1
446	себя однако	1	1
447	знания и	1	1
448	только отдельные	1	1
449	в лице	1	1
450	с этих	1	1
451	дает место	1	1
452	в формах	2	1
453	на которой	1	1
454	чистоту и	1	1
455	дело с	2	1
456	явления в	1	1
457	в какой	2	1
458	как нечто	1	1
459	в обществе	1	1
460	всяком случае	1	1
461	и ее	3	1
462	но то	1	1
463	какой степени	2	1
464	бы по	1	1
465	уже в	2	1
466	нами и	1	1
467	себя в	1	1
468	в виде	1	1
469	относятся к	1	1
470	ни в	3	1
471	и должна	1	1
472	произведения и	3	1
473	как его	1	1
474	но что	2	1
475	у него	1	1
476	формы в	1	1
477	нем находит	1	1
478	без того	1	1
479	до сих	3	1
480	говорить и	1	1
481	именно в	1	1
482	в субъект	1	1
483	как же	2	1
484	себя и	2	1
485	этой группы	1	1
486	но есть	1	1
487	только к	1	1
488	чтобы убедиться	1	1
489	отношения в	1	1
490	более того	2	1
491	не на	1	1
492	его как	2	1
493	и оно	1	1
494	и слово	2	1
495	такой степени	1	1
496	в творчестве	3	1
497	в одной	1	1
498	как одно	1	1
499	только его	1	1
500	общего с	2	1
501	в данном	2	1
502	всех других	1	1
503	в следующий	1	1
504	да и	3	1
505	один шаг	1	1
506	и слушающего	1	1
507	этом основании	1	1
508	в следующее	1	1
509	воздействуя на	1	1
510	на другое	1	1
511	аналогии с	1	1
512	сих пор	3	1
513	все это	3	1
514	природу и	1	1
515	в так	1	1
516	и таким	1	1
517	но для	3	1
518	слова так	2	1
519	к пониманию	1	1
520	потому не	1	1
521	тот не	1	1
522	человека для	1	1
