N	2gram	Propp_Isto_1	Tvorches
1	и в	28	21
2	как бы	2	17
3	в то	3	15
4	то же	12	13
5	в его	5	13
6	как и	4	12
7	что в	12	12
8	том что	7	11
9	все это	4	10
10	как в	2	8
11	он не	2	8
12	то что	9	8
13	в году	1	7
14	и на	4	7
15	но в	8	7
16	не только	12	7
17	при этом	3	7
18	у него	1	7
19	и не	9	7
20	в том	9	7
21	в этом	8	6
22	в котором	3	6
23	не менее	6	6
24	и его	3	6
25	о том	9	6
26	и все	1	6
27	что он	10	6
28	для него	2	6
29	xix века	2	6
30	а в	7	6
31	отнюдь не	1	5
32	все же	10	5
33	в этой	6	5
34	таким образом	8	5
35	вовсе не	2	5
36	в русской	2	5
37	потому что	4	5
38	как будто	4	5
39	только в	11	5
40	может быть	25	5
41	а не	15	5
42	но это	4	5
43	хотя бы	4	5
44	из всех	2	4
45	в своем	5	4
46	и как	2	4
47	та же	1	4
48	в целом	2	4
49	это не	7	4
50	в своей	1	4
51	своего рода	1	4
52	времени и	1	4
53	в конечном	2	4
54	одной из	2	4
55	прежде всего	10	4
56	на эту	3	4
57	не может	15	4
58	и от	2	4
59	в основном	2	4
60	один из	4	4
61	с большой	1	4
62	одним из	2	4
63	ту же	1	3
64	и т	25	3
65	на самом	1	3
66	это и	1	3
67	я не	3	3
68	время в	1	3
69	хотя и	1	3
70	представляет собой	4	3
71	тут и	2	3
72	в нем	2	3
73	и по	3	3
74	и с	4	3
75	соответствии с	1	3
76	в их	3	3
77	представление о	1	3
78	даже в	4	3
79	дело не	5	3
80	самого начала	2	3
81	дело в	3	3
82	не по	2	3
83	никогда не	14	3
84	вот почему	1	3
85	он видит	1	3
86	приходит к	1	3
87	и другие	4	3
88	с самого	2	3
89	в дальнейшем	5	3
90	с ним	2	3
91	там же	2	3
92	в ту	2	3
93	того что	4	3
94	который в	1	3
95	уже не	3	3
96	в виде	2	3
97	говорит о	2	3
98	не так	2	3
99	так как	6	3
100	в соответствии	1	3
101	в которой	1	3
102	связан с	1	3
103	и даже	4	3
104	с другой	6	3
105	но и	10	3
106	но не	5	3
107	в книге	3	3
108	не существует	2	3
109	на берегу	1	3
110	но если	2	3
111	ее в	5	3
112	так же	7	3
113	в первом	1	2
114	а как	1	2
115	есть не	1	2
116	его лица	1	2
117	но она	1	2
118	и он	3	2
119	в ней	7	2
120	в отличие	2	2
121	не то	4	2
122	и книга	1	2
123	отличие от	2	2
124	что как	1	2
125	когда он	6	2
126	то в	1	2
127	но его	1	2
128	можно не	1	2
129	в себе	2	2
130	что она	5	2
131	тем не	6	2
132	так сказать	1	2
133	же самая	1	2
134	здесь мы	7	2
135	а затем	2	2
136	этом он	1	2
137	а по	2	2
138	действительности в	1	2
139	известно что	1	2
140	и тем	2	2
141	ведет к	2	2
142	в один	1	2
143	в этих	7	2
144	этой связи	1	2
145	не в	9	2
146	но он	1	2
147	т п	1	2
148	однако в	2	2
149	одна из	2	2
150	и притом	1	2
151	в основе	4	2
152	к ней	1	2
153	никуда не	1	2
154	могут быть	4	2
155	к тому	6	2
156	а что	1	2
157	отказаться от	2	2
158	где он	1	2
159	в жизни	1	2
160	это время	2	2
161	в виду	1	2
162	мысль о	2	2
163	в себя	1	2
164	во главе	1	2
165	приводит к	2	2
166	на том	1	2
167	и когда	2	2
168	так и	9	2
