N	2gram	Ircho_Kome_2	formyVre
1	и в	26	50
2	в этом	10	25
3	в нем	6	24
4	частной жизни	1	23
5	человека в	3	17
6	и его	12	16
7	в литературе	1	16
8	прежде всего	4	15
9	как мы	4	14
10	и не	14	14
11	в его	4	13
12	вовсе не	2	13
13	как раз	1	13
14	по существу	1	12
15	так и	12	12
16	то же	3	11
17	таким образом	6	11
18	может быть	11	11
19	и как	1	10
20	но в	3	10
21	времени и	1	10
22	с его	5	9
23	все эти	1	9
24	роль в	2	9
25	не только	7	9
26	в то	6	9
27	ничего не	1	9
28	же время	3	9
29	в том	11	9
30	в конце	2	9
31	в других	2	9
32	и т	2	8
33	того же	3	8
34	и на	7	8
35	в самом	4	8
36	ни в	5	8
37	т п	2	8
38	жизни в	1	8
39	его жизни	1	8
40	но и	10	8
41	и их	3	8
42	как и	4	8
43	жизни и	3	8
44	это время	3	7
45	для себя	1	7
46	времени в	2	7
47	и во	2	7
48	не было	3	7
49	героя и	1	7
50	например в	3	6
51	время в	1	6
52	во всех	3	6
53	как в	3	6
54	с этим	5	6
55	все же	4	6
56	это не	2	6
57	в их	3	6
58	так как	4	6
59	в ее	2	6
60	связи с	3	6
61	в жизни	1	6
62	у него	4	6
63	то что	6	6
64	в частности	4	6
65	не может	3	6
66	так же	1	6
67	в результате	1	6
68	и все	2	6
69	отношению к	3	5
70	время как	2	5
71	еще не	6	5
72	но не	3	5
73	отнюдь не	2	5
74	и у	2	5
75	не в	2	5
76	он не	2	5
77	в основе	1	5
78	того чтобы	6	5
79	точки зрения	4	5
80	в разных	1	5
81	но все	3	5
82	в пределах	1	5
83	в образе	3	5
84	если бы	9	5
85	до нас	4	5
86	для того	5	5
87	в связи	3	5
88	наряду с	6	5
89	что в	9	5
90	и другие	2	5
91	и это	2	4
92	античной литературы	5	4
93	в ней	3	4
94	в своем	6	4
95	конечно не	1	4
96	то время	3	4
97	время и	1	4
98	и с	5	4
99	в них	4	4
100	том что	9	4
101	в котором	3	4
102	здесь на	1	4
103	не имеет	3	4
104	потому что	6	4
105	к себе	1	4
106	как человек	1	4
107	жизнь и	1	4
108	и следовательно	1	4
109	только в	4	4
110	до конца	1	4
111	нет ничего	1	4
112	в той	2	4
113	все это	3	4
114	между собой	1	4
115	и для	4	4
116	том числе	3	4
117	отношения к	1	3
118	не имеют	1	3
119	в какой-то	2	3
120	мы не	2	3
121	в сущности	1	3
122	в виду	2	3
123	значение и	1	3
124	по отношению	3	3
125	к концу	3	3
126	хотя и	4	3
127	со своей	3	3
128	в себе	1	3
129	в основу	1	3
130	его в	4	3
131	входит в	1	3
132	и дает	2	3
133	здесь нет	1	3
134	и уже	1	3
135	между ними	1	3
136	в этих	4	3
137	их в	1	3
138	но они	1	3
139	друг друга	3	3
140	к тому	12	3
141	в порядке	1	3
142	все его	1	3
143	нас в	1	3
144	нем не	2	3
145	что и	7	3
146	во всей	1	3
147	один из	5	3
148	мы видим	1	3
149	одной из	4	3
150	и ее	2	3
151	с одной	2	3
152	в качестве	5	3
153	только на	1	3
154	же в	4	3
155	в начале	4	3
156	одно из	2	3
157	в одном	2	3
158	до сих	2	3
159	именно в	1	3
160	что не	1	3
161	с тем	5	3
162	а не	1	3
163	мира в	4	3
164	в одно	1	3
165	на фоне	1	3
166	вместе с	9	3
167	да и	3	3
168	сих пор	2	3
169	этого ряда	1	3
170	или в	3	3
171	еще более	2	3
172	а в	3	3
173	не знает	1	3
174	сказать что	1	3
175	к этому	5	3
176	во всяком	2	3
177	тех же	3	2
178	которыми он	1	2
179	той же	3	2
180	вопрос о	3	2
181	брак в	1	2
182	на себя	7	2
183	судьба но	1	2
184	они были	1	2
185	же что	1	2
186	в различных	1	2
187	в чем	1	2
188	не без	1	2
189	только два	1	2
190	нет и	2	2
191	в истории	5	2
192	для всех	3	2
193	в браке	1	2
194	с их	4	2
195	и нет	1	2
196	не являются	1	2
197	и к	2	2
198	имеет в	2	2
199	историческая действительность	1	2
200	от этого	2	2
201	в целом	4	2
202	тому же	11	2
203	в нашем	2	2
204	выражение в	1	2
205	как бы	2	2
206	как он	3	2
207	от греческого	1	2
208	и еще	2	2
209	по всем	2	2
210	его от	1	2
211	в человеческую	1	2
212	об этом	2	2
213	самим собой	1	2
214	ясно что	8	2
215	было бы	8	2
216	рядом с	2	2
217	попадает в	1	2
218	чем в	2	2
219	мир в	1	2
220	автора и	1	2
221	для него	1	2
222	в своей	3	2
223	с точки	1	2
224	место в	4	2
225	в отличие	2	2
226	друг другу	3	2
227	том же	1	2
228	по себе	1	2
229	самого начала	1	2
230	никогда не	1	2
