N	2gram	Losev_Vlad_2	Narrotol
1	не только	12	26
2	а не	7	17
3	но и	8	15
4	при этом	5	14
5	в том	18	14
6	в качестве	1	14
7	и не	18	14
8	в этом	20	13
9	и в	30	13
10	том что	12	13
11	такого рода	2	12
12	только в	6	11
13	в частности	2	11
14	может быть	7	10
15	в данном	3	10
16	своего рода	1	9
17	сводится к	1	9
18	так и	5	9
19	то есть	7	9
20	к тому	2	9
21	а в	11	9
22	в себе	6	8
23	то что	20	8
24	не в	9	8
25	не может	9	8
26	у него	19	6
27	в своем	8	6
28	все же	9	6
29	и к	6	6
30	но в	8	6
31	в жизни	1	6
32	никогда не	7	6
33	ничего не	2	6
34	данном случае	2	6
35	можно сказать	4	6
36	а также	10	6
37	в его	11	6
38	того что	5	6
39	со стороны	4	6
40	прежде всего	6	6
41	как бы	5	6
42	жизни в	2	6
43	я не	4	5
44	отличие от	3	5
45	что он	13	5
46	как в	3	5
47	хотя и	6	5
48	в нем	4	5
49	тем не	6	5
50	он не	4	5
51	таким образом	3	5
52	по мысли	1	5
53	и тем	1	5
54	далеко не	1	5
55	точки зрения	7	5
56	в котором	5	5
57	место в	1	5
58	не столько	3	5
59	в то	9	5
60	на него	1	5
61	о том	4	5
62	в той	2	5
63	в отличие	3	5
64	я в	3	5
65	то же	4	4
66	в этой	4	4
67	о жизни	1	4
68	перед нами	1	4
69	что это	4	4
70	тому же	1	4
71	уже не	3	4
72	об этом	6	4
73	в глазах	1	4
74	все его	1	4
75	в своей	5	4
76	не к	1	4
77	в конце	13	4
78	не менее	7	4
79	в себя	1	4
80	времени и	1	4
81	если бы	1	4
82	как у	2	4
83	истории в	1	4
84	в какой	1	4
85	для него	9	4
86	как и	5	4
87	как это	7	4
88	в литературе	1	4
89	и все	7	4
90	с ним	5	4
91	же в	2	4
92	жизни и	6	4
93	что в	12	4
94	для себя	5	3
95	самом деле	1	3
96	едва ли	3	3
97	а как	1	3
98	мы имеем	1	3
99	нам в	1	3
