N	4gram	Bakhtin_Pr_5	StatiiOP
1	дело в том что	1	4
2	в то же время	10	4
3	во всяком случае в	1	2
4	и в самом деле	1	2
5	но в то же	4	2
6	как и во всякой	1	1
7	в той или иной	4	1
8	в одних и тех	1	1
9	в самом деле не	1	1
10	так и в отношении	1	1
11	такой же степени как	1	1
12	и в то же	2	1
13	во всяком случае не	1	1
14	на самом деле оно	2	1
15	в то время как	1	1
16	до сих пор еще	1	1
17	в том что он	1	1
18	бы они ни были	1	1
19	вопрос о том что	1	1
20	и в том и	1	1
21	и по отношению к	1	1
22	одних и тех же	1	1
23	то же время не	3	1
