N	3gram	Trubetskoy_1	Formalny
1	с точки зрения	6	13
2	в настоящее время	1	10
3	то же время	2	8
4	в то же	2	8
5	более или менее	5	6
6	до сих пор	5	6
7	в свою очередь	1	6
8	не может быть	1	5
9	по отношению к	1	4
10	с одной стороны	7	4
11	во всяком случае	6	4
12	так и в	1	4
13	бы то ни	2	3
14	может быть и	2	3
15	смысле этого слова	1	3
16	сами по себе	1	2
17	а отчасти и	1	2
18	в этом процессе	1	2
19	но в то	1	2
20	и в этом	2	2
21	в связи с	3	2
22	все более и	1	2
23	более и более	1	2
24	сменяют друг друга	1	2
25	до настоящего времени	1	2
26	не только не	1	2
27	в своем целом	1	2
28	в этой роли	1	1
29	состоит в том	1	1
30	ничего общего с	2	1
31	без остатка в	1	1
32	не может не	1	1
33	при этом не	1	1
34	и в общем	1	1
35	в том что	3	1
36	в этом отношении	2	1
37	культуры и здесь	1	1
38	и конечно не	1	1
39	но для этого	1	1
40	том числе и	4	1
41	в то что	1	1
42	с этой точки	2	1
43	вместе с тем	8	1
44	мы видим что	1	1
45	в данном случае	1	1
46	из себя как	1	1
47	и действительно если	1	1
48	то ни было	2	1
49	и в то	1	1
50	в отличие от	1	1
51	по сравнению с	2	1
52	так или иначе	3	1
53	но вместе с	2	1
54	а не как	1	1
55	в смысле общего	1	1
56	так и от	2	1
57	что касается до	1	1
58	с другой стороны	1	1
59	так же как	3	1
60	в широком смысле	1	1
61	этой точки зрения	2	1
62	в эту сторону	1	1
63	для этого в	1	1
64	между этими двумя	2	1
65	но не с	1	1
66	лишь в этом	1	1
67	может и не	1	1
68	с самого начала	2	1
69	так обстоит дело	1	1
70	но все же	4	1
71	именно в эту	1	1
72	его с другими	1	1
73	в том числе	5	1
74	и требует от	1	1
75	может показаться что	1	1
76	а с точки	1	1
77	тем не менее	3	1
78	что связано с	1	1
79	что и в	1	1
80	и здесь не	1	1
