N	3gram	Vinokur_Ku_2	Narrotol
1	в данном случае	1	8
2	не только в	4	6
3	в том что	10	5
4	к тому же	1	5
5	в соответствии с	2	4
6	то же время	3	4
7	в то же	3	4
8	не может быть	4	4
9	в этом отношении	3	3
10	для того чтобы	8	3
11	тем не менее	5	3
12	речь идет о	1	3
13	о том что	1	2
14	состоит в том	1	2
15	в самом деле	7	2
16	до сих пор	1	2
17	сами по себе	1	2
18	в отличие от	2	2
19	в зависимости от	4	2
20	может быть не	1	2
21	в связи с	3	2
22	на протяжении этого	1	2
23	не только от	1	2
24	тем или иным	1	2
25	дело в том	1	2
26	во всяком случае	5	2
27	в свою очередь	2	2
28	можно сказать что	2	2
29	на то что	2	2
30	в известном смысле	1	2
31	что иное как	1	1
32	что вся эта	1	1
33	только потому что	6	1
34	какой бы то	1	1
35	языком в качестве	1	1
36	в другом отношении	1	1
37	обращается к нему	1	1
38	большей или меньшей	3	1
39	в этом последнем	1	1
40	точки зрения в	3	1
41	сих пор еще	1	1
42	не могла бы	1	1
43	для обозначения различного	1	1
44	с другой стороны	7	1
45	с точки зрения	8	1
46	и не только	1	1
47	которой и составляет	1	1
48	том случае если	2	1
49	сам по себе	1	1
50	бы то ни	1	1
51	вследствие того что	1	1
52	только то что	1	1
53	и то что	1	1
54	об этом в	1	1
55	но и здесь	1	1
56	точно так же	3	1
57	качестве одного из	1	1
58	прежде всего тем	1	1
59	зависит не только	1	1
60	по крайней мере	6	1
61	не то что	1	1
62	в том случае	2	1
63	в соответствии со	1	1
64	может быть и	1	1
65	обозначения различного рода	1	1
66	едва ли не	1	1
67	как и в	1	1
68	в первый раз	1	1
69	то ни было	1	1
70	в самом тексте	1	1
71	мы не знаем	1	1
72	с одной стороны	1	1
73	в значительной степени	1	1
74	всего тем что	1	1
75	и потому что	2	1
76	ровным счетом ничего	1	1
77	например с помощью	1	1
78	что к этому	1	1
79	всю свою жизнь	1	1
80	в большей или	3	1
81	именно это и	1	1
82	в качестве одного	1	1
83	он уже не	1	1
84	лишь в том	1	1
85	связи с этим	1	1
86	то что мы	1	1
87	само по себе	5	1
88	ли в самом	1	1
89	и в самом	2	1
90	в конечном счете	2	1
91	то что даже	1	1
92	у нас нет	1	1
93	но все же	2	1
94	к тому что	1	1
95	на самом деле	2	1
96	но для того	1	1
97	и т д	14	1
98	как мы видели	1	1
