N	2gram	Tiupa_Disk_1	Literetu
1	и не	11	22
2	тогда как	19	17
3	в мире	1	16
4	и в	16	16
5	х годов	2	15
6	при этом	13	15
7	в этом	15	14
8	не только	28	14
9	но и	14	14
10	в том	23	12
11	может быть	17	12
12	а не	22	12
13	то что	5	12
14	в частности	9	11
15	своего рода	8	10
16	не в	7	10
17	такого рода	4	10
18	е годы	2	9
19	то же	7	9
20	так и	8	9
21	в то	3	9
22	того что	3	9
23	в е	2	8
24	в этой	2	8
25	в жизни	1	8
26	том что	19	8
27	не может	9	8
28	к себе	2	8
29	как бы	5	8
30	в своей	5	7
31	тем самым	1	7
32	же время	4	7
33	только в	7	7
34	себя в	2	7
35	в противовес	1	7
36	со стороны	7	7
37	эстетического субъекта	2	7
38	точки зрения	3	7
39	я в	1	7
40	еще не	14	6
41	с его	4	6
42	в себе	7	6
43	состоит в	9	6
44	в другом	2	6
45	по мысли	3	6
46	произведение искусства	1	6
47	о том	8	6
48	художественного мышления	1	6
49	и его	2	6
50	в его	7	6
51	и т.п	12	6
52	с другой	10	6
53	к тому	5	6
54	причастности к	1	6
55	в году	2	5
56	в отличие	5	5
57	отличие от	5	5
58	как в	10	5
59	всего лишь	1	5
60	в целом	4	5
61	тому же	5	5
62	то есть	20	5
63	лишь в	4	5
64	это не	3	5
65	соответствии с	2	5
66	как и	16	5
67	в основе	7	5
68	коммуникативного события	14	5
69	этом отношении	1	5
70	в ее	3	5
71	что он	4	5
72	в качестве	34	5
73	именно в	3	5
74	а именно	1	5
75	вместе с	1	5
76	особого рода	2	5
77	а в	5	5
78	одним из	2	4
79	но не	11	4
80	по отношению	9	4
81	в рамках	5	4
82	хотя и	2	4
83	однако в	3	4
84	не говоря	2	4
85	никогда не	2	4
86	в тексте	2	4
87	говоря уже	2	4
88	данном случае	2	4
89	коммуникативное событие	5	4
90	а также	8	4
91	с одной	9	4
92	в начале	2	4
93	из них	3	4
94	в одном	2	4
95	как будто	1	4
96	до конца	1	4
97	одной стороны	9	4
98	в данном	5	4
99	жизни в	2	4
100	отношению к	9	4
101	отношения к	2	3
102	например в	2	3
103	не становится	1	3
104	самом деле	1	3
105	едва ли	2	3
106	той же	1	3
107	с ее	2	3
108	но уже	1	3
109	хх веке	1	3
110	в сторону	4	3
111	отнюдь не	8	3
112	и как	6	3
113	и к	4	3
114	но в	8	3
115	бы и	1	3
116	на его	4	3
117	самим собой	1	3
118	и тем	2	3
119	в слове	1	3
120	в г	2	3
121	с точки	1	3
122	начале х	2	3
123	по своей	11	3
124	потому что	4	3
125	в области	1	3
126	эстетический объект	1	3
127	личности в	1	3
128	уже о	2	3
129	все еще	1	3
130	говоря словами	1	3
131	еще в	3	3
132	в словах	1	3
133	не случайно	1	3
134	прежде всего	11	3
135	между тем	4	3
136	вслед за	1	3
137	ни к	6	3
138	уже не	4	3
139	или словами	1	3
140	в самом	3	3
141	хх столетия	1	3
142	наконец в	1	3
143	в хх	1	3
144	в соответствии	2	3
145	более того	2	3
146	о чем	2	3
147	мира в	3	3
148	как это	1	3
149	в иных	1	3
150	тому как	3	3
151	это как	1	3
152	по рассуждению	4	3
153	на смену	3	3
154	том числе	2	3
155	второй из	1	2
156	того же	3	2
157	он предстает	1	2
158	в первом	3	2
159	для своего	2	2
160	как мы	2	2
161	вопрос о	1	2
162	этого текста	1	2
163	не вполне	1	2
164	на себя	2	2
165	я не	1	2
166	из того	1	2
167	мы и	1	2
168	предстает как	1	2
169	и на	5	2
170	не могу	1	2
171	во всех	5	2
172	сказать и	2	2
173	отношение к	4	2
174	не согласиться	1	2
175	стороны и	2	2
176	все же	3	2
177	когда он	2	2
178	я к	1	2
179	в противоположность	2	2
180	не знает	1	2
181	жизнь как	1	2
182	представляет собой	17	2
183	он в	1	2
184	право на	1	2
185	на то	1	2
186	в случае	1	2
187	вследствие этого	3	2
188	в нем	9	2
189	не как	4	2
190	том чтобы	2	2
191	подобно тому	2	2
192	человека в	2	2
193	в работе	1	2
194	а по	2	2
195	действительности в	1	2
196	было бы	1	2
197	и даже	3	2
198	здесь это	1	2
199	той или	3	2
200	далеко не	10	2
201	со своими	1	2
202	не всегда	2	2
203	несмотря на	1	2
204	эстетического отношения	1	2
205	и при	1	2
206	художественного творчества	1	2
207	и ее	2	2
208	к предмету	1	2
209	об отсутствии	1	2
210	вплоть до	1	2
211	а.н веселовского	2	2
212	в конце	1	2
213	по себе	3	2
214	автора и	1	2
215	не менее	2	2
216	в принципе	2	2
217	литературной традиции	3	2
218	текста и	2	2
219	как раз	1	2
220	другой стороны	3	2
221	целом и	1	2
222	же самое	2	2
223	следует признать	2	2
224	числе и	2	2
225	для себя	4	2
226	в ситуации	3	2
227	то она	2	2
228	сознания с	1	2
229	и сам	1	2
230	по этой	2	2
231	не с	3	2
232	здесь как	1	2
233	во второй	1	2
234	если бы	1	2
235	о нем	2	2
236	одного из	2	2
237	общественного сознания	1	2
238	можно сказать	5	2
239	в эстетической	1	2
240	складывается из	1	2
241	во втором	4	2
242	что и	3	2
243	герой в	1	2
244	эстетическое переживание	1	2
245	и одновременно	2	2
246	здесь не	1	2
247	с ними	1	2
248	со всеми	1	2
249	эстетической деятельности	3	2
250	связи с	4	2
251	которому он	1	2
252	решающее значение	1	2
