N	3gram	Berdyaev_M_1	Dialekti
1	это значит что	3	9
2	в том что	1	7
3	в нем есть	1	6
4	ни с какой	1	4
5	можно было бы	1	4
6	потому что он	1	3
7	в нем нет	1	3
8	может быть и	1	3
9	не значит что	1	3
10	в конце концов	2	3
11	не может быть	17	3
12	– все это	1	2
13	было бы и	1	2
14	никогда не может	2	2
15	мы говорим что	1	2
16	в себе самом	1	2
17	до сих пор	2	2
18	что он не	2	2
19	не было бы	5	2
20	и т п	1	2
21	по сравнению с	1	2
22	и в нем	3	2
23	друг к другу	1	2
24	во всяком случае	1	2
25	одна и та	1	2
26	это и есть	4	2
27	о том что	1	2
28	и та же	1	2
29	и есть то	1	1
30	мир в котором	1	1
31	и вот оказывается	1	1
32	что в основе	1	1
33	то время как	2	1
34	это-то и есть	1	1
35	в самом деле	1	1
36	учение об отношении	1	1
37	вот оказывается что	1	1
38	– один из	3	1
39	не есть для	1	1
40	света и тьмы	2	1
41	и быть может	1	1
42	есть то что	1	1
43	одно дело –	1	1
44	и это есть	1	1
45	но это не	1	1
46	и никто не	1	1
47	и потому в	1	1
48	и ничего не	1	1
49	жизни и в	1	1
50	в них нет	2	1
51	только и состоит	1	1
52	никогда не был	2	1
53	в которой не	1	1
54	и по сравнению	1	1
55	в то время	2	1
56	в отношении к	1	1
57	свет – не	1	1
58	мир не имеет	1	1
59	него как в	1	1
60	во всех этих	1	1
61	чем он сам	1	1
62	мы еще увидим	2	1
63	не в том	1	1
64	в каком-то особенном	1	1
65	это не значит	2	1
66	но она не	1	1
67	когда мы говорим	1	1
68	может быть названа	1	1
69	никто не может	1	1
70	хотя бы даже	1	1
71	в него как	1	1
72	но в конце	1	1
73	но также и	1	1
74	а не только	2	1
75	добра и зла	4	1
76	что иное как	1	1
77	ко всему этому	1	1
78	веры а не	1	1
79	то мы имеем	1	1
80	есть прежде всего	1	1
81	не что иное	1	1
82	которой не только	1	1
83	для того чтобы	2	1
84	в них не	1	1
85	она не может	1	1
86	и есть самое	1	1
87	не имеет смысла	1	1
