N	2gram	Bakhtin_Pr_3	Hudozhes
1	и в	53	28
2	в рассказе	2	21
3	том что	5	19
4	в ее	3	18
5	и не	15	18
6	своего рода	3	16
7	в том	14	15
8	а не	11	14
9	в этом	8	13
10	не в	2	13
11	о том	2	12
12	перед нами	5	11
13	не только	4	11
14	при этом	3	11
15	как и	11	11
16	в его	8	11
17	уже не	1	10
18	в себе	5	9
19	но и	7	9
20	так и	6	8
21	между тем	2	8
22	что он	4	8
23	в жизни	8	8
24	в душе	1	8
25	может быть	12	8
26	о чем	1	8
27	я не	4	7
28	по отношению	2	7
29	что она	1	7
30	состоит в	1	7
31	в мире	5	7
32	об этом	1	7
33	как это	2	7
34	и все	10	7
35	с ним	2	7
36	жизни в	3	7
37	отношению к	1	7
38	я и	1	6
39	в котором	1	6
40	то же	6	6
41	не было	4	6
42	и с	6	6
43	в глазах	1	6
44	в своей	3	6
45	в то	5	6
46	тем что	2	6
47	казалось бы	3	6
48	можно сказать	8	6
49	это не	6	6
50	человеческой жизни	3	6
51	а в	2	6
52	то что	9	6
53	жизни и	9	6
54	жизни как	4	5
55	с его	2	5
56	в этой	1	5
57	как в	7	5
58	в самом	2	5
59	что это	2	5
60	рядом с	1	5
61	в своем	1	5
62	не менее	3	5
63	у него	1	5
64	никогда не	2	5
65	ничего не	6	5
66	и его	10	5
67	его жизни	1	5
68	только на	1	5
69	наряду с	5	5
70	как бы	14	5
71	да и	2	5
72	с ее	1	5
73	что в	2	5
74	и другие	9	5
75	а между	2	4
76	но не	5	4
77	своей жизни	1	4
78	человека в	3	4
79	он не	3	4
80	и уже	2	4
81	пародия на	1	4
82	в других	1	4
83	вот он	1	4
84	тем не	2	4
85	же время	5	4
86	как будто	2	4
87	что они	1	4
88	только в	4	4
89	в качестве	1	4
90	что и	3	4
91	для того	1	4
92	говорит о	2	4
93	превращается в	1	4
94	не может	2	4
95	рассказа в	1	4
96	человека и	7	3
97	по его	1	3
98	и он	1	3
99	в ней	7	3
100	но при	1	3
101	еще не	5	3
102	и на	18	3
103	столь же	1	3
104	для других	2	3
105	не все	1	3
106	как он	2	3
107	своей внешней	1	3
108	в нем	10	3
109	можно было	1	3
110	что все	1	3
111	мы уже	5	3
112	с другими	3	3
113	было бы	5	3
114	в них	2	3
115	соответствии с	2	3
116	несмотря на	2	3
117	этого произведения	3	3
118	в этих	5	3
119	что было	1	3
120	этом и	1	3
121	на него	1	3
122	и внутренней	1	3
123	личности в	1	3
124	к себе	6	3
125	как только	1	3
126	же самое	1	3
127	и это	3	3
128	не могу	3	3
129	уже отмечали	2	3
130	внимание на	1	3
131	все его	2	3
132	это была	2	3
133	одной из	4	3
134	с ними	1	3
135	и ее	6	3
136	характерно что	2	3
137	что на	1	3
138	с другой	2	3
139	на ее	2	3
140	все время	1	3
141	прежде всего	15	3
142	в соответствии	2	3
143	все это	8	3
144	или в	1	3
145	все они	1	3
146	о себе	2	3
147	есть и	2	3
148	во сне	5	3
149	и то	1	2
150	но тем	1	2
151	рассказ и	1	2
152	той же	5	2
153	на пороге	10	2
154	говорить о	2	2
155	а для	2	2
156	они были	1	2
157	он сам	4	2
158	одни только	1	2
159	отношение к	6	2
160	без другого	1	2
161	как уже	1	2
162	и к	5	2
163	но в	5	2
164	со своей	1	2
165	жизни так	1	2
166	из этих	1	2
167	тому же	2	2
168	мысли и	1	2
169	но именно	1	2
170	о которой	1	2
171	других в	2	2
172	не как	1	2
173	на этом	1	2
174	прежде чем	2	2
175	ее по	1	2
176	его характера	2	2
177	его в	2	2
178	это было	3	2
179	о которых	1	2
180	и тогда	1	2
181	место в	2	2
182	с точки	2	2
183	что я	2	2
184	того как	1	2
185	одна из	7	2
186	к ней	1	2
187	ему в	1	2
188	в основе	5	2
189	к той	1	2
190	мысли о	2	2
191	они и	2	2
192	в строгом	1	2
193	рассказа и	1	2
194	как мы	5	2
195	на другой	1	2
196	самим собою	4	2
197	с собой	1	2
198	с самим	5	2
199	которая была	1	2
200	до сих	5	2
201	о нем	1	2
202	и т.д	2	2
203	а также	4	2
204	жизни он	1	2
205	нуждается в	1	2
206	отношениях с	1	2
207	и об	1	2
208	один из	6	2
209	здесь не	4	2
210	дело с	1	2
211	именно на	1	2
212	было так	1	2
213	же и	1	2
214	и у	7	2
215	с женой	1	2
216	из них	4	2
217	вовсе не	3	2
218	жизни на	2	2
219	сих пор	5	2
220	или иной	1	2
221	как у	5	2
222	именно в	2	2
223	еще и	1	2
224	себя и	2	2
225	что не	1	2
226	жизнь в	2	2
227	нет ничего	2	2
228	вместе с	2	2
229	от страха	1	2
230	и а	1	2
231	в духе	8	2
232	он будет	1	2
233	писателя в	1	2
234	и от	3	2
235	о его	1	2
236	это был	2	2
237	и для	4	2
238	лицо и	1	2
239	в двух	2	2
240	это уже	1	2
241	за него	2	2
242	потому что	5	2
243	хотя бы	2	2
244	точки зрения	4	2
245	а о	1	2
246	личности и	1	2
247	между ними	2	2
248	сказать что	10	2
249	они все	1	2
250	что даже	1	2
251	к числу	1	2
252	как на	1	2
253	тем самым	1	2
254	в роли	1	2
255	одним из	3	1
256	например в	5	1
257	в сфере	1	1
258	дел и	1	1
259	и через	3	1
260	это и	1	1
261	с какой-то	1	1
262	здесь и	4	1
263	и так	3	1
264	отметим еще	1	1
265	его же	1	1
266	с изображением	1	1
267	другой жизни	1	1
268	века в	4	1
269	собою в	2	1
270	также и	4	1
271	в резко	1	1
272	мы имеем	1	1
273	мы не	4	1
274	что если	1	1
275	смысле можно	1	1
276	нам в	1	1
277	со смертью	2	1
278	не была	1	1
279	серьезной и	1	1
280	перерастает в	1	1
281	в сущности	10	1
282	время как	1	1
283	чисто внешней	1	1
284	этого термина	1	1
285	что можно	1	1
286	но ее	1	1
287	из ее	1	1
288	в каждой	1	1
289	произведения со	1	1
290	в xix	1	1
291	он был	1	1
292	на них	1	1
293	в различных	1	1
294	во всех	12	1
295	в сюжете	1	1
296	именно тем	2	1
297	а он	1	1
298	в общем	1	1
299	с собою	1	1
300	иногда и	3	1
301	себе и	1	1
302	в наиболее	1	1
303	не просто	1	1
304	друг от	1	1
305	нет и	1	1
306	за пределы	1	1
307	один и	1	1
308	в одной	2	1
309	в той	2	1
310	и пошлости	1	1
311	более и	1	1
312	дистанция между	1	1
313	хотя и	4	1
314	когда он	1	1
315	напомним что	1	1
316	это просто	1	1
317	себе не	1	1
318	для ее	3	1
319	и детей	1	1
320	от своей	1	1
321	в которой	2	1
322	на рассказе	1	1
323	мне не	2	1
324	так или	1	1
325	он в	2	1
326	все эти	9	1
327	и тот	3	1
328	того именно	1	1
329	но ведь	1	1
330	претендует на	1	1
331	человек не	1	1
332	так сказать	5	1
333	он все	1	1
334	главное в	1	1
335	застыть в	1	1
336	нее и	1	1
337	них нет	1	1
338	в силу	1	1
339	из виду	1	1
340	их в	2	1
341	на земле	14	1
342	людей и	1	1
343	тон всему	1	1
344	ни был	1	1
345	и заключается	2	1
346	в каждом	4	1
347	здесь мы	2	1
348	и характер	1	1
349	самим собой	1	1
350	то есть	48	1
351	и других	9	1
352	и чувствовать	2	1
353	зрения и	1	1
354	эти два	2	1
355	и тем	2	1
356	даже в	1	1
357	видеть и	1	1
358	бы уже	1	1
359	который по	1	1
360	тенденция к	1	1
361	быть только	2	1
362	достоевского и	6	1
363	этого не	1	1
364	всю жизнь	1	1
365	в слове	1	1
366	не всегда	1	1
367	он и	1	1
368	рассказа у	1	1
369	других и	2	1
370	в один	2	1
371	герой рассказа	2	1
372	и еще	1	1
373	во время	1	1
374	бы такую	1	1
375	таким же	1	1
376	человек и	2	1
377	наших дней	3	1
378	и смерть	1	1
379	человеком и	1	1
380	знаем что	1	1
381	от себя	1	1
382	он первый	1	1
383	характерное для	2	1
384	отношений между	1	1
385	односторонней и	1	1
