N	3gram	Bakhtin_Fr_2	Hudozhes
1	в том что	1	11
2	по отношению к	1	7
3	о том что	3	7
4	подобно тому как	2	4
5	то же время	6	4
6	в то же	6	4
7	не может быть	4	3
8	как и в	1	3
9	с одной стороны	3	3
10	для того чтобы	1	3
11	с точки зрения	5	2
12	до сих пор	4	2
13	и в то	2	2
14	того или иного	1	2
15	они и в	1	2
16	не только не	1	2
17	не только в	5	2
18	эта как мы	1	1
19	зрения на мир	2	1
20	в г в	1	1
21	дело в том	1	1
22	в настоящее время	1	1
23	в нем еще	1	1
24	бы это был	1	1
25	и рядом с	1	1
26	при этом что	1	1
27	после выхода в	1	1
28	в этом отношении	3	1
29	с этого момента	1	1
30	если бы она	1	1
31	видит в нем	2	1
32	в значительной степени	2	1
33	точкой зрения на	1	1
34	мы знаем что	1	1
35	жизни и смерти	5	1
36	все более и	1	1
37	превращает их в	1	1
38	с другой стороны	3	1
39	содержит в себе	2	1
40	как и всякая	1	1
41	все мы люди	1	1
42	в этом случае	1	1
43	более и более	1	1
44	но все же	2	1
45	можно сказать что	2	1
46	после того как	1	1
47	не нуждается в	1	1
