N	2gram	Tiupa_Lite_3	Psycholo
1	то что	12	37
2	и в	16	30
3	в том	12	27
4	что в	2	24
5	потому что	3	23
6	том что	8	21
7	того чтобы	2	20
8	все время	3	20
9	для того	2	20
10	как бы	8	19
11	на то	2	17
12	что он	5	17
13	не только	14	16
14	в этом	14	14
15	в самом	3	14
16	то есть	5	13
17	в нас	2	13
18	как раз	2	13
19	так же	2	13
20	с одной	4	12
21	одной стороны	4	12
22	вместе с	5	12
23	может быть	12	11
24	если бы	2	11
25	как на	3	11
26	о том	6	10
27	и то	1	9
28	никогда не	4	9
29	так как	1	9
30	с другой	6	9
31	для этого	1	9
32	не может	8	9
33	сказать что	1	9
34	самом деле	3	8
35	при этом	15	8
36	с тем	1	8
37	не в	10	8
38	к тому	6	8
39	тому что	1	8
40	того что	9	8
41	а не	12	8
42	и т	1	7
43	то же	9	7
44	но не	4	7
45	все же	2	7
46	и как	3	7
47	в нем	2	7
48	точки зрения	7	7
49	по себе	2	7
50	в основе	5	7
51	героя и	1	7
52	как это	3	7
53	мы уже	1	6
54	в своем	1	6
55	и если	4	6
56	как и	5	6
57	и его	6	6
58	как будто	4	6
59	когда мы	1	6
60	в совершенно	2	6
61	произведение искусства	6	6
62	о котором	1	6
63	по мнению	1	6
64	и тем	3	6
65	уже в	1	6
66	тем что	2	6
67	мы воспринимаем	1	6
68	но и	14	6
69	именно в	5	6
70	мы все	1	6
71	и не	22	6
72	и для	4	6
73	совершенно не	3	6
74	жизни и	3	6
75	в искусстве	1	6
76	и есть	1	5
77	еще не	6	5
78	о смерти	1	5
79	что они	1	5
80	когда он	2	5
81	в себе	6	5
82	в целом	5	5
83	в этой	8	5
84	было бы	2	5
85	несмотря на	2	5
86	был бы	1	5
87	с и	1	5
88	только не	1	5
89	же самое	2	5
90	как мы	2	5
91	но в	3	5
92	искусства и	3	5
93	один из	2	5
94	в двух	1	5
95	только в	7	5
96	именно на	1	5
97	а с	1	5
98	и потому	2	5
99	художественное произведение	2	5
100	бы в	1	5
101	обратиться к	1	5
102	другой стороны	2	5
103	в своих	2	5
104	исходит из	1	4
105	как только	1	4
106	то это	2	4
107	в виду	1	4
108	в ней	1	4
109	стороны и	2	4
110	могли бы	2	4
111	и к	3	4
112	есть не	1	4
113	в них	1	4
114	именно то	1	4
115	в своей	7	4
116	у нас	2	4
117	и страсти	1	4
118	внимание на	2	4
119	в его	6	4
120	только на	1	4
121	в конце	2	4
122	прежде всего	3	4
123	как ни	1	4
124	там где	3	4
125	в частности	11	4
126	о чем	3	4
127	искусства как	1	4
128	и все	1	4
129	а в	5	4
130	не есть	1	4
131	художественного произведения	2	3
132	в их	1	3
133	по его	1	3
134	той же	3	3
135	полагает что	1	3
