1	в том что	6	11
2	так или иначе	2	8
3	в то же	3	5
4	то же время	4	5
5	в связи с	4	4
6	не только в	2	4
7	в данном случае	2	4
8	в силу своей	2	3
9	и прежде всего	2	3
10	в этом отношении	1	2
11	с одной стороны	1	2
12	не говоря уже	2	2
13	и то что	1	2
14	но при этом	1	2
15	с точки зрения	8	2
16	тем не менее	2	2
17	во всяком случае	2	2
18	ту или иную	1	2
19	подобно тому как	1	2
20	о том что	4	2
21	в виду не	1	2
22	и в литературе	1	1
23	и в частности	2	1
24	говоря уже о	2	1
25	то в чем	1	1
26	в своей свободе	1	1
27	на первый взгляд	1	1
28	не нуждается в	3	1
29	и по этой	2	1
30	а не только	1	1
31	с самого начала	2	1
32	и не только	5	1
33	но в силу	1	1
34	мы никогда не	1	1
35	том что он	1	1
36	нельзя сказать что	2	1
37	так как будто	3	1
38	в зависимости от	2	1
39	не есть ли	4	1
40	имеется в виду	2	1
41	такова же и	1	1
42	на всю жизнь	1	1
43	именно в том	1	1
44	по крайней мере	9	1
45	не может быть	3	1
46	все более и	1	1
47	к тому же	1	1
48	до тех пор	1	1
49	на задний план	1	1
50	с поэзией в	1	1
51	тех пор пока	1	1
52	не в состоянии	2	1
53	на самом деле	1	1
54	в самом деле	3	1
55	но все же	1	1
56	как это вполне	1	1
57	более и более	1	1
58	бы то ни	1	1
59	в последнее время	1	1
60	как это было	2	1
61	с другой стороны	4	1
62	иметь в виду	2	1
63	а только лишь	1	1
64	это еще не	1	1
65	жизни и в	1	1
66	в это время	1	1
67	не только на	1	1
68	только потому что	1	1
69	внутреннего и внешнего	2	1
70	прежде всего это	1	1
71	и в этом	1	1
72	только то что	4	1
73	до сих пор	2	1
74	может и не	1	1
