N	2gram	Vinokur_Ku_1	Myshleni
1	речи и	5	28
2	точки зрения	14	26
3	таким образом	12	26
4	в том	30	24
5	и в	24	23
6	том что	21	21
7	в целом	4	20
8	с точки	9	18
9	в этом	14	17
10	того чтобы	17	17
11	то что	9	17
12	не только	10	16
13	так же	4	16
14	говорит он	1	15
15	того что	9	15
16	для того	16	15
17	как и	2	14
18	речи в	4	14
19	может быть	13	14
20	но и	6	14
21	в его	12	14
22	что в	17	14
23	с помощью	7	13
24	в развитии	1	12
25	не может	7	12
26	об отношении	1	12
27	сказать что	1	11
28	как бы	7	11
29	с другой	7	10
30	прежде всего	9	10
31	и с	5	9
32	между тем	5	9
33	в качестве	7	9
34	одной стороны	1	9
35	другой стороны	6	9
36	вместе с	7	9
37	и не	12	9
38	не является	2	9
39	человеческой речи	1	8
40	то же	8	8
41	заключается в	2	8
42	в ходе	1	8
43	в процессе	1	8
44	и на	4	8
45	с одной	1	8
46	речи как	1	8
47	вопрос о	2	7
48	по отношению	8	7
49	в самом	10	7
50	в этой	3	7
51	с тем	5	7
52	в то	2	7
53	так как	9	7
54	что он	6	7
55	отношению к	9	7
56	же как	1	6
57	в сущности	3	6
58	все это	6	6
59	столь же	1	6
60	с этим	4	6
61	могли бы	2	6
62	в себе	3	6
63	в силу	10	6
64	лишь в	2	6
65	и тем	2	6
66	с этой	2	6
67	по сравнению	1	6
68	мысли и	1	6
69	и его	5	6
70	о том	9	6
71	учения о	1	6
72	связь между	1	6
73	все время	1	6
74	только в	11	6
75	вопрос об	1	6
76	мы можем	1	6
77	тем что	8	6
78	от того	1	6
79	именно в	6	6
80	потому что	23	6
81	собственном смысле	1	5
82	из того	1	5
83	бы в	7	5
84	в собственном	2	5
85	перед нами	1	5
86	и как	2	5
87	но в	2	5
88	на то	4	5
89	он не	2	5
90	и более	2	5
91	если бы	9	5
92	тем самым	4	5
93	для этого	3	5
94	по себе	2	5
95	тому что	3	5
96	значение слова	3	5
97	мысли в	1	5
98	целом и	2	5
99	как мы	1	5
100	связан с	1	5
101	и что	5	5
102	можно сказать	3	5
103	так и	7	5
104	что для	1	5
105	слова и	4	5
106	что мы	1	5
107	и все	2	5
108	тем более	2	5
109	в какой	6	5
110	в своих	1	5
111	в котором	3	4
112	которую мы	1	4
113	в чем	1	4
114	с его	4	4
115	но не	5	4
116	как в	4	4
117	целый ряд	5	4
118	все эти	6	4
119	что она	3	4
120	при этом	6	4
121	что все	2	4
122	было бы	15	4
123	ни в	2	4
124	со всей	1	4
125	в своей	2	4
126	не столько	2	4
127	понятий и	1	4
128	не в	11	4
129	убедиться в	1	4
130	этом отношении	5	4
131	к тому	5	4
132	должен быть	4	4
133	для себя	1	4
134	внутренняя речь	1	4
135	по мере	3	4
136	не выполняет	1	4
137	только что	1	4
138	в одном	3	4
139	речи является	1	4
140	как раз	8	4
141	до сих	4	4
142	фактов и	1	4
143	а с	3	4
144	в теории	1	4
145	по существу	4	4
146	этого слова	3	4
147	сих пор	4	4
148	от мысли	1	4
149	в результате	5	4
150	хотя бы	10	4
151	в свою	3	4
152	к этому	1	4
153	как на	3	4
154	смысле слова	1	3
155	в сфере	1	3
156	в такой	1	3
157	и то	3	3
158	связи между	1	3
159	самом деле	9	3
160	с таким	1	3
161	полагает что	1	3
162	как единство	1	3
163	мы называем	1	3
164	я не	2	3
165	мы и	1	3
166	в их	3	3
167	силу этого	1	3
168	в общем	3	3
169	в новом	1	3
170	друг от	1	3
171	что они	4	3
172	которые не	1	3
173	в одной	1	3
174	что именно	1	3
175	в своем	3	3
176	все же	12	3
177	в которой	6	3
178	что это	5	3
179	из этих	4	3
180	учение о	4	3
181	как он	1	3
182	в наших	1	3
183	друг другу	1	3
184	и если	3	3
185	теории и	1	3
186	сейчас не	2	3
