N	2gram	Bakhtin_Pr_1	Analitik
1	в качестве	1	31
2	может быть	21	29
3	в том	11	27
4	не может	11	22
5	и не	34	21
6	в частности	1	19
7	и в	23	18
8	но и	11	17
9	а не	20	17
10	не только	13	15
11	тогда как	1	14
12	не в	6	14
13	в этом	25	13
14	как и	8	13
15	в его	24	13
16	при этом	3	12
17	том что	9	12
18	в себе	5	11
19	то есть	24	11
20	произведения в	1	11
21	но не	8	10
22	то же	10	9
23	в то	10	9
24	а в	7	9
25	есть не	2	8
26	в мире	7	8
27	но в	4	8
28	в той	6	8
29	не есть	1	8
30	том чтобы	1	7
31	тем самым	1	7
32	к тому	1	7
33	художественного восприятия	1	7
34	этого слова	2	7
35	в сущности	5	6
36	по отношению	11	6
37	отличие от	2	6
38	в самом	8	6
39	это не	10	6
40	далеко не	1	6
41	точки зрения	21	6
42	в своей	11	6
43	в отличие	2	6
44	в основе	5	6
45	по своей	1	6
46	должен быть	1	6
47	в себя	3	6
48	времени и	1	6
49	же время	7	6
50	только в	8	6
51	себя в	3	6
52	то что	18	6
53	прежде всего	7	6
54	в их	3	5
55	и на	10	5
56	и как	8	5
57	в произведении	1	5
58	в целом	4	5
59	в этой	4	5
60	лишь в	3	5
61	и его	13	5
62	о том	2	5
63	между тем	5	5
64	и т.п	3	5
65	такого рода	1	5
66	как бы	28	5
67	отношению к	11	5
68	что в	8	5
69	все же	5	4
70	сознания в	2	4
71	не следует	1	4
72	с другими	7	4
73	с точки	15	4
74	и другого	1	4
75	и более	1	4
76	по себе	7	4
77	в области	3	4
78	ни в	3	4
79	могут быть	1	4
80	так и	10	4
81	с ним	6	4
82	как правило	1	4
83	на вопрос	2	4
84	с другой	2	4
85	того что	2	4
86	уже не	8	4
87	для того	2	4
88	именно в	6	4
89	данного художественного	1	4
90	себя и	2	4
91	во времени	3	4
92	вместе с	2	4
93	из которых	2	4
94	в литературе	3	4
95	как предмет	3	4
96	ни было	4	4
97	одним из	8	3
98	и есть	5	3
99	подхода к	1	3
100	место в	1	3
101	в полной	1	3
102	бы то	3	3
103	в рамках	2	3
104	в художественном	2	3
105	что как	1	3
106	однако не	2	3
107	вступает в	1	3
108	и к	4	3
109	автора и	5	3
110	в нашем	1	3
111	как он	2	3
112	в нем	20	3
113	он не	4	3
114	вследствие этого	1	3
115	по природе	1	3
116	подобно тому	3	3
117	таким образом	11	3
118	то ни	3	3
119	не будет	1	3
120	бы быть	1	3
121	полной мере	1	3
122	того или	1	3
123	даже в	2	3
124	ведет к	1	3
125	смысл и	2	3
126	в котором	2	3
127	своего рода	1	3
128	однако в	2	3
129	того чтобы	4	3
130	того и	1	3
131	о нем	11	3
132	как будто	3	3
133	не могут	6	3
134	оно может	1	3
135	если бы	10	3
136	к нему	3	3
137	с его	6	3
138	еще не	5	3
139	от себя	1	3
140	что и	5	3
141	а именно	1	3
142	а с	1	3
143	что не	1	3
144	более того	3	3
145	личности в	4	3
146	художественного видения	12	3
147	тому как	3	3
148	что мы	1	3
149	она может	1	3
150	и одновременно	3	3
151	и все	3	3
152	хотя бы	2	3
153	будто бы	1	3
154	я в	1	3
155	что он	10	3
156	или иного	1	3
157	отношения к	2	2
158	самом деле	5	2
159	на самом	4	2
160	он может	3	2
161	в первом	2	2
162	едва ли	1	2
163	той же	6	2
164	а как	6	2
165	на себя	3	2
166	как совокупность	1	2
167	и то	1	2
168	и самого	4	2
169	события в	1	2
170	иного рода	1	2
171	данном случае	2	2
172	то он	3	2
173	не все	1	2
174	отношение к	1	2
175	нет и	1	2
176	за пределы	6	2
177	что именно	2	2
178	до его	1	2
179	как к	1	2
180	могли бы	3	2
181	как уже	1	2
182	не являются	1	2
183	его к	4	2
184	в противоположность	3	2
185	то в	1	2
186	в которой	4	2
187	природе своей	1	2
188	все эти	8	2
189	из этих	2	2
190	и до	1	2
191	героя к	1	2
192	на его	2	2
193	как личность	1	2
194	не к	1	2
195	какой бы	2	2
196	и по	2	2
197	или иных	1	2
198	и с	4	2
199	наблюдений и	1	2
200	из них	2	2
201	вовсе не	8	2
202	так как	7	2
203	несмотря на	6	2
204	такой же	1	2
205	для него	15	2
206	художественного творчества	2	2
207	не становится	5	2
208	не столько	3	2
209	вопрос о	4	2
210	художественного мира	5	2
211	творчества и	2	2
212	том и	1	2
213	для этого	1	2
214	тогда когда	1	2
215	в процессе	4	2
216	совпадает с	2	2
217	сознанию как	1	2
218	только не	1	2
219	в творческом	1	2
220	никогда не	5	2
221	и является	1	2
222	потому что	12	2
223	ничто не	1	2
224	в сознании	2	2
225	нас самих	1	2
226	и заключается	1	2
227	отличается от	2	2
228	же самое	1	2
229	для себя	2	2
230	как мы	5	2
231	роль в	2	2
232	и о	3	2
233	ни одно	1	2
234	здесь не	1	2
235	в пределах	9	2
236	представляют собой	1	2
237	в искусстве	2	2
238	и сам	2	2
239	художественное творчество	1	2
240	должно быть	1	2
241	анализа не	1	2
242	за пределами	1	2
243	можно сказать	2	2
244	другого сознания	1	2
245	ним и	4	2
246	является по	1	2
247	романа в	4	2
248	целого как	1	2
249	один из	2	2
250	ли он	2	2
251	который в	1	2
252	в начале	1	2
253	при помощи	1	2
254	его и	1	2
255	следует что	1	2
256	автора или	1	2
257	себе в	1	2
258	в новом	1	2
259	сами по	3	2
260	при всей	1	2
261	не о	1	2
262	может служить	1	2
263	бытия и	1	2
