N	2gram	Berdyaev_N_1	Myshleni
1	и в	16	25
2	в том	8	23
3	том что	2	20
4	так же	2	17
5	что в	9	17
6	с тем	3	16
7	в основе	3	16
8	как и	7	15
9	в его	1	15
10	то что	4	15
11	в этом	7	14
12	вместе с	2	14
13	может быть	7	13
14	так как	1	12
15	по своему	4	11
16	и что	2	10
17	было бы	1	10
18	только в	1	10
19	и не	11	10
20	мы не	2	9
21	ни в	6	9
22	как в	3	9
23	к образованию	2	8
24	того чтобы	2	8
25	тем что	1	8
26	по своей	1	7
27	все эти	2	7
28	по себе	1	7
29	в области	1	7
30	уже в	1	7
31	для того	1	7
32	что мы	1	7
33	как это	2	7
34	же как	2	6
35	того же	1	6
36	высшей степени	6	6
37	зависимости от	1	6
38	и на	2	6
39	но не	2	6
40	потому что	4	6
41	от этого	1	6
42	не только	5	6
43	в силу	1	6
44	в высшей	6	6
45	не может	16	6
46	в отличие	1	6
47	не в	6	6
48	не менее	4	6
49	можно было	2	6
50	что он	1	6
51	отличие от	1	6
52	и у	1	6
53	с другой	3	6
54	все это	5	6
55	мы должны	1	6
56	человека и	3	5
57	в зависимости	1	5
58	мы уже	1	5
59	с ее	5	5
60	и к	5	5
61	что она	2	5
62	к одному	1	5
63	но это	6	5
64	могут быть	2	5
65	о том	4	5
66	так и	2	5
67	в этой	1	5
68	с одной	2	5
69	одной стороны	2	5
70	время как	2	4
71	еще не	3	4
72	в своем	1	4
73	из этих	1	4
74	в известном	1	4
75	он не	8	4
76	в основу	1	4
77	от нее	1	4
78	и того	1	4
79	одного и	1	4
80	не столько	1	4
81	в то	2	4
82	никогда не	6	4
83	не могут	1	4
84	к тому	3	4
85	и это	2	4
86	то время	1	4
87	приводит к	1	4
88	с ним	1	4
89	значит что	4	4
90	всяком случае	1	4
91	из них	1	4
92	основе их	1	4
93	друг друга	1	4
94	от того	1	4
95	но и	3	4
96	прежде всего	4	4
97	с этим	2	4
98	это значит	1	4
99	в смысле	2	4
100	и все	4	4
101	а в	2	4
102	сказать что	3	4
103	во всяком	1	4
104	переход от	1	3
105	в котором	1	3
106	в самом	1	3
107	бы сказать	1	3
108	показал что	1	3
109	значение в	1	3
110	в жизни	5	3
111	их в	1	3
112	не могли	2	3
113	та или	1	3
114	во всем	1	3
115	не есть	3	3
116	и которые	1	3
117	или иная	1	3
118	на решение	1	3
119	связаны с	2	3
120	который в	2	3
121	и их	1	3
122	сами по	1	3
123	к которому	1	3
124	наряду с	3	3
125	распадается на	1	3
126	другой стороны	2	3
127	в свою	1	3
128	огромное значение	1	3
129	смысле слова	3	2
130	только потому	1	2
131	совершенно так	1	2
132	в чем	1	2
133	с его	6	2
134	хотя и	2	2
135	но все	1	2
136	с их	2	2
137	в себе	2	2
138	к внутренней	1	2
139	заключает в	1	2
140	в нем	5	2
141	в мире	3	2
142	а по	1	2
143	с другими	1	2
144	лишь на	1	2
145	в новое	3	2
146	в них	4	2
147	в эту	1	2
148	в этих	1	2
149	в своей	3	2
150	часто не	1	2
151	место в	2	2
152	не стоят	1	2
153	нас к	1	2
154	и развивается	1	2
155	эти формы	3	2
156	одна из	2	2
157	на себя	1	2
158	они являются	1	2
159	и его	1	2
160	в каком	1	2
161	все еще	1	2
162	оно не	1	2
163	не будет	7	2
164	того и	1	2
165	еще в	1	2
166	мы в	1	2
167	для этого	2	2
168	а также	1	2
169	самый процесс	2	2
170	и во	1	2
171	раньше чем	1	2
172	и только	1	2
173	все время	2	2
174	и заключается	2	2
175	этом смысле	2	2
176	известном смысле	1	2
177	вопрос об	1	2
178	уже не	2	2
179	своему строению	1	2
180	слова в	1	2
181	к той	1	2
182	для решения	1	2
183	и вместе	1	2
184	от всех	1	2
185	и пути	1	2
186	все более	1	2
187	и особенно	1	2
188	и потому	4	2
189	к жизни	3	2
190	такого рода	2	2
191	тому как	3	2
192	должно быть	4	2
193	и для	4	2
194	и от	2	2
195	все они	2	2
196	вступает в	1	2
197	есть и	1	2
198	мышления не	1	2
199	как на	1	2
200	все что	1	2
201	должен быть	5	1
202	или к	1	1
203	который можно	1	1
204	он требует	1	1
205	и до	1	1
206	и этот	1	1
207	вопрос о	3	1
208	на место	1	1
209	к новой	1	1
210	и через	1	1
211	их не	1	1
212	не способен	1	1
213	не регулирует	2	1
214	во всех	3	1
215	совсем не	12	1
216	менее всего	1	1
217	значение для	1	1
218	во вне	2	1
219	к новому	7	1
220	связанный с	1	1
221	всего как	1	1
222	в этот	1	1
223	в которой	1	1
224	он в	1	1
225	соприкосновение и	1	1
226	думать что	2	1
227	ни одна	2	1
228	к достижению	1	1
229	к единству	1	1
230	но ведь	1	1
231	самая постановка	1	1
232	жизнью и	1	1
233	вообще не	1	1
234	своем развитии	1	1
235	она становится	1	1
236	по существу	2	1
237	том чтобы	2	1
238	подобно тому	3	1
