N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	52
2	то есть	1	42
3	и в	28	39
4	может быть	8	27
5	в том	15	26
6	т с	2	25
7	только в	4	25
8	не может	4	22
9	что в	5	22
10	не только	11	21
11	так как	1	21
12	а не	14	21
13	в нем	3	20
14	но и	9	20
15	и не	18	18
16	том что	19	16
17	так что	1	16
18	в этом	13	15
19	не в	13	15
20	если бы	6	14
21	по отношению	7	13
22	в себе	9	13
23	так и	8	13
24	отношению к	7	13
25	было бы	3	12
26	в душе	8	11
27	есть только	1	11
28	точно так	1	11
29	мы не	1	10
30	как в	5	10
31	по себе	1	10
32	и что	1	10
33	то что	6	10
34	что не	2	10
35	в человеке	3	10
36	но в	2	9
37	как и	11	9
38	мысли в	1	9
39	для нас	3	9
40	мысли и	2	9
41	тем что	6	9
42	но не	4	8
43	в слове	1	8
44	точки зрения	2	8
45	в одном	3	8
46	того что	1	8
47	со стороны	3	8
48	вместе с	2	8
49	по его	3	7
50	в ней	3	7
51	же с	1	7
52	это не	6	7
53	в этих	3	7
54	на язык	1	7
55	то и	4	7
56	с другой	3	7
57	и т	4	6
58	то же	6	6
59	независимо от	1	6
60	все же	2	6
61	бы не	3	6
62	при этом	11	6
63	от нее	1	6
64	не менее	5	6
65	того как	2	6
66	тем не	4	6
67	что на	3	6
68	что и	4	6
69	еще не	3	6
70	как бы	5	6
71	в первом	2	5
72	с в	1	5
73	во всех	1	5
74	только тогда	1	5
75	не видно	1	5
76	то в	4	5
77	не следует	1	5
78	несмотря на	3	5
79	и его	5	5
80	между тем	8	5
81	во втором	2	5
82	в его	11	5
83	для всех	1	5
84	вовсе не	2	5
85	что человек	1	5
86	так же	3	5
87	и потому	1	5
88	быть только	1	5
89	но это	1	5
90	и для	2	5
91	из себя	1	5
92	а в	6	5
93	другой стороны	1	5
94	в таком	1	5
95	на деле	1	4
96	из этих	2	4
97	т д	2	4
98	в каждом	1	4
99	т п	2	4
100	тем самым	2	4
101	однако в	2	4
102	в то	6	4
103	не по	2	4
104	а так	1	4
105	никогда не	5	4
106	же время	4	4
107	и притом	1	4
108	души но	1	4
109	к тому	7	4
110	смысле в	1	4
111	и необходимости	1	4
112	бы в	1	4
113	с нею	3	4
114	и других	1	4
115	для него	5	4
116	не было	6	4
117	и даже	1	4
118	в действительности	1	4
119	прежде всего	3	4
120	там где	1	4
121	тому как	4	4
122	слова и	1	4
123	от того	1	4
124	не более	2	4
125	мысли о	2	4
126	в своих	1	4
127	а между	4	3
128	но тем	2	3
129	что если	1	3
130	что можно	1	3
131	и то	2	3
132	столь же	3	3
133	тем как	2	3
134	в своем	5	3
135	хотя и	1	3
136	в самом	5	3
137	что это	5	3
138	он не	4	3
139	отношений между	1	3
140	подобно тому	4	3
141	прежде чем	2	3
142	то ни	1	3
143	что все	3	3
144	в мире	7	3
145	той же	2	3
146	и с	6	3
147	а его	1	3
148	заключается в	1	3
149	и тем	1	3
150	в жизни	8	3
151	в них	3	3
152	в этой	5	3
153	не мог	1	3
154	и при	1	3
155	в своей	6	3
156	с точки	2	3
157	человеком и	1	3
158	начнем с	2	3
159	что сам	1	3
160	тому что	4	3
161	она не	5	3
162	для того	4	3
163	и другое	1	3
164	самого начала	1	3
165	только из	1	3
166	на него	3	3
167	не могло	1	3
168	как она	1	3
169	оно не	2	3
170	для себя	6	3
171	и это	3	3
172	но при	3	3
173	с самого	1	3
174	когда в	3	3
175	том как	2	3
176	в словах	1	3
177	с ним	7	3
178	в глазах	6	3
179	в другой	1	3
180	по мнению	1	3
181	но как	1	3
182	с одной	3	3
183	только на	5	3
184	или даже	1	3
185	одно из	5	3
186	представить себе	1	3
187	могло бы	1	3
188	были бы	1	3
189	все более	1	3
190	в самой	1	3
191	одной стороны	3	3
192	души на	1	3
193	в состоянии	3	3
194	только для	2	3
195	к которому	1	3
196	оно и	1	3
197	и от	2	3
198	она может	2	3
199	об отношении	1	3
200	то не	1	3
201	и все	7	3
202	к этой	1	3
203	сказать что	2	3
204	по поводу	3	3
205	как на	2	3
206	одним из	1	2
207	чтобы не	3	2
208	а как	2	2
209	в сущности	1	2
210	себя а	1	2
211	бы то	1	2
212	то он	1	2
213	не все	3	2
214	тогда как	7	2
215	друг от	1	2
216	за пределы	1	2
217	в течение	1	2
218	более и	1	2
219	в полном	1	2
220	сознания в	1	2
221	его к	1	2
222	на что	1	2
223	в которой	1	2
224	образом и	1	2
225	ни одна	1	2
226	лица и	1	2
227	не могла	5	2
228	все ее	1	2
229	так сказать	1	2
230	и более	1	2
231	с этой	1	2
232	но все	1	2
233	значительной степени	1	2
234	могла бы	2	2
235	то все	1	2
236	о которых	2	2
237	чем в	1	2
238	духовной жизни	1	2
239	вопроса а	1	2
240	в один	1	2
241	только тем	2	2
242	в г	2	2
243	внешним и	2	2
244	таким же	1	2
245	взгляд на	1	2
246	но он	1	2
247	не могли	1	2
248	том же	1	2
249	эта мысль	1	2
250	от нас	1	2
251	и всегда	1	2
252	то чего	1	2
253	в определении	1	2
254	дело в	1	2
255	на себе	1	2
256	которых и	1	2
257	того чтобы	4	2
258	только не	2	2
259	в разных	1	2
260	к ней	2	2
261	ее с	1	2
262	как будто	4	2
263	не нуждается	1	2
264	необходимости в	1	2
265	когда мы	1	2
266	души а	1	2
267	его с	1	2
268	не ограничивается	1	2
269	как мы	2	2
270	не будет	2	2
271	с ее	5	2
272	от друга	1	2
273	мысль о	2	2
274	и человеческого	1	2
275	времени и	1	2
276	мы в	1	2
