N	2gram	Losev_Dial_2	Narrotol
1	не только	19	32
2	может быть	20	25
3	но и	12	23
4	и не	30	20
5	и в	19	19
6	в том	14	18
7	в этом	8	17
8	не в	8	14
9	в частности	2	14
10	том что	10	14
11	а не	16	12
12	то что	14	11
13	а в	4	11
14	точки зрения	12	10
15	не может	9	10
16	при этом	4	9
17	в мире	2	9
18	так и	10	9
19	в его	1	9
20	в себе	15	8
21	во времени	4	8
22	с другой	5	8
23	еще не	4	7
24	как в	2	7
25	все же	4	7
26	времени и	9	7
27	как и	10	7
28	к тому	2	7
29	с одной	2	7
30	одной стороны	1	7
31	но не	6	6
32	точка зрения	1	6
33	в той	3	6
34	то в	1	6
35	о том	5	6
36	что он	6	6
37	именно в	2	6
38	как это	7	6
39	но в	2	6
40	между двумя	1	5
41	не все	1	5
42	отличие от	1	5
43	отнюдь не	6	5
44	и как	10	5
45	уже не	3	5
46	в этой	3	5
47	тому же	1	5
48	далеко не	1	5
49	по себе	18	5
50	в основе	1	5
51	и его	5	5
52	к нему	4	5
53	нуждается в	3	5
54	себя в	2	5
55	или иной	1	5
56	в данном	3	5
57	можно сказать	5	5
58	не предполагает	1	5
59	речь идет	1	4
60	данном случае	2	4
61	все те	1	4
62	то же	12	4
63	из которых	1	4
64	здесь не	1	4
65	перед нами	2	4
66	в нем	10	4
67	в принципе	1	4
68	в силу	5	4
69	но все	2	4
70	же не	3	4
71	и с	5	4
72	было бы	3	4
73	и тем	1	4
74	связи с	4	4
75	той или	4	4
76	те же	1	4
77	одного из	1	4
78	же время	5	4
79	только в	5	4
80	хотя бы	4	4
81	в пространстве	1	4
82	при всей	1	4
83	у него	1	4
84	в особенности	1	4
85	что не	6	4
86	прежде всего	8	4
87	как бы	14	4
88	да и	6	4
89	отличается от	1	4
90	же в	2	4
91	сказать что	10	4
92	другой стороны	4	4
93	это и	3	3
94	же как	3	3
95	в сущности	2	3
96	и он	1	3
97	в ней	2	3
98	и на	1	3
99	может не	4	3
100	бы то	1	3
101	в ее	4	3
102	если в	2	3
103	что они	6	3
104	когда он	1	3
