N	3gram	Propp_Isto_7	Myslijsy
1	по отношению к	1	8
2	в том что	4	7
3	в этом случае	1	5
4	не может быть	3	5
5	о том что	5	5
6	мере того как	1	4
7	по мере того	1	4
8	то же самое	1	4
9	до сих пор	2	4
10	и т п	1	4
11	тем не менее	4	4
12	с точки зрения	1	3
13	вместе с тем	1	3
14	и т д	16	3
15	мы не можем	2	3
16	таким образом что	1	2
17	не в состоянии	1	2
18	только потому что	1	2
19	то и другое	1	2
20	только в том	1	2
21	в этих случаях	10	2
22	то что в	3	2
23	на этот вопрос	2	2
24	но тем не	2	2
25	в данном случае	3	2
26	то что она	1	2
27	на вопрос почему	1	2
28	один и тот	1	2
29	а в том	2	2
30	таким образом мы	2	2
31	после того как	2	2
32	что и в	2	2
33	вопрос о том	1	2
34	с тем и	1	2
35	в большинстве случаев	1	2
36	и тот же	1	2
37	от одного лица	1	1
38	хотя и не	1	1
39	отсюда видно что	3	1
40	а не в	1	1
41	но так как	1	1
42	о том как	1	1
43	о том почему	1	1
44	в непосредственной связи	1	1
45	во многих других	1	1
46	и то и	1	1
47	мы должны признать	1	1
48	ответить на вопрос	1	1
49	но и в	2	1
50	и та же	1	1
51	мы можем видеть	1	1
52	можно сделать из	1	1
53	точно так же	2	1
54	и здесь мы	2	1
55	и не в	1	1
56	и что это	1	1
57	первый взгляд кажется	1	1
58	сказать что в	1	1
59	выше мы видели	1	1
60	тогда как в	1	1
61	что то что	1	1
62	здесь мы имеем	2	1
63	в первый раз	1	1
64	с одной стороны	4	1
65	на первый взгляд	4	1
66	в связи с	1	1
67	выводы можно сделать	1	1
68	в этом мы	1	1
69	это не так	1	1
70	имеем дело с	1	1
71	одна и та	1	1
72	что в действительности	1	1
73	с другой стороны	8	1
74	только о том	1	1
75	т д то	1	1
76	на вопрос что	1	1
77	образом мы видим	2	1
78	не в его	1	1
79	в то время	2	1
80	непосредственной связи с	1	1
81	в том чтобы	2	1
82	может быть названо	1	1
83	и тем более	1	1
84	что это не	2	1
85	во второй половине	1	1
86	к тому что	1	1
87	конечно не в	1	1
88	том что такое	1	1
89	дело не в	3	1
90	то же что	2	1
91	по тому что	1	1
92	в них не	1	1
93	как и в	2	1
94	ее так и	1	1
95	мы видели что	1	1
