N	2gram	Bakhtin_Fr_7	EvropaiE
1	и в	41	37
2	в отношении	3	32
3	точки зрения	5	23
4	что в	9	21
5	не только	5	18
6	с точки	3	17
7	в то	10	16
8	то же	13	15
9	в своем	9	14
10	но в	8	14
11	же время	9	14
12	в качестве	9	14
13	но и	9	14
14	и не	7	14
15	северной америки	1	13
16	в этом	15	12
17	в их	3	11
18	в области	2	11
19	в том	11	11
20	так и	10	10
21	в себе	11	9
22	только в	6	9
23	прежде всего	11	9
24	не может	3	9
25	так же	5	9
26	в ее	1	8
27	думать что	1	8
28	было бы	4	8
29	в своей	3	8
30	к тому	2	8
31	между тем	1	8
32	также и	2	7
33	а также	2	7
34	того что	2	7
35	так как	3	7
36	как и	14	7
37	по своему	2	7
38	между прочим	1	7
39	может быть	4	6
40	и на	4	6
41	во всех	3	6
42	то есть	20	6
43	том что	4	6
44	вовсе не	7	6
45	и даже	1	6
46	как бы	7	6
47	с этой	1	6
48	то что	8	6
49	которую мы	1	5
50	но не	1	5
51	не в	9	5
52	и по	3	5
53	к которым	1	5
54	тем самым	3	5
55	как мы	11	5
56	одной из	2	5
57	в виде	1	5
58	от этого	3	5
59	в частности	1	5
60	и потому	3	5
61	в течение	2	5
62	в той	3	5
63	мы не	2	4
64	но даже	1	4
65	в ней	5	4
66	в самом	1	4
67	несмотря на	3	4
68	чем в	1	4
69	лежат в	1	4
70	даже в	1	4
71	не имеет	3	4
72	в процессе	2	4
73	америки и	1	4
74	по себе	1	4
75	тем более	1	4
76	именно в	2	4
77	ни было	2	4
78	не на	3	4
79	мира в	4	4
80	как это	1	4
81	сказать что	1	4
82	в каком	1	4
83	в применении	1	3
84	из всех	2	3
85	и со	2	3
86	того же	3	3
87	время в	2	3
88	моря и	2	3
89	как в	5	3
90	и к	5	3
91	но на	1	3
92	не будет	1	3
93	большинстве случаев	2	3
94	этом смысле	1	3
95	и тем	1	3
96	в них	7	3
97	с тем	1	3
98	мы видели	5	3
99	и некоторые	1	3
100	во второй	2	3
101	в которых	2	3
102	дело в	2	3
103	никогда не	2	3
104	потому что	5	3
105	уже и	1	3
106	во все	2	3
107	бы ни	1	3
108	можно было	3	3
109	о том	6	3
110	от них	1	3
111	место в	4	3
112	что и	5	3
113	всяком случае	1	3
114	из них	3	3
115	себе в	1	3
116	в известной	1	3
117	к ним	1	3
118	тем что	3	3
119	этом отношении	2	3
120	по своим	1	3
121	и прежде	1	3
122	в свою	3	3
123	говорит о	1	3
124	связано с	2	3
125	в данном	2	3
126	применении к	1	3
127	в остальном	1	3
128	и для	5	3
129	и от	8	3
130	в результате	2	3
131	мира и	4	3
132	стран в	1	3
133	ее в	1	3
134	как на	1	3
135	в таком	1	3
136	во всяком	2	3
137	и наиболее	1	2
138	и то	2	2
139	мира не	1	2
140	ведь и	1	2
141	должна быть	1	2
142	есть не	2	2
143	бороться с	1	2
144	китая и	1	2
145	именно к	1	2
146	на них	3	2
147	он сам	1	2
148	и человеческой	2	2
149	точка зрения	2	2
150	друг от	1	2
151	в истории	1	2
152	его на	1	2
153	с этим	2	2
154	хотя и	4	2
155	целый ряд	4	2
156	и как	2	2
157	что это	4	2
158	чем на	1	2
159	в этой	13	2
160	всего к	1	2
161	но именно	3	2
162	он не	4	2
163	и еще	2	2
164	в силу	1	2
165	таким образом	19	2
166	в мире	3	2
167	и с	4	2
168	и рядом	1	2
169	для них	1	2
170	далеко не	2	2
171	в своих	1	2
172	такой же	3	2
173	культуры с	1	2
174	в этих	2	2
175	в котором	1	2
176	представление о	1	2
177	одном из	4	2
178	всего человечества	1	2
179	она не	1	2
180	по своей	1	2
181	именно потому	1	2
182	что на	1	2
183	к той	1	2
184	не могут	1	2
185	всего в	5	2
186	но по	2	2
187	от друга	1	2
188	свою очередь	3	2
189	данном случае	1	2
190	нужно заметить	1	2
191	культуры и	1	2
192	и та	1	2
193	второй половине	1	2
194	в будущее	2	2
195	и что	1	2
196	притом в	1	2
197	в значительной	2	2
198	и во	2	2
199	к нему	5	2
200	во втором	1	2
201	в его	12	2
202	во всей	2	2
203	человеческого рода	1	2
204	также в	1	2
205	же к	1	2
206	этот вопрос	1	2
207	есть в	6	2
208	в большинстве	2	2
209	при помощи	1	2
210	и других	2	2
211	участие в	1	2
212	бы совершенно	1	2
213	в одном	3	2
214	меньше чем	1	2
215	заметить что	1	2
216	в других	1	2
217	влияние на	4	2
218	на этот	1	2
219	а не	2	2
220	человеческой культуры	2	2
221	что все	2	2
222	начиная с	1	2
223	вместе с	5	2
224	относятся к	1	2
225	или по	1	2
226	ко всему	1	2
227	и каждая	1	2
228	и таким	1	2
229	или в	2	2
230	такое предположение	1	2
231	и все	14	2
232	бы в	2	2
233	еще более	2	2
