N	2gram	Propp_Isto_3	Mirosoze
1	и в	22	46
2	в нем	9	22
3	у него	3	22
4	может быть	11	21
5	в этом	17	20
6	не только	14	18
7	и не	12	18
8	никогда не	3	18
9	но и	12	15
10	не может	4	15
11	человека в	1	14
12	как и	3	13
13	ведет к	1	13
14	а не	6	13
15	не есть	1	13
16	друг друга	6	12
17	прежде всего	3	12
18	потому что	3	12
19	и он	2	11
20	не было	2	11
21	но он	4	11
22	в ней	2	11
23	у нас	4	11
24	но в	10	10
25	он не	5	10
26	не в	4	9
27	не знает	1	9
28	и есть	2	8
29	отношение к	4	8
30	в своем	2	8
31	так как	7	8
32	она не	4	8
33	как бы	1	8
34	но это	3	8
35	человека и	1	7
36	связана с	3	7
37	в мире	1	7
38	как в	2	7
39	и к	3	7
40	в этой	5	7
41	человек не	1	7
42	хотя бы	1	7
43	и потому	2	7
44	и для	2	7
45	что он	9	7
46	вопрос о	2	6
47	что это	1	6
48	в русской	3	6
49	он сам	1	6
50	и здесь	7	6
51	жизнь в	1	6
52	так же	3	6
53	того что	5	6
54	и там	4	6
55	жизни и	2	6
56	то же	6	5
57	есть не	1	5
58	я не	3	5
59	и вот	2	5
60	что она	5	5
61	в своей	1	5
62	во всем	1	5
63	и его	4	5
64	к тому	3	5
65	и это	2	5
66	это не	6	5
67	один из	5	5
68	в его	3	5
69	то что	7	5
70	и все	3	5
71	также и	1	4
72	мысль что	1	4
73	его на	2	4
74	в жизни	2	4
75	в царстве	1	4
76	том что	8	4
77	не имеет	2	4
78	перед ним	1	4
79	они и	3	4
80	что у	3	4
81	так и	2	4
82	для этого	1	4
83	означает что	1	4
84	в русском	2	4
85	уже не	7	4
86	что и	9	4
87	в свою	4	4
88	они не	4	4
89	т е	16	4
90	что в	15	4
91	все что	3	4
92	же как	2	3
93	это и	1	3
94	той же	2	3
95	и на	4	3
96	иное как	3	3
97	в чем	3	3
98	он в	1	3
99	и она	3	3
100	не будет	1	3
101	и с	4	3
102	в глубине	1	3
103	на все	2	3
104	его в	3	3
105	ни в	2	3
106	в них	6	3
107	все равно	3	3
108	всю жизнь	2	3
109	для чего	1	3
110	не мог	2	3
111	в такой	1	3
112	любовь и	1	3
113	что было	2	3
114	можно ли	3	3
115	того как	1	3
116	что иное	3	3
117	его он	2	3
118	только с	1	3
119	ответствен за	1	3
120	себя и	1	3
121	не существует	1	3
122	в образе	1	3
123	если бы	6	3
124	с ним	1	3
125	и должно	1	3
126	о том	3	3
127	что они	8	3
