N	3gram	Propp_Isto_1	Problema
1	тем не менее	6	10
2	содержит в себе	1	8
3	в том что	4	8
4	то же самое	3	6
5	с другой стороны	5	6
6	другой стороны однако	1	4
7	можно было бы	3	4
8	не только в	1	4
9	мы имеем дело	1	3
10	в этом смысле	1	3
11	точно так же	3	3
12	есть нечто целое	1	3
13	вместе с тем	2	3
14	и тем не	2	3
15	в зависимости от	2	3
16	тех или иных	1	3
17	в связи с	3	3
18	того или иного	1	3
19	о том что	3	3
20	и т д	22	3
21	в чистом виде	2	2
22	мы хотели бы	1	2
23	только в пределах	1	2
24	не говоря уже	1	2
25	что иное как	1	2
26	мы не будем	3	2
27	сами по себе	1	2
28	как будто бы	2	2
29	по одному этому	1	2
30	то время как	3	2
31	не будем здесь	1	2
32	здесь мы имеем	2	2
33	в том чтобы	1	2
34	уже по одному	1	2
35	не только для	1	2
36	в одном случае	1	2
37	для того чтобы	1	2
38	самом же деле	1	2
39	на самом же	1	2
40	более или менее	5	2
41	есть не что	1	2
42	не что иное	1	2
43	чем иным как	1	2
44	в то время	3	2
45	не чем иным	1	2
46	и больше ничего	1	2
47	дело не в	1	2
48	к тому же	1	2
49	если бы он	1	1
50	должны были бы	2	1
51	во всех случаях	2	1
52	но все же	3	1
53	его в качестве	1	1
54	иметь в виду	1	1
55	дело в том	3	1
56	это было бы	1	1
57	не содержит в	1	1
58	равно как и	1	1
59	то ясно что	2	1
60	так что в	1	1
61	никак не может	1	1
62	о том как	1	1
63	же как и	1	1
64	в нем и	1	1
65	но все это	1	1
66	и смысл этого	1	1
67	бы то ни	2	1
68	только то что	1	1
69	за то что	1	1
70	и даже в	1	1
71	и потому в	1	1
72	и другие знаки	1	1
73	говоря уже о	1	1
74	является не чем	1	1
75	до сих пор	5	1
76	еще не есть	1	1
77	не значит что	1	1
78	так же как	2	1
79	если бы мы	2	1
80	сих пор мы	2	1
81	то ни было	2	1
82	с одной стороны	4	1
83	на первый взгляд	2	1
84	нечто целое и	1	1
85	и потому всегда	1	1
86	мы не считаем	1	1
87	в том как	1	1
88	отсюда видно что	1	1
89	раз навсегда данной	1	1
90	т д мы	1	1
91	так и с	1	1
92	не в том	1	1
93	которая была бы	1	1
94	ни к какой	1	1
95	мы имеем например	1	1
96	это не значит	1	1
97	прежде всего в	1	1
98	вопрос о том	2	1
99	том что они	2	1
100	само по себе	2	1
101	это можно но	1	1
102	но так как	1	1
103	то что в	2	1
104	по себе а	1	1
105	и т п	1	1
106	но и для	1	1
107	с самого начала	2	1
108	дело с мифами	1	1
109	несмотря на всю	1	1
110	а может быть	1	1
111	имеет в качестве	1	1
112	на то что	4	1
113	из этого можно	1	1
114	что здесь мы	1	1
115	по себе но	1	1
116	как он их	1	1
117	по этому поводу	2	1
118	к тому что	1	1
119	легко может быть	1	1
120	здесь не просто	1	1
121	поставить вопрос как	1	1
122	для нас не	2	1
123	в это время	1	1
124	именно потому что	1	1
