N	2gram	Bakhtin_Fr_3	Myslijsy
1	потому что	2	49
2	то есть	18	30
3	и в	40	24
4	может быть	9	23
5	то что	5	20
6	и не	13	19
7	в том	8	18
8	а не	5	18
9	что в	12	16
10	не только	13	15
11	по себе	1	15
12	того же	2	14
13	при этом	3	13
14	не в	1	13
15	было бы	4	13
16	то же	7	12
17	но не	2	12
18	не может	3	12
19	мы не	2	11
20	таким образом	10	11
21	вместе с	3	11
22	если бы	3	11
23	что и	3	11
24	только в	3	11
25	как в	3	10
26	в себе	3	10
27	для него	5	10
28	так что	1	10
29	так как	4	10
30	в нем	5	9
31	вовсе не	12	9
32	но и	11	9
33	как бы	3	9
34	и на	8	8
35	в этом	15	8
36	том что	4	8
37	под влиянием	1	8
38	а в	3	8
39	во всех	6	7
40	с этим	2	7
41	как и	11	7
42	всяком случае	1	7
43	или же	2	7
44	не могут	1	7
45	прежде всего	16	7
46	тем что	3	7
47	того что	1	7
48	во всяком	1	7
49	и т	1	6
50	и как	3	6
51	в состоянии	2	6
52	в то	6	6
53	не имеет	1	6
54	связи с	6	6
55	свою очередь	1	6
56	между тем	3	6
57	и только	1	6
58	в одном	7	6
59	заметить что	1	6
60	с другой	2	6
61	не было	5	6
62	в ряду	1	6
63	этого слова	2	6
64	в свою	1	6
65	что они	1	5
66	все остальные	1	5
67	все же	2	5
68	уже в	2	5
69	есть не	1	5
70	и уже	1	5
71	не менее	2	5
72	с ним	1	5
73	судя по	1	5
74	так и	3	5
75	о том	4	5
76	с другими	1	5
77	слова в	2	5
78	из них	4	5
79	в них	9	5
80	для того	3	5
81	что не	1	5
82	и их	1	5
83	представляется нам	2	5
84	только для	3	5
85	же в	1	5
86	в которой	2	5
87	в самом	6	4
88	к общему	1	4
89	еще не	3	4
90	но в	8	4
91	из этих	2	4
92	как он	2	4
93	так сказать	5	4
94	главным образом	1	4
95	и если	2	4
96	с тем	1	4
97	такой же	1	4
98	в котором	2	4
99	сих пор	4	4
100	одном из	2	4
101	они не	3	4
102	тем самым	1	4
103	образом в	2	4
104	подобно тому	1	4
105	одна из	3	4
106	должны быть	2	4
107	так в	4	4
108	никогда не	1	4
109	и что	1	4
110	что он	2	4
111	с одной	1	4
112	и вместе	1	4
113	в других	3	4
114	до сих	4	4
115	влияние на	2	4
116	там где	3	4
117	в человеке	1	4
118	тому как	1	4
119	что оно	1	4
120	во время	8	4
121	себе не	1	4
122	в таком	1	4
123	вряд ли	1	3
124	говоря о	1	3
125	например в	2	3
126	тем же	2	3
127	с таким	1	3
128	той же	8	3
129	есть нечто	1	3
130	но даже	1	3
131	не совсем	1	3
132	относится к	1	3
133	что это	1	3
134	в целом	2	3
135	думать что	2	3
136	мы чувствуем	3	3
137	во многих	1	3
138	при виде	1	3
139	не как	1	3
140	так например	1	3
141	могла бы	1	3
142	них не	1	3
143	на все	1	3
144	его в	1	3
145	это не	2	3
146	и тем	1	3
147	нечто общее	1	3
148	рядом с	2	3
149	далеко не	2	3
150	в эту	4	3
151	в этих	6	3
152	и при	1	3
153	ни было	1	3
154	в ней	4	3
155	и притом	1	3
156	языка и	1	3
157	те же	5	3
158	не с	1	3
159	том как	1	3
160	мы в	1	3
161	и вообще	1	3
162	от них	1	3
163	и во	4	3
164	в языке	2	3
165	которое мы	1	3
166	и у	2	3
167	одно из	3	3
168	не так	3	3
169	входят в	1	3
170	что на	1	3
171	что для	2	3
172	смысле этого	1	3
173	слова и	2	3
174	но это	3	3
175	и для	5	3
176	и от	3	3
177	и человек	1	3
178	и все	9	3
179	с ними	1	3
180	все что	2	3
181	как на	1	3
182	ли мы	1	2
183	предполагает что	1	2
184	самом деле	3	2
185	на самом	3	2
186	и есть	3	2
187	отношения к	1	2
188	с в	2	2
189	человеческой природы	1	2
190	не во	1	2
191	с его	3	2
192	тем как	1	2
193	по отношению	3	2
194	в общем	1	2
195	что во	1	2
196	его на	1	2
197	если на	1	2
198	все эти	8	2
199	в нашем	4	2
200	и тот	1	2
201	все слова	1	2
202	но на	1	2
203	всех этих	3	2
204	одной и	2	2
205	что ни	1	2
206	и по	1	2
207	на этом	2	2
208	одно и	1	2
209	но все	3	2
210	такого же	1	2
211	связанные с	3	2
212	в другом	3	2
213	например с	1	2
214	этого не	1	2
215	ни с	1	2
216	мы знаем	2	2
217	должно быть	1	2
218	они служат	1	2
219	на такие	1	2
220	и той	2	2
221	мы находим	3	2
222	но он	2	2
223	их в	3	2
224	для нее	1	2
225	тому что	1	2
226	и его	17	2
227	с теми	1	2
228	сказать что	3	2
229	самого начала	1	2
230	были и	1	2
231	но только	1	2
232	того чтобы	4	2
233	и весь	1	2
234	же время	6	2
235	во всем	3	2
236	у нас	4	2
237	превращается в	1	2
238	во все	3	2
239	как для	1	2
240	существует только	1	2
241	и это	2	2
242	оно может	1	2
243	больному месту	1	2
244	и образ	1	2
245	с каким	1	2
246	в собственном	1	2
247	в себя	1	2
248	с самого	1	2
249	на другом	1	2
250	что может	1	2
251	было в	1	2
252	и здесь	4	2
253	внимание на	1	2
254	нас в	2	2
255	к больному	1	2
256	это было	1	2
257	связь между	3	2
258	вообще и	1	2
