N	3gram	Bakhtin_fo_2	Komedia
1	до сих пор	2	9
2	в том что	3	9
3	для того чтобы	7	6
4	в свою очередь	1	6
5	в то же	4	4
6	о том что	1	4
7	то же время	4	4
8	с самого начала	1	4
9	о том как	3	3
10	с точки зрения	8	3
11	и т п	11	3
12	вместе с тем	1	3
13	в связи с	7	3
14	с одной стороны	1	3
15	то же самое	2	3
16	в этом случае	2	2
17	по сравнению с	1	2
18	что он не	1	2
19	наряду с этим	1	2
20	в этом отношении	2	2
21	только для того	1	2
22	то время как	1	2
23	в конце концов	1	2
24	обстоит дело с	1	2
25	с другой стороны	1	2
26	из того же	1	2
27	в то время	1	2
28	но все же	1	2
29	что и в	1	2
30	а мне больше	1	1
31	в частности о	1	1
32	в виду что	1	1
33	об этом свидетельствует	1	1
34	все это на	1	1
35	и для самого	1	1
36	равно как и	2	1
37	и чаще всего	1	1
38	имеем в виду	3	1
39	в том числе	3	1
40	под тем же	1	1
41	сих пор еще	1	1
42	на первый план	2	1
43	по существу не	1	1
44	мы еще вернемся	3	1
45	и в то	3	1
46	в отличие от	1	1
47	под открытым небом	1	1
48	могут быть лишь	1	1
49	каждом из них	2	1
50	в частности на	1	1
51	с этой точки	1	1
52	так как все	1	1
53	же что и	1	1
54	к себе и	1	1
55	того чтобы не	1	1
56	уже за пределами	1	1
57	здесь мы видим	1	1
58	таким образом и	1	1
59	но при этом	1	1
60	как бы в	1	1
61	к этому вопросу	1	1
62	этой точки зрения	1	1
63	в себе самом	1	1
64	в это же	1	1
65	можно сказать что	1	1
66	в отношении других	1	1
67	мы имеем в	2	1
68	не похож на	2	1
69	он так же	1	1
70	к тому что	1	1
71	друг от друга	2	1
72	на одном из	1	1
73	друг с другом	4	1
74	мы вернемся к	1	1
75	или вовсе не	1	1
76	и в этом	3	1
77	вовсе не является	1	1
78	человека и его	1	1
79	так как он	1	1
80	в этих условиях	1	1
81	и все его	1	1
82	в том же	4	1
83	том числе и	2	1
84	и т д	3	1
