N	3gram	Bakhtin_Pr_2	DiskursI
1	в отличие от	1	12
2	в данном случае	1	6
3	в том что	4	6
4	то же время	3	5
5	по отношению к	8	4
6	в этом отношении	2	4
7	в то же	3	4
8	не может быть	6	3
9	о том что	3	3
10	той или иной	3	3
11	и того же	1	2
12	в этом мире	1	2
13	как и всякое	1	2
14	подобно тому как	2	2
15	в этом случае	1	2
16	что же касается	1	2
17	с точки зрения	9	2
18	и не может	2	2
19	в наше время	1	2
20	и как бы	2	2
21	по природе своей	1	2
22	дело в том	1	2
23	в свое время	2	2
24	одного и того	1	2
25	в русской литературе	2	2
26	но прежде всего	1	1
27	в другом месте	1	1
28	в своих границах	1	1
29	в той или	2	1
30	прежде всего в	1	1
31	двух или нескольких	1	1
32	то есть по	1	1
33	строится на иной	1	1
34	в самом деле	3	1
35	же время и	1	1
36	к самому герою	1	1
37	друг от друга	2	1
38	с другой стороны	1	1
39	знает он не	1	1
40	жизни и смерти	7	1
41	тому как в	1	1
42	в той мере	1	1
43	не приводит к	1	1
44	и могут быть	1	1
45	не совпадает с	1	1
46	значимости то есть	1	1
47	что входит в	2	1
48	говорит об этом	1	1
49	на некоторое время	1	1
50	нет дела до	1	1
51	и в пределах	1	1
52	в равной степени	1	1
53	а не как	1	1
54	каждый из них	1	1
55	при всей их	1	1
56	мере в какой	1	1
57	и той же	1	1
58	могло бы стать	1	1
59	принципиально не может	1	1
60	в этом диалоге	2	1
61	и каждый из	1	1
62	в одном из	1	1
63	то есть в	8	1
64	имел место в	1	1
65	с самого начала	1	1
66	точки зрения автора	1	1
67	друг друга и	1	1
68	можно сказать что	2	1
69	в большинстве случаев	2	1
70	одно из которых	1	1
71	и не дает	1	1
72	в том числе	2	1
73	и следовательно с	1	1
74	одной и той	1	1
75	той мере в	1	1
76	тем не менее	1	1
77	особое отношение к	1	1
78	лицом к лицу	1	1
79	по крайней мере	2	1
80	в особое отношение	1	1
81	том числе и	2	1
82	то есть мы	1	1
83	который не был	1	1
84	он как бы	1	1
