N	3gram	Bakhtin_KF_1	Myslijsy
1	во всяком случае	1	7
2	в том что	2	7
3	и того же	1	6
4	в свою очередь	1	6
5	одного и того	1	6
6	тем не менее	2	5
7	не было бы	3	4
8	в том смысле	1	4
9	на то что	1	3
10	смысле этого слова	1	3
11	мы не можем	1	3
12	как бы ни	1	3
13	но во всяком	1	3
14	то все же	1	2
15	и может быть	2	2
16	там где оно	1	2
17	на самом деле	3	2
18	и во всех	1	2
19	между тем как	3	2
20	не в том	1	2
21	для того чтобы	1	2
22	то же время	2	2
23	само по себе	1	2
24	не может быть	11	2
25	но не в	1	2
26	в этом смысле	3	2
27	в то же	2	2
28	только тогда когда	1	2
29	один и тот	1	1
30	никогда бы не	1	1
31	потому что в	1	1
32	но только не	1	1
33	дело в том	1	1
34	его в себе	1	1
35	он имеет дело	1	1
36	если не исключительно	1	1
37	для нас как	1	1
38	что и для	1	1
39	то прежде всего	1	1
40	может быть только	7	1
41	оно должно быть	1	1
42	только в том	1	1
43	в этом единстве	1	1
44	бы то ни	2	1
45	но это не	1	1
46	и для него	2	1
47	в нем в	1	1
48	со всех сторон	1	1
49	и не в	1	1
50	вместе с тем	1	1
51	в том случае	1	1
52	и тем не	1	1
53	только в себе	1	1
54	для меня и	1	1
55	том смысле в	1	1
56	не имеем в	2	1
57	пространство и время	1	1
58	то ни было	2	1
59	все что есть	1	1
60	тот же с	1	1
61	во всех этих	2	1
62	не имеет места	1	1
63	во всех отношениях	2	1
64	в одном случае	1	1
65	того же лица	1	1
66	в сознании в	1	1
67	не для того	1	1
68	могла бы быть	3	1
69	и тот же	1	1
70	то что я	2	1
71	она могла бы	2	1
72	себя потому что	1	1
73	к другим и	1	1
74	стать в определенное	1	1
75	и как бы	1	1
76	не потому что	1	1
77	противоречит то что	1	1
78	и тем самым	1	1
79	что и в	1	1
80	вопрос о том	2	1
81	но все эти	3	1
82	не менее в	1	1
83	рядом с ними	1	1
84	мы говорим о	1	1
85	если бы не	1	1
86	не я и	1	1
87	в большинстве случаев	1	1
88	мог бы быть	1	1
89	не о том	1	1
90	и в этом	3	1
91	не только от	1	1
92	в себе в	1	1
