N	3gram	Losev_Prob_2	Narrotol
1	в том что	4	8
2	в данном случае	5	6
3	не только в	2	6
4	с одной стороны	5	5
5	о том что	14	4
6	тем не менее	12	4
7	в этом отношении	1	3
8	и представляет собой	1	3
9	в известном смысле	1	3
10	той или иной	1	3
11	того или иного	5	3
12	можно сказать что	3	3
13	в то же	4	3
14	на самом деле	2	2
15	подобно тому как	2	2
16	именно то что	1	2
17	но и в	3	2
18	и не может	1	2
19	точно так же	3	2
20	так же как	1	2
21	а в том	1	2
22	и тем самым	1	2
23	не только не	2	2
24	мысль о том	2	2
25	не может быть	3	2
26	на то чтобы	1	2
27	таким образом что	1	1
28	на том что	1	1
29	что иное как	3	1
30	не может не	1	1
31	одной стороны и	3	1
32	ни о чем	1	1
33	или хотя бы	2	1
34	в той или	1	1
35	сказать что он	1	1
36	в живой речи	1	1
37	иметь в виду	1	1
38	да и не	1	1
39	одним и тем	1	1
40	более или менее	4	1
41	относится и к	1	1
42	в самом деле	2	1
43	в этом смысле	5	1
44	я никак не	1	1
45	никак не может	2	1
46	свидетельствует о том	1	1
47	то же самое	5	1
48	в частности в	2	1
49	как раз и	4	1
50	в таком случае	10	1
51	хотя оно и	1	1
52	и в то	1	1
53	в зависимости от	1	1
54	в последние десятилетия	2	1
55	можно было бы	2	1
56	а с другой	1	1
57	и здесь мы	2	1
58	может быть только	2	1
59	до сих пор	4	1
60	настаивать на том	1	1
61	не могли бы	1	1
62	так или иначе	6	1
63	как говорится в	1	1
64	самом деле когда	1	1
65	то время как	1	1
66	что это за	1	1
67	здесь мы имеем	1	1
68	в противоречие с	1	1
69	и тем же	1	1
70	это прежде всего	1	1
71	на первый взгляд	1	1
72	и особенно в	1	1
73	ничего не знает	2	1
74	в том или	1	1
75	уж во всяком	2	1
76	в связи с	5	1
77	ее в качестве	1	1
78	во всяком случае	10	1
79	тем что они	1	1
80	на эту тему	2	1
81	смысла то есть	1	1
82	но уже не	2	1
83	не может существовать	1	1
84	отнюдь не означает	1	1
85	есть не что	3	1
86	о котором уже	1	1
87	а во время	1	1
88	в то время	1	1
89	так и в	1	1
90	то есть в	2	1
91	не все что	1	1
92	но и не	2	1
93	не что иное	3	1
94	пока еще не	4	1
95	для того чтобы	2	1
96	том или ином	2	1
97	обратим внимание на	1	1
98	является не только	1	1
