N	3gram	Tiupa_Narr_1	Psycholo
1	в самом деле	2	18
2	на то что	2	12
3	в том что	5	11
4	и в самом	1	10
5	с точки зрения	1	9
6	то же самое	2	8
7	для того чтобы	3	8
8	в сущности говоря	1	7
9	до сих пор	2	5
10	с одной стороны	1	5
11	с другой стороны	1	5
12	и т д	1	4
13	как если бы	2	3
14	и то что	1	3
15	о том что	2	3
16	речь идет о	3	3
17	если бы она	1	2
18	на самом деле	1	2
19	как мы увидим	1	2
20	и та же	1	2
21	только то что	1	2
22	не то что	1	2
23	одно и то	2	2
24	в данном случае	8	2
25	может быть не	2	2
26	и как бы	1	2
27	и то же	2	2
28	во всяком случае	2	2
29	что у него	1	2
30	мы не можем	1	2
31	в свою очередь	2	2
32	к тому что	1	2
33	мы увидим впоследствии	1	2
34	как мы видели	1	2
35	того о чем	1	1
36	ни о каких	1	1
37	но все же	1	1
38	перед нами совершенно	1	1
39	и столь же	1	1
40	потому что в	1	1
41	более или менее	1	1
42	это все равно	1	1
43	внимание на то	2	1
44	что для него	1	1
45	все та же	1	1
46	он не может	1	1
47	в ней есть	1	1
48	как и все	1	1
49	в зависимости от	2	1
50	в отличие от	2	1
51	в том случае	1	1
52	в этом отношении	3	1
53	что не только	1	1
54	в том именно	1	1
55	заключает в себе	2	1
56	этот второй смысл	1	1
57	может быть и	1	1
58	она может быть	1	1
59	том случае если	1	1
60	еще при жизни	1	1
61	той же мере	1	1
62	действующих лиц что	1	1
63	в той же	1	1
64	состоит в том	2	1
65	как один из	1	1
66	в этом месте	2	1
67	а с другой	1	1
68	как и на	1	1
69	и о его	1	1
70	одна и та	1	1
71	то же слово	1	1
72	если бы перед	1	1
73	самом деле в	1	1
74	бросается в глаза	1	1
75	один и тот	1	1
76	не мог бы	1	1
77	и все же	2	1
78	здесь не только	1	1
79	и о каждом	1	1
80	свое отражение в	1	1
81	ему что он	1	1
82	можно сказать что	2	1
83	но и не	1	1
84	которая состоит в	1	1
85	не оказывается и	1	1
86	не может быть	4	1
87	и как будто	1	1
88	подобно тому как	3	1
89	бы перед нами	1	1
90	к тому же	5	1
91	и тот же	1	1
92	как раз в	2	1
