N	3gram	Bakhtin_Fr_3	Otkroven
1	для того чтобы	3	3
2	и в этом	1	2
3	не может быть	2	2
4	как и все	3	2
5	но и в	2	2
6	смысле этого слова	1	1
7	в другом месте	1	1
8	в обычном смысле	1	1
9	как будто бы	1	1
10	по сравнению с	2	1
11	в строгом смысле	1	1
12	говорят о том	1	1
13	прежде всего в	1	1
14	том что в	1	1
15	в одном месте	2	1
16	обычном смысле слова	1	1
17	о том как	1	1
18	этого мира в	1	1
19	между этими двумя	1	1
20	и не может	1	1
21	во всяком случае	1	1
22	даже и в	1	1
23	само по себе	1	1
24	он и не	1	1
25	о том что	2	1
26	в этом отношении	2	1
27	и в самом	1	1
28	и прежде всего	3	1
29	в том что	1	1
30	но и ее	1	1
31	принято думать что	1	1
32	не так как	1	1
33	уже указывали на	1	1
34	все что было	1	1
35	бы и не	1	1
36	вместо того чтобы	1	1
37	и все что	2	1
38	как и в	2	1
