N	3gram	Potebnia_M_4	Marksizm
1	с точки зрения	3	13
2	не может быть	5	10
3	по отношению к	8	8
4	то же время	3	8
5	в то же	3	8
6	в связи с	1	7
7	для того чтобы	4	6
8	в том что	7	6
9	то же самое	4	5
10	может быть и	1	5
11	с самого начала	1	5
12	в свою очередь	1	5
13	в большинстве случаев	2	5
14	смысле этого слова	1	4
15	и того же	1	4
16	на самом деле	3	4
17	одного и того	1	4
18	и не может	1	3
19	в таком случае	2	3
20	до сих пор	4	3
21	и не в	1	3
22	с одной стороны	1	3
23	о том что	5	3
24	к тому что	1	3
25	а не в	1	2
26	одним и тем	1	2
27	но и в	1	2
28	не было бы	1	2
29	по крайней мере	5	2
30	и тем же	1	2
31	во всяком случае	3	2
32	все более и	2	2
33	до настоящего времени	1	2
34	язык не есть	1	2
35	на то что	4	2
36	более и более	2	2
37	только в этом	1	2
38	в процессе его	1	2
39	что иное как	2	1
40	а следовательно и	1	1
41	может быть объяснено	1	1
42	дело в том	1	1
43	в слове и	1	1
44	в том числе	1	1
45	в этом случае	5	1
46	же касается до	1	1
47	в живой речи	1	1
48	если не исключительно	1	1
49	значения данного слова	1	1
50	если бы слово	1	1
51	по мере приближения	1	1
52	до известной степени	2	1
53	сам по себе	4	1
54	сами по себе	2	1
55	в той же	1	1
56	к которым мы	1	1
57	которое рано или	1	1
58	что все эти	1	1
59	а может быть	1	1
60	несколько слов об	2	1
61	в этом отношении	1	1
62	в одном направлении	1	1
63	том числе и	1	1
64	рано или поздно	2	1
65	с ними в	1	1
66	так или иначе	2	1
67	ясно также что	1	1
68	но тем не	2	1
69	если же мы	1	1
70	слов об отношении	1	1
71	же самое что	1	1
72	в различных языках	2	1
73	отношению к нему	1	1
74	на родном языке	1	1
75	тем не менее	4	1
76	не могут быть	2	1
77	в определении этих	1	1
78	говорящего и слушающего	1	1
79	само по себе	5	1
80	при этом мы	1	1
81	оно могло бы	1	1
82	с другой стороны	1	1
83	и в том	2	1
84	мы видели что	1	1
85	связи с другими	1	1
86	однако не все	1	1
87	языка таким образом	1	1
88	в переносном смысле	2	1
89	таким образом в	1	1
90	можно ответить на	1	1
91	никогда не может	1	1
92	даже и в	1	1
93	бы это было	1	1
94	тесной связи с	1	1
95	всего того что	1	1
96	только одно слово	1	1
97	с тем что	4	1
98	если бы в	1	1
99	и тем более	1	1
100	не что иное	2	1
101	в душе слушающего	1	1
102	не менее в	1	1
103	не было в	2	1
104	можно сказать что	4	1
105	бы они ни	1	1
106	друг от друга	1	1
107	конечно не в	1	1
108	быть не может	1	1
109	мере приближения к	1	1
110	лицом к лицу	1	1
111	так и из	1	1
112	как и в	1	1
113	можем сказать что	2	1
114	же самое слово	1	1
