N	3gram	Voloshinov_1	KulturaY
1	в том что	1	10
2	можно было бы	1	9
3	с точки зрения	5	8
4	для того чтобы	7	8
5	в самом деле	1	7
6	с другой стороны	1	7
7	только потому что	2	6
8	по крайней мере	1	6
9	само по себе	1	5
10	тем не менее	1	5
11	в зависимости от	5	4
12	не только в	3	4
13	не может быть	2	4
14	в этом отношении	2	3
15	в конце концов	3	3
16	в связи с	2	3
17	то же время	7	3
18	в то же	9	3
19	не говоря уже	1	2
20	на самом деле	3	2
21	но даже и	1	2
22	тем самым мы	1	2
23	в этом случае	3	2
24	хотя бы и	1	2
25	на этот вопрос	1	2
26	то или иное	4	2
27	вместе с тем	2	2
28	в нашем смысле	1	2
29	тем что он	1	2
30	что это так	1	2
31	по себе не	1	2
32	все же и	1	2
33	в свою очередь	4	2
34	того или иного	5	2
35	таких словах как	1	2
36	в конечном счете	1	2
37	но все же	2	2
38	можно сказать что	2	2
39	но в том	1	2
40	было бы говорить	1	1
41	если бы нам	1	1
42	в голову не	2	1
43	отнюдь не только	1	1
44	иметь в виду	1	1
45	чуть ли не	2	1
46	прежде всего в	3	1
47	которое не было	1	1
48	имеет первостепенное значение	1	1
49	в том и	1	1
50	в самом широком	1	1
51	свое выражение в	1	1
52	должен был бы	1	1
53	и в голову	1	1
54	в области грамматики	1	1
55	и не только	2	1
56	это дает нам	1	1
57	до сих пор	1	1
58	уже в самой	1	1
59	тот или иной	1	1
60	речь может быть	1	1
61	не было бы	2	1
62	поставить иной вопрос	1	1
63	еще не слова	1	1
64	одном и том	1	1
65	и той же	2	1
66	и в области	2	1
67	мы приходим к	1	1
68	в наши дни	1	1
69	в каких бы	1	1
70	в самом ли	1	1
71	не слова в	1	1
72	бы нам удалось	1	1
73	связанных с ними	1	1
74	в таких словах	1	1
75	в значительной степени	2	1
76	в руки перо	1	1
77	самом ли деле	1	1
78	мы не знаем	2	1
79	смысле этого слова	2	1
80	и том же	1	1
81	зависимости от того	2	1
82	и здесь мы	1	1
83	с помощью которого	1	1
84	по сравнению с	1	1
85	если и не	1	1
86	ни на минуту	1	1
87	на это мы	1	1
88	в виду что	1	1
89	на вопросе о	1	1
90	но не только	1	1
91	мы перестаем понимать	1	1
92	не должно быть	2	1
93	но в этой	1	1
94	вследствие того что	1	1
95	что же такое	2	1
96	всегда носит характер	1	1
97	в одном и	1	1
98	есть не что	2	1
99	так как и	1	1
100	но для того	3	1
101	хотя бы на	1	1
102	то что мы	4	1
103	как и в	1	1
104	связи с этим	2	1
105	в качестве одного	1	1
106	о том что	2	1
107	не забудем что	3	1
108	и никогда не	1	1
109	с самого начала	4	1
110	в ресторане в	1	1
111	новое слово которое	1	1
112	придется еще говорить	1	1
113	того чтобы не	1	1
114	что иное как	2	1
115	и тому подобное	2	1
116	в большинстве случаев	1	1
117	с течением времени	1	1
118	к тому что	2	1
119	одной и той	2	1
120	не что иное	2	1
121	тех или иных	3	1
122	самом широком смысле	1	1
123	что же представляет	1	1
124	только тогда когда	1	1
125	не должен быть	1	1
126	как мы видели	3	1
127	же и здесь	1	1
