N	3gram	Tiupa_Anal_1	FransuaR
1	в то же	8	6
2	то же время	6	6
3	с точки зрения	4	5
4	не только в	1	5
5	но и в	2	4
6	до сих пор	1	4
7	не может быть	16	4
8	но прежде всего	1	3
9	в этом отношении	2	3
10	но в то	2	3
11	с одной стороны	3	3
12	в большей или	1	3
13	или меньшей степени	1	3
14	в свое время	2	3
15	о том что	3	3
16	большей или меньшей	4	3
17	с другой стороны	2	3
18	о мире и	1	3
19	имеем в виду	1	2
20	в собственном смысле	1	2
21	смысл и значение	1	2
22	во всяком случае	1	2
23	включает в себя	1	2
24	подобно тому как	3	2
25	в художественном творчестве	1	1
26	прежде всего в	1	1
27	это означает что	2	1
28	по отношению к	5	1
29	в этом последнем	1	1
30	также и в	1	1
31	в том же	1	1
32	как если бы	1	1
33	том же году	1	1
34	и не может	4	1
35	ни в коем	2	1
36	и та же	1	1
37	на что не	1	1
38	так как если	1	1
39	на самом же	1	1
40	начало и конец	1	1
41	и той же	1	1
42	именно в этом	2	1
43	в коем случае	2	1
44	не подлежит никакому	1	1
45	все эти три	1	1
46	еще раз что	1	1
47	в том чтобы	7	1
48	далеко не всегда	2	1
49	в художественном произведении	1	1
50	и тот же	1	1
51	друг с другом	1	1
52	ни на что	1	1
53	не могут быть	2	1
54	только в его	1	1
55	одна и та	1	1
56	самом деле в	1	1
57	один и тот	1	1
58	может быть ничего	1	1
59	того или иного	3	1
60	во всех своих	1	1
61	на точку зрения	1	1
62	но никто не	1	1
63	выходит за пределы	1	1
64	самом же деле	1	1
65	или во всяком	1	1
66	мы имеем в	1	1
67	в какой-то степени	1	1
68	одной и той	1	1
69	для того чтобы	3	1
70	в себе в	1	1
71	в том что	9	1
72	как и в	1	1
73	только тогда когда	1	1
