N	2gram	Losev_Prob_4	Narrotol
1	не только	24	31
2	но и	14	27
3	и не	28	23
4	при этом	6	19
5	может быть	9	15
6	в качестве	10	14
7	в частности	2	14
8	как и	6	13
9	а не	7	13
10	а в	4	13
11	в этом	9	12
12	только в	23	12
13	и в	20	11
14	в данном	6	11
15	и его	10	10
16	такого рода	7	10
17	то есть	27	9
18	времени и	4	9
19	то что	15	9
20	то же	7	8
21	не может	5	8
22	данном случае	5	8
23	в том	20	8
24	уже не	5	8
25	в рассказе	1	8
26	но в	8	7
27	том что	12	7
28	если бы	8	7
29	у него	1	7
30	и он	2	6
31	в самом	2	6
32	не в	13	6
33	в этой	4	6
34	в себе	12	6
35	тому же	2	6
36	об этом	6	6
37	к тому	3	6
38	одного из	1	6
39	в его	3	6
40	как бы	4	6
41	как раз	4	6
42	или в	5	6
43	и пространстве	1	6
44	а также	6	6
45	жизни и	5	6
46	и на	3	5
47	той или	14	5
48	перед нами	13	5
49	так и	10	5
50	точки зрения	14	5
51	в своей	4	5
52	тем самым	4	5
53	потому что	15	5
54	можно сказать	5	5
55	столь же	2	5
56	то в	2	4
57	на себя	1	4
58	еще не	7	4
59	истории в	1	4
60	с его	2	4
61	но не	5	4
62	как в	5	4
63	все же	2	4
64	хотя и	5	4
65	из этих	1	4
66	в нем	5	4
67	в принципе	1	4
68	из них	3	4
69	по себе	11	4
70	и тем	7	4
71	в одном	4	4
72	вплоть до	3	4
73	в то	4	4
74	того чтобы	2	4
75	никогда не	1	4
76	в сознании	3	4
77	в ней	7	4
78	о том	5	4
79	внимание на	1	4
80	к нему	3	4
81	в литературе	2	4
82	того что	1	4
83	для него	3	4
84	или иной	13	4
85	прежде всего	11	4
86	о чем	1	4
87	однако и	1	4
88	в третьем	1	4
89	как известно	1	3
90	также и	13	3
91	и то	2	3
92	самом деле	3	3
93	едва ли	10	3
94	мы имеем	6	3
95	мы не	7	3
96	но как	3	3
97	в своем	3	3
98	и как	3	3
99	в целом	1	3
100	в нашем	12	3
101	но именно	2	3
102	он не	2	3
103	для того	3	3
104	и с	7	3
105	это не	7	3
106	начала и	1	3
107	в жизни	3	3
108	не всегда	1	3
109	и конец	1	3
110	и ее	4	3
111	тем не	10	3
112	однако в	2	3
113	не менее	10	3
114	но они	2	3
115	как будто	11	3
116	у нас	14	3
117	и о	5	3
118	когда в	1	3
119	о ней	1	3
120	что он	8	3
121	не говорит	1	3
122	именно в	7	3
123	начало и	1	3
124	не было	3	3
125	как это	3	3
126	исходя из	1	3
127	в начале	3	3
128	но для	1	3
129	это уже	3	3
130	не является	10	3
131	не существует	5	3
132	и все	8	3
133	жизни а	1	3
134	что в	3	3
135	тем же	1	2
136	в зависимости	3	2
137	иным как	2	2
138	и для	4	2
139	не вполне	2	2
140	ему в	2	2
141	зависимости от	3	2
142	и самого	1	2
143	между собой	2	2
144	в чем	2	2
145	если в	1	2
146	во сне	1	2
147	отнюдь не	10	2
148	в той	8	2
149	так называемая	2	2
150	своей матери	1	2
151	них как	1	2
152	в известном	2	2
153	на то	1	2
154	в случае	1	2
155	о смерти	1	2
156	и еще	1	2
157	и вот	1	2
158	одно и	1	2
159	человека в	3	2
160	не будет	2	2
161	а его	2	2
162	это было	2	2
163	для них	2	2
164	также не	1	2
165	все равно	3	2
166	тот самый	1	2
167	этого не	2	2
168	он и	1	2
169	жизни но	1	2
170	и тогда	2	2
171	в этих	5	2
172	в войне	1	2
173	человеческого сознания	2	2
174	сих пор	1	2
175	войне и	1	2
176	в повести	1	2
177	в обоих	2	2
178	не имеет	4	2
179	дело в	2	2
180	и сама	3	2
181	дело не	3	2
182	казалось бы	3	2
183	ничего не	1	2
184	такова что	1	2
185	этих двух	1	2
186	и мире	1	2
187	и является	3	2
188	и после	1	2
189	связи с	3	2
190	к жизни	1	2
191	ни о	4	2
192	же самое	6	2
193	они и	2	2
194	как мы	3	2
195	с ее	2	2
196	свою очередь	1	2
197	здесь не	7	2
198	другой стороны	6	2
199	в пределах	2	2
200	сознания которая	1	2
201	что может	1	2
202	особенно в	1	2
203	с ним	4	2
204	имеем дело	3	2
205	никак не	4	2
206	до сих	1	2
207	с другой	7	2
208	нас в	1	2
209	тем или	1	2
210	и только	4	2
211	же в	4	2
212	известном смысле	1	2
213	идет по	1	2
214	с ними	2	2
215	дело с	2	2
216	всяком случае	4	2
217	они могут	2	2
218	который в	1	2
219	себя в	2	2
220	только на	2	2
221	до конца	1	2
222	сами по	2	2
223	в конце	2	2
224	не о	1	2
225	друг друга	2	2
226	мы можем	3	2
227	и даже	9	2
228	в области	3	2
229	в результате	8	2
230	она в	2	2
231	и притом	2	2
232	что не	4	2
233	человеческой жизни	5	2
234	что мы	3	2
235	если не	3	2
236	вместе с	5	2
237	к его	3	2
238	по своим	1	2
239	по своему	6	2
240	да и	5	2
241	быть и	1	2
242	сердце у	1	2
243	в связи	3	2
244	и от	6	2
245	не подлежит	1	2
246	в году	1	2
247	тот кто	1	2
248	но зато	1	2
249	сливаются в	3	2
250	хотя бы	7	2
251	только что	2	2
252	исключительно в	1	2
253	жизни в	2	2
254	в романе	1	2
255	между ними	1	2
256	сказать что	7	2
257	в свою	1	2
258	чем иным	2	2
259	и будущего	1	2
260	в таком	6	2
261	во всяком	8	2
262	без этих	1	1
263	и наиболее	1	1
264	как все	1	1
265	говоря о	1	1
266	и т	4	1
267	одним из	1	1
268	о каких	2	1
269	же как	1	1
270	чтобы не	2	1
271	не знаем	1	1
272	сам по	6	1
273	в эстетике	1	1
274	на самом	5	1
275	только потому	1	1
276	это и	4	1
