N	2gram	Bakhtin_Fr_1	Psycholo
1	то что	3	37
2	и в	65	30
3	в том	16	27
4	что в	3	24
5	потому что	5	23
6	том что	6	21
7	того чтобы	1	20
8	для того	1	20
9	как бы	22	19
10	на то	1	17
11	что он	3	17
12	не только	10	16
13	в этом	15	14
14	в самом	4	14
15	то есть	45	13
16	как раз	3	13
17	в сущности	16	12
18	с одной	2	12
19	одной стороны	2	12
20	может быть	6	11
21	что мы	2	11
22	как на	1	11
23	о том	2	10
24	никогда не	6	9
25	так как	6	9
26	с другой	3	9
27	не может	3	9
28	сказать что	6	9
29	самом деле	3	8
30	мы имеем	1	8
31	на деле	1	8
32	при этом	6	8
33	не в	4	8
34	к тому	2	8
35	и это	2	8
36	того что	2	8
37	мы видим	2	8
38	а не	1	8
39	могут быть	2	8
40	то же	1	7
41	но не	2	7
42	все же	6	7
43	и как	1	7
44	в нем	13	7
45	точки зрения	7	7
46	по себе	1	7
47	в основе	8	7
48	этих двух	2	7
49	совершенно прав	1	7
50	как это	1	7
51	мы уже	12	6
52	в своем	8	6
53	говорит что	1	6
54	и если	1	6
55	на этом	1	6
56	что все	1	6
57	как и	5	6
58	что с	1	6
59	у шекспира	3	6
60	и его	10	6
61	в совершенно	1	6
62	или в	2	6
63	и здесь	3	6
64	уже в	1	6
65	тем что	1	6
66	но и	10	6
67	именно в	1	6
68	и не	22	6
69	и для	2	6
70	совершенно не	4	6
71	жизни и	7	6
72	в искусстве	3	6
73	еще не	6	5
74	в себе	3	5
75	в целом	2	5
76	в этой	4	5
77	было бы	1	5
78	рядом с	5	5
79	несмотря на	2	5
80	был бы	1	5
81	сих пор	4	5
82	как мы	6	5
83	но в	14	5
84	сводится к	1	5
85	искусства и	6	5
86	один из	1	5
87	только в	7	5
88	до сих	4	5
89	и потому	10	5
90	бы в	1	5
91	другой стороны	1	5
92	в своих	5	5
93	в виду	3	4
94	в ней	6	4
95	и к	4	4
96	мы говорили	1	4
97	в основу	1	4
98	в них	5	4
99	в своей	5	4
100	не могли	1	4
101	из которых	1	4
102	и именно	2	4
103	у нас	1	4
104	мы найдем	2	4
105	действия и	1	4
106	на примере	1	4
107	в его	9	4
108	этот вопрос	2	4
109	только на	2	4
110	в конце	1	4
111	от того	2	4
112	говорит о	1	4
113	прежде всего	11	4
114	которых мы	1	4
115	там где	1	4
116	уже давно	1	4
117	в частности	5	4
118	о чем	1	4
119	искусства как	1	4
120	в результате	1	4
121	от него	2	4
122	и все	5	4
123	в их	4	3
124	по его	3	3
125	смотреть на	1	3
126	мы не	1	3
127	и на	11	3
128	первый план	1	3
129	в ее	3	3
130	он говорит	1	3
131	как в	5	3
132	и наконец	2	3
133	в которой	1	3
134	из этих	2	3
135	на его	2	3
136	он не	2	3
137	так например	2	3
138	можно было	1	3
139	человека в	1	3
140	об этом	1	3
141	это не	3	3
142	и уже	1	3
143	в этих	2	3
144	но он	1	3
145	и вся	1	3
146	вовсе не	18	3
147	одна из	1	3
148	он только	1	3
149	этом отношении	3	3
150	с другом	1	3
151	не могут	3	3
152	что при	1	3
153	и говорит	1	3
154	так в	1	3
