N	4gram	Bakhtin_Fr_2	formyVre
1	в то же время	6	4
2	как мы уже сказали	1	3
3	мы имеем в виду	1	2
4	и в то же	2	2
5	одна и та же	1	2
6	еды и питья и	1	2
7	мы еще вернемся в	1	2
8	на протяжении всего романа	1	2
9	мы еще вернемся к	1	1
10	мы уже говорили что	1	1
11	и др все эти	1	1
12	все же в них	1	1
13	рабле гаргантюа и пантагрюэль	1	1
14	до сих пор еще	2	1
15	для него существует только	1	1
16	но все же в	1	1
17	о высокой оценке рабле	1	1
18	мы уже говорили о	1	1
19	брата жана и панурга	1	1
20	но в то же	3	1
21	все более и более	1	1
22	в фабльо и шванках	1	1
23	эпизод пребывания эпистемона в	1	1
24	у рабле не только	1	1
25	как мы уже говорили	2	1
