N	3gram	Vinokur_St_2	Myslijsy
1	по отношению к	1	8
2	в том что	16	7
3	в этом случае	1	5
4	о том что	11	5
5	а между тем	1	4
6	до сих пор	5	4
7	и т п	3	4
8	с тем что	2	4
9	сам по себе	1	4
10	и в этом	2	4
11	на то что	2	4
12	для того чтобы	5	4
13	тем не менее	2	4
14	на самом деле	1	3
15	внимание на то	1	3
16	с точки зрения	2	3
17	вместе с тем	5	3
18	не то что	1	3
19	во всяком случае	3	3
20	и т д	6	3
21	то же время	1	3
22	не только не	2	3
23	в то же	1	3
24	только потому что	2	2
25	в том же	2	2
26	сами по себе	2	2
27	в том смысле	2	2
28	то что в	2	2
29	на этот вопрос	1	2
30	в данном случае	1	2
31	так или иначе	1	2
32	не в том	2	2
33	и в том	1	2
34	после того как	4	2
35	вопрос о том	3	2
36	обратить внимание на	4	2
37	том смысле что	1	1
38	в которой все	1	1
39	что же касается	1	1
40	таким образом уже	1	1
41	это похоже на	1	1
42	дело в том	4	1
43	одним и тем	1	1
44	в настоящее время	1	1
45	в том числе	1	1
46	так что в	1	1
47	тем фактом что	1	1
48	в виду что	1	1
49	ответить на вопрос	1	1
50	не имеет никакого	1	1
51	в этом отношении	9	1
52	следующее место из	1	1
53	виде в каком	1	1
54	заметить что человек	1	1
55	точно так же	1	1
56	большую роль в	1	1
57	и др в	1	1
58	из нее то	1	1
59	уже после того	2	1
60	в это время	2	1
61	ничего общего с	1	1
62	и сами по	1	1
63	и тем же	1	1
64	достаточно для того	2	1
65	нее то что	1	1
66	в связи с	1	1
67	без всякого внимания	1	1
68	в свою очередь	1	1
69	таким образом при	1	1
70	еще до ее	1	1
71	не только к	1	1
72	друг к другу	1	1
73	с другой стороны	3	1
74	в свое время	1	1
75	в той же	1	1
76	всякого внимания к	1	1
77	в сочетание с	1	1
78	таким образом в	1	1
79	иметь в виду	3	1
80	языка с другой	1	1
81	заключается в том	1	1
82	в то время	1	1
83	в том чтобы	1	1
84	и вместе с	1	1
85	и в отдельных	1	1
86	что у меня	1	1
87	в одном из	3	1
88	и все это	1	1
89	с самого начала	3	1
90	следует обратить внимание	1	1
91	как бы ни	1	1
92	в связь с	1	1
93	в ту же	1	1
94	речь идет о	3	1
95	не будет иметь	1	1
96	не представляется возможным	2	1
97	судить о том	1	1
98	во второй половине	1	1
99	и быть не	1	1
100	в примечании к	1	1
101	к тому что	5	1
102	иначе и быть	1	1
103	дело не в	1	1
104	или лучше сказать	2	1
105	как бы он	1	1
