N	3gram	Potebnia_M_4	Formalny
1	с точки зрения	3	13
2	в настоящее время	1	10
3	то же время	3	8
4	в то же	3	8
5	и т д	3	8
6	на самом деле	3	6
7	до сих пор	4	6
8	в свою очередь	1	6
9	не может быть	5	5
10	по отношению к	8	4
11	с одной стороны	1	4
12	во всяком случае	3	4
13	и т п	4	4
14	может быть и	1	3
15	смысле этого слова	1	3
16	как бы ни	1	3
17	нет и не	1	2
18	и не в	1	2
19	и не может	1	2
20	сами по себе	2	2
21	в большинстве случаев	2	2
22	в том чтобы	1	2
23	и в этом	4	2
24	в связи с	1	2
25	все более и	2	2
26	более и более	2	2
27	из виду что	1	2
28	мы не можем	3	2
29	до настоящего времени	1	2
30	не только не	3	2
31	друг от друга	1	2
32	от действительности в	1	1
33	ничего общего с	1	1
34	что перед нами	1	1
35	как один из	1	1
36	упуская из виду	1	1
37	нее как на	1	1
38	же время и	1	1
39	прямой зависимости от	1	1
40	не выходя за	1	1
41	в том и	2	1
42	а не из	1	1
43	смысле можно говорить	1	1
44	если же он	1	1
45	хотя бы и	2	1
46	можно говорить о	1	1
47	в том что	7	1
48	но и в	1	1
49	в этом отношении	1	1
50	в слове в	1	1
51	том числе и	1	1
52	к тому чтобы	1	1
53	оно еще не	1	1
54	со всех сторон	1	1
55	вместе с тем	3	1
56	в это время	1	1
57	роль в истории	1	1
58	на нее как	1	1
59	в данном случае	2	1
60	из себя как	1	1
61	еще не было	1	1
62	и как бы	2	1
63	к делу не	1	1
64	и потому не	1	1
65	так или иначе	2	1
66	чтобы понять что	1	1
67	а не как	1	1
68	с другой стороны	1	1
69	и в том	2	1
70	все то что	1	1
71	между тем как	2	1
72	именно в том	1	1
73	иначе как в	1	1
74	в той же	1	1
75	существует независимо от	1	1
76	и здесь основная	1	1
77	до тех пор	6	1
78	от того что	3	1
79	всего того что	1	1
80	и до сих	2	1
81	с самого начала	1	1
82	не менее в	1	1
83	заключается в том	1	1
84	в том числе	1	1
85	к тому что	1	1
86	мы замечаем что	1	1
87	тем не менее	4	1
88	то же что	1	1
89	что и в	2	1
90	что он в	1	1
91	мы различаем в	1	1
