N	2gram	Losev_Vlad_1	slovoVRo
1	и в	31	41
2	в нем	4	30
3	и т	2	28
4	то есть	3	26
5	во всех	1	17
6	не только	24	16
7	и не	17	16
8	точки зрения	2	16
9	но и	19	16
10	а не	1	15
11	то же	6	14
12	и на	3	14
13	в то	8	14
14	и его	7	14
15	может быть	6	14
16	не может	6	14
17	в его	12	13
18	в этом	14	12
19	до конца	1	12
20	же время	4	12
21	так и	6	11
22	себя в	4	9
23	все эти	3	9
24	таким образом	3	9
25	языков и	1	9
26	как в	3	8
27	но в	12	8
28	на его	3	8
29	как мы	9	8
30	в особенности	4	8
31	или в	1	8
32	прежде всего	1	8
33	отношение к	3	7
34	все же	3	7
35	в своей	4	7
36	не в	5	7
37	вовсе не	5	7
38	с ним	5	7
39	во всяком	2	7
40	того же	6	6
41	при этом	2	6
42	это не	1	6
43	в них	2	6
44	к своему	3	6
45	в отношении	3	6
46	только в	9	6
47	и даже	15	6
48	по своим	3	6
49	а в	9	6
50	отношении к	1	6
51	и к	6	5
52	в самом	2	5
53	он в	3	5
54	так сказать	1	5
55	т д	2	5
56	с другими	1	5
57	далеко не	1	5
58	всяком случае	2	5
59	все это	5	5
60	со своим	5	5
61	и мир	1	5
62	к нему	4	5
63	как его	1	5
64	с другой	3	5
65	ту же	1	4
66	одним из	2	4
67	поэзии и	1	4
68	в ней	1	4
69	еще не	2	4
70	с его	11	4
71	за пределы	3	4
72	в которой	4	4
73	не как	1	4
74	в каждом	1	4
75	и с	14	4
76	лишь в	2	4
77	на почве	1	4
78	как и	4	4
79	в их	1	4
80	том же	1	4
81	и для	2	4
82	с ее	1	4
83	ничего не	3	4
84	о нем	7	4
85	один из	4	4
86	ли он	1	4
87	с одной	1	4
88	одной стороны	1	4
89	и все	4	4
90	и потому	6	4
91	и от	5	4
92	кроме того	7	4
93	известной степени	1	4
94	и часто	1	4
95	другой стороны	3	4
96	также и	10	3
97	почти всегда	1	3
98	в своем	4	3
99	более или	3	3
100	момент его	1	3
101	из этих	2	3
102	выражение в	1	3
103	в себе	4	3
104	и сам	6	3
105	и почти	2	3
106	было бы	2	3
107	он не	10	3
108	или менее	3	3
109	от его	1	3
110	которые в	1	3
111	на всю	2	3
112	она не	1	3
113	нем в	1	3
114	не могло	1	3
115	следовательно и	1	3
116	никогда не	9	3
117	в разных	1	3
118	произведения как	1	3
119	и здесь	3	3
120	не могут	1	3
121	в других	1	3
122	к тому	3	3
123	смысле в	1	3
124	образом в	2	3
125	о том	11	3
126	и во	1	3
127	того что	2	3
128	в том	11	3
129	в качестве	6	3
130	конечно не	2	3
131	и других	2	3
132	из них	2	3
133	для него	7	3
134	так как	8	3
135	друг друга	1	3
136	у него	15	3
137	именно в	1	3
138	в свою	1	3
139	не было	5	3
140	в истории	4	3
141	не были	2	3
142	в данном	1	3
143	по существу	2	3
144	с этой	1	3
145	в основном	1	3
146	в результате	2	3
147	хотя бы	2	3
148	одной из	2	3
149	с ними	2	3
150	из этого	2	3
151	в свое	5	3
152	на самом	1	2
153	к своей	2	2
154	то в	1	2
155	в котором	6	2
156	мы уже	7	2
157	той же	2	2
158	мы не	1	2
159	время как	1	2
160	мы и	4	2
161	свою очередь	1	2
162	и то	10	2
163	столь же	1	2
164	по своему	3	2
165	но не	3	2
166	и речи	3	2
167	что они	3	2
168	без другого	1	2
169	как к	2	2
170	хотя и	4	2
171	в целом	3	2
172	и те	1	2
173	не могла	1	2
174	время и	2	2
175	том и	1	2
176	и по	8	2
177	на этом	2	2
178	всех своих	1	2
179	одно и	1	2
180	не из	2	2
181	те же	1	2
182	слов о	1	2
183	на ту	2	2
184	на все	2	2
185	и непосредственное	1	2
186	всю его	1	2
187	и единственным	1	2
188	для них	1	2
189	нисколько не	2	2
190	том что	14	2
191	в этих	1	2
192	и той	1	2
193	но он	5	2
194	без всяких	1	2
195	уже сказали	2	2
196	вместе со	1	2
197	даже в	2	2
198	тому что	1	2
199	в атмосфере	1	2
200	xviii века	1	2
201	эта внутренняя	1	2
202	дело не	2	2
203	из него	1	2
204	для нас	4	2
205	ему не	1	2
206	у нас	6	2
207	на протяжении	1	2
208	всегда в	1	2
209	правда не	1	2
210	и о	2	2
211	же тему	1	2
212	то время	2	2
213	так в	1	2
214	роль в	1	2
215	не с	1	2
216	и вообще	4	2
217	одного из	1	2
218	можно сказать	6	2
219	а также	5	2
220	нас в	1	2
221	жизни но	1	2
222	и одновременно	1	2
223	здесь не	3	2
224	и тем	1	2
225	нас здесь	1	2
226	так что	10	2
227	связи с	1	2
228	он их	1	2
229	уже не	3	2
230	и у	4	2
231	только на	3	2
232	в виде	3	2
233	от других	1	2
234	в известной	1	2
235	в одном	1	2
236	с этими	3	2
237	для того	2	2
238	в последние	1	2
239	в другой	1	2
240	не есть	1	2
241	а с	5	2
242	с которым	2	2
243	жизнь в	2	2
244	между этими	1	2
245	знает только	1	2
246	совершенно не	2	2
247	что все	2	2
248	связь с	1	2
249	в частности	2	2
250	так же	1	2
251	его как	1	2
252	такого рода	4	2
253	основное содержание	1	2
254	одно без	1	2
255	как раз	7	2
256	одна из	1	2
257	у них	1	2
258	интерес к	1	2
259	потому что	11	2
260	ни было	1	2
261	между ними	1	2
262	с ней	1	2
263	сказать что	7	2
264	одновременно и	1	2
265	и эта	1	2
266	к этому	6	2
267	как известно	1	1
268	к людям	1	1
269	что отношение	1	1
270	в обычном	1	1
271	самостоятельность и	1	1
272	и через	3	1
273	которого в	1	1
274	тех же	2	1
275	своей основной	1	1
276	такого живого	1	1
277	и есть	1	1
278	было никакого	1	1
279	чего не	1	1
280	в полное	1	1
281	мировоззрения и	1	1
282	и до	2	1
283	из его	4	1
284	не имеют	1	1
285	ведь и	1	1
286	в меру	2	1
287	в германии	1	1
288	для своего	2	1
289	мы имеем	1	1
290	и ничего	1	1
291	что уже	1	1
292	место в	2	1
293	в основных	1	1
294	приводят к	1	1
295	но она	3	1
296	но даже	2	1
297	в некотором	1	1
298	и он	3	1
299	в скобках	1	1
300	не нужно	1	1
301	он был	14	1
302	мы читаем	2	1
303	бы то	1	1
304	которое он	1	1
305	а следовательно	1	1
306	в в	3	1
307	но как	5	1
308	еще от	1	1
309	в сторону	1	1
310	со всеми	1	1
311	свою жизнь	1	1
312	в общем	3	1
313	менее всего	1	1
