1	в том что	6	11
2	о том что	1	7
3	по отношению к	8	7
4	к тому что	1	4
5	в то же	9	4
6	подобно тому как	3	4
7	то же время	9	4
8	для того чтобы	1	3
9	не может быть	4	3
10	в самом деле	2	3
11	как будто бы	1	2
12	до сих пор	2	2
13	не только в	2	2
14	хотя бы и	2	2
15	что она не	3	2
16	того или иного	1	2
17	и т п	3	2
18	с точки зрения	13	2
19	то же самое	1	2
20	то что было	3	2
21	и в этом	5	2
22	и в то	2	2
23	все те же	1	2
24	не только не	1	2
25	можно было бы	2	2
26	и т д	1	2
27	тому что он	1	2
28	в данном случае	2	2
29	не в духе	1	2
30	он знает и	1	2
31	так же как	1	2
32	но с другой	2	1
33	отношения между ними	1	1
34	этом как раз	1	1
35	в этом произведении	1	1
36	столь характерное для	1	1
37	к той же	1	1
38	в первом случае	1	1
39	дело в том	1	1
40	перед нами в	1	1
41	у него в	1	1
42	вот он и	1	1
43	а не как	4	1
44	и потому не	1	1
45	в художественном мире	2	1
46	именно потому что	2	1
47	что бы то	1	1
48	как раз и	3	1
49	то что я	1	1
50	бы и сам	1	1
51	же как и	1	1
52	заключается в том	1	1
53	то ни стало	1	1
54	с самим собою	1	1
55	в качестве личности	1	1
56	позиции по отношению	1	1
57	не в плоскости	1	1
58	в одном из	1	1
59	то время как	1	1
60	в этом случае	1	1
61	в этом отношении	3	1
62	но все же	2	1
63	в этом новом	1	1
64	за пределы своего	1	1
65	не во внешних	1	1
66	и в других	1	1
67	слова но и	1	1
68	героя делающая его	1	1
69	рождается в точке	1	1
70	глубокое и тонкое	1	1
71	зрения на мир	4	1
72	как бы в	2	1
73	с самого начала	1	1
74	точкой зрения на	1	1
75	с нею в	1	1
76	можно сказать что	1	1
77	найти в нем	1	1
78	во что бы	1	1
79	в то время	1	1
80	а в том	1	1
81	что и в	1	1
82	та или иная	1	1
83	бы то ни	2	1
84	точно так же	1	1
85	именно тем что	1	1
86	с другой стороны	3	1
87	между тем как	4	1
88	то и другое	1	1
89	тем что он	1	1
90	если бы эти	1	1
91	в настоящее время	1	1
92	но он знает	1	1
93	самим по себе	1	1
94	все же не	2	1
