N	3gram	Potebnia_M_1	Problemy
1	с точки зрения	3	13
2	в этом смысле	4	10
3	то же время	3	9
4	в то же	3	9
5	по отношению к	13	8
6	в том что	13	6
7	и в этом	6	5
8	зрения на мир	1	4
9	на самом деле	1	4
10	между тем как	1	4
11	не может быть	9	4
12	подобно тому как	3	3
13	же время не	1	3
14	и т п	2	3
15	сами по себе	1	3
16	потому что она	1	3
17	все то что	2	3
18	в этом отношении	1	3
19	во всяком случае	1	3
20	само по себе	4	3
21	с другой стороны	5	3
22	но все же	1	2
23	до сих пор	1	2
24	бы то ни	2	2
25	только то что	1	2
26	но это не	1	2
27	не только в	3	2
28	по себе еще	1	2
29	но с другой	2	2
30	можно было бы	1	2
31	себе еще не	1	2
32	то все же	1	1
33	другой стороны и	1	1
34	все в нем	1	1
35	а следовательно и	1	1
36	в человеке а	1	1
37	то ни стало	1	1
38	дело в том	2	1
39	в свою очередь	4	1
40	так как и	1	1
41	так как в	2	1
42	в том и	2	1
43	есть если бы	1	1
44	искать для него	1	1
45	может быть назван	1	1
46	во что бы	1	1
47	как если бы	1	1
48	то и другое	2	1
49	только в своем	1	1
50	не могло бы	2	1
51	а так как	3	1
52	не было бы	1	1
53	то что в	1	1
54	что в нем	1	1
55	том и другом	2	1
56	несмотря на их	1	1
57	точно так же	1	1
58	на этот вопрос	2	1
59	в каждом отдельном	1	1
60	в противном случае	3	1
61	от нее в	1	1
62	она может быть	1	1
63	может быть только	1	1
64	по крайней мере	2	1
65	всяком случае не	1	1
66	так и в	3	1
67	что бы то	1	1
68	чтобы убедиться в	1	1
69	и что в	3	1
70	так же как	1	1
71	становится одним из	1	1
72	там где он	1	1
73	в одно время	1	1
74	не потому что	1	1
75	однако в этой	1	1
76	в первом случае	1	1
77	ни в одном	1	1
78	в нас самих	1	1
79	то ни было	1	1
80	бы ни были	1	1
81	и не могут	1	1
82	но не в	1	1
83	не могут быть	2	1
84	притом не только	2	1
85	и потому не	1	1
86	словом но в	1	1
87	не в том	4	1
88	зависит от того	2	1
89	в себе все	1	1
90	не в одном	1	1
91	именно в том	1	1
92	по себе не	1	1
93	этой точки зрения	1	1
94	не совпадает с	1	1
95	о том что	1	1
96	как во всяком	2	1
97	а в том	3	1
98	более или менее	1	1
99	таким образом в	1	1
100	в одном из	1	1
101	по себе а	1	1
102	то оно и	2	1
103	не в одной	1	1
104	они могли бы	1	1
105	заключается в том	1	1
106	от того как	1	1
107	в то время	1	1
108	начинается там где	1	1
109	она не может	1	1
110	но в них	1	1
111	и независимо от	1	1
112	с самого начала	3	1
113	не только не	2	1
114	как бы ни	2	1
115	самого начала все	1	1
116	мы думаем что	1	1
117	в органическое единство	1	1
118	они ни были	2	1
119	на мир такой	1	1
120	к тому что	2	1
121	было бы сказать	1	1
122	бы в себе	2	1
123	друг другу как	1	1
124	друг за другом	1	1
125	сама по себе	3	1
126	быть не может	2	1
127	тем что в	1	1
128	для того чтобы	2	1
129	с нею в	1	1
130	что и в	3	1
131	это не так	1	1
132	только в нем	1	1
133	и т д	4	1
134	как мы видели	1	1
135	не только к	1	1
136	входит в его	1	1
