N	2gram	Vygotskiy__3	RusskieA
1	и в	38	36
2	не только	12	22
3	том что	14	19
4	что в	20	19
5	в том	25	17
6	но и	5	16
7	так как	6	15
8	и другие	2	13
9	в этом	13	12
10	в других	1	11
11	и т	14	10
12	и на	6	10
13	это не	1	10
14	как и	8	10
15	как мы	7	10
16	вместе с	5	10
17	потому что	14	10
18	т д	4	9
19	а в	7	9
20	состоит в	3	8
21	и по	2	8
22	с тем	8	8
23	у нас	2	8
24	о том	6	8
25	один из	6	8
26	мы увидим	12	8
27	из них	6	8
28	может быть	19	8
29	как это	6	8
30	что они	4	7
31	так и	1	7
32	между тем	7	7
33	что и	4	7
34	и других	1	7
35	представляют собой	2	7
36	полагает что	3	6
37	мы не	5	6
38	в виде	2	6
39	так например	2	6
40	таким образом	12	6
41	при этом	4	6
42	не имеет	6	6
43	уже не	2	6
44	в них	3	6
45	и не	10	6
46	все это	3	6
47	для нас	8	6
48	будто бы	1	6
49	то что	35	6
50	как в	4	5
51	все же	8	5
52	показывает что	2	5
53	в которых	6	5
54	того как	3	5
55	как будто	4	5
56	и у	1	5
57	одно из	2	5
58	в течение	4	5
59	как бы	14	5
60	животных и	2	4
61	мы имеем	1	4
62	еще не	1	4
63	во всех	4	4
64	что по	3	4
65	представляет собой	2	4
66	из этих	3	4
67	в их	1	4
68	п с	1	4
69	что этот	4	4
70	тому что	6	4
71	а иногда	1	4
72	одна из	4	4
73	в русском	1	4
74	что на	1	4
75	к тому	6	4
76	и что	18	4
77	и их	1	4
78	тем что	3	4
79	а с	2	4
80	в некоторых	1	4
81	в тех	4	4
82	того что	4	4
83	по существу	2	4
84	но это	3	4
85	не может	7	4
86	только в	4	4
87	к этому	3	4
88	увидим ниже	2	3
89	их и	1	3
90	на каждом	1	3
91	которые не	1	3
92	в своем	5	3
93	не можем	4	3
94	что это	10	3
95	думать что	2	3
96	и те	1	3
97	на этом	5	3
98	то же	10	3
99	но все	1	3
100	чаще всего	1	3
101	для них	1	3
102	далеко не	3	3
103	несмотря на	5	3
104	в этих	2	3
105	точки зрения	16	3
106	к тем	3	3
107	таким же	1	3
108	с точки	9	3
109	она в	3	3
110	но они	2	3
111	их в	2	3
112	ничего не	2	3
113	к таким	1	3
114	и другой	1	3
115	вывод что	1	3
116	можно сделать	1	3
117	не с	1	3
118	то есть	15	3
119	всякого рода	1	3
120	по этому	1	3
121	в качестве	2	3
122	только на	1	3
123	в одном	8	3
124	к ним	3	3
125	о чем	1	3
126	так называемой	3	3
127	так же	2	3
128	других случаях	1	3
129	по содержанию	1	3
