N	2gram	Trubetskoy_1	FransuaR
1	и в	14	29
2	то есть	1	21
3	таким образом	11	20
4	и не	19	16
5	в эпоху	1	15
6	в этой	4	13
7	и все	1	13
8	но в	2	12
9	как и	4	12
10	и на	5	11
11	в этом	17	11
12	так и	1	11
13	то же	11	10
14	мы уже	2	10
15	не только	9	10
16	во время	2	10
17	в то	10	10
18	как мы	1	10
19	все эти	2	9
20	и с	7	9
21	его в	4	9
22	в конце	3	9
23	вовсе не	1	9
24	но и	10	9
25	же время	10	8
26	в его	4	8
27	прежде всего	8	8
28	как бы	4	8
29	в том	17	7
30	так как	4	7
31	еще и	1	7
32	так же	2	7
33	в сущности	1	6
34	в большинстве	3	6
35	из них	3	6
36	это и	1	5
37	что это	3	5
38	в нем	5	5
39	большинстве случаев	2	5
40	в своей	5	5
41	до конца	1	5
42	и о	2	5
43	это не	1	5
44	все они	3	5
45	у него	2	5
46	и по	3	5
47	того же	1	5
48	также и	1	4
49	на самом	6	4
50	и есть	2	4
51	в которой	1	4
52	еще не	3	4
53	конце концов	3	4
54	точки зрения	11	4
55	в результате	2	4
56	что он	6	4
57	конечно не	5	4
58	тем что	3	4
59	связан с	1	4
60	с другой	1	4
61	играют в	1	4
62	по своему	1	4
63	как средства	1	4
64	только для	2	4
65	но это	2	4
66	все это	6	4
67	один из	1	4
68	перед нами	1	4
69	то что	13	4
70	есть и	2	4
71	жизни и	4	4
72	и за	1	3
73	в ней	2	3
74	но как	1	3
75	в своем	6	3
76	и как	3	3
77	более или	4	3
78	то в	3	3
79	в себе	9	3
80	церкви и	9	3
81	при этом	5	3
82	он не	5	3
83	всех этих	3	3
84	и вот	2	3
85	для того	6	3
86	такой же	1	3
87	том что	9	3
88	или менее	4	3
89	не видят	1	3
90	самого начала	1	3
91	того чтобы	8	3
92	вот это	1	3
93	в разных	1	3
94	по своей	1	3
95	они были	1	3
96	с ее	1	3
97	в ее	1	3
98	с самого	1	3
99	роль в	1	3
100	что у	1	3
101	образом в	1	3
102	к нему	2	3
103	отметить что	2	3
104	того что	3	3
105	с ними	1	3
106	в качестве	3	3
107	же и	1	3
108	и других	1	3
109	и их	1	3
110	в известной	1	3
111	том числе	1	3
112	мы можем	2	3
113	и даже	2	3
114	превращается в	1	3
115	на эту	2	3
116	все же	4	3
117	что значит	1	3
118	в частности	2	3
119	и то	4	2
120	с таким	1	2
121	ни того	1	2
122	он был	1	2
123	на них	1	2
124	это направление	1	2
125	в различных	1	2
126	но не	4	2
127	если в	6	2
128	что они	3	2
129	в одной	1	2
130	и наконец	2	2
131	и к	6	2
132	бы не	1	2
133	и тот	2	2
134	на его	1	2
135	время и	1	2
136	одному из	2	2
137	это конечно	1	2
138	может быть	9	2
139	и второй	1	2
140	громадное количество	1	2
141	и мы	1	2
142	в жизни	1	2
143	ни в	2	2
144	со своими	1	2
145	в один	1	2
146	на первый	1	2
147	в этих	2	2
148	бы на	1	2
149	и при	6	2
150	в котором	2	2
151	с точки	9	2
152	в их	4	2
153	место в	2	2
154	не столько	1	2
155	их в	2	2
156	том же	2	2
157	принадлежат к	2	2
158	дело в	1	2
159	но она	2	2
160	но только	1	2
161	никогда не	5	2
162	связи с	3	2
163	как будто	2	2
164	числе и	1	2
165	к тому	7	2
166	если же	2	2
167	о том	7	2
168	и это	1	2
169	им в	1	2
170	на нем	1	2
171	в себя	1	2
172	или в	3	2
173	быть может	1	2
174	с ним	2	2
175	на этой	2	2
176	но мы	3	2
177	одной из	3	2
178	это же	1	2
179	себя в	4	2
180	уже не	2	2
181	и у	1	2
182	его и	2	2
183	друг друга	3	2
184	в других	2	2
185	даже и	2	2
186	со стороны	4	2
187	о своей	1	2
188	именно в	3	2
189	к которому	1	2
190	они не	1	2
191	не на	1	2
192	власти и	1	2
193	когда же	1	2
194	пусть у	1	2
195	чудесным образом	4	2
196	связаны с	1	2
197	да и	3	2
198	между прочим	1	2
199	и для	6	2
200	которых он	1	2
201	в основе	1	2
202	все элементы	1	2
203	жизни в	5	2
204	не может	22	2
205	из этого	3	2
206	как на	8	2
207	только в	5	2
208	в своих	6	2
209	это в	2	2
210	к этому	1	2
211	с новыми	1	1
212	себя как	2	1
213	их даже	1	1
214	ту же	1	1
215	отношения к	2	1
216	же как	1	1
217	он считает	1	1
218	без них	1	1
219	силы и	1	1
220	вряд ли	3	1
221	не хочет	1	1
222	что эти	1	1
223	должна быть	2	1
224	видеть в	2	1
225	в самом	3	1
226	и этот	3	1
227	что вся	1	1
228	изменений в	1	1
229	на место	1	1
230	признание что	3	1
231	не была	1	1
232	странах но	1	1
233	приводят к	2	1
234	он как	1	1
235	в каждый	1	1
236	от церкви	3	1
237	это отношение	1	1
238	и угнетения	1	1
239	но даже	2	1
240	которое в	1	1
241	все виды	1	1
242	и ярким	1	1
243	собой в	1	1
244	он сам	3	1
245	во имя	5	1
246	именно тем	1	1
247	самом деле	7	1
248	в общем	1	1
249	нет и	1	1
250	а две	1	1
251	первый взгляд	1	1
252	в постоянном	1	1
253	с этим	2	1
254	стороны и	1	1
255	кто не	1	1
256	целый ряд	2	1
257	что по	1	1
258	для которой	1	1
259	церкви или	1	1
260	нее так	1	1
261	это единственная	1	1
262	что так	1	1
263	только на	2	1
264	только один	1	1
265	тому же	1	1
266	на то	5	1
267	борьбы с	1	1
268	к участию	1	1
269	по-своему и	1	1
270	и если	7	1
271	отправной точкой	2	1
272	некоторых других	1	1
273	главным образом	3	1
274	смотреть как	1	1
275	жизни перед	1	1
276	эта последняя	1	1
277	к одному	1	1
278	прочим и	1	1
279	в силу	2	1
280	на земле	4	1
281	чтобы их	2	1
282	людей и	2	1
283	но дело	1	1
284	или иных	1	1
285	здесь мы	1	1
286	за то	2	1
287	в мире	4	1
288	об этой	1	1
289	об этом	1	1
290	полной мере	1	1
291	или даже	1	1
292	входит в	1	1
293	аспекта одного	1	1
294	сейчас в	1	1
