N	3gram	Vinokur_Ku_2	VeschiIm
1	и т д	14	20
2	не может быть	4	18
3	бы то ни	1	9
4	то ни было	1	9
5	что иное как	1	8
6	не что иное	1	8
7	т д и	1	7
8	т е в	1	7
9	д и т	1	7
10	может быть только	2	6
11	по крайней мере	6	6
12	в том что	10	6
13	на то что	2	6
14	есть не что	1	5
15	в свою очередь	2	5
16	тем не менее	5	5
17	т е не	1	4
18	с точки зрения	8	4
19	и то что	1	4
20	не только в	4	4
21	то же время	3	4
22	в то же	3	4
23	не есть явление	1	3
24	в самом деле	7	3
25	можно ли сказать	1	3
26	ли сказать что	1	3
27	и не только	1	3
28	сам по себе	1	3
29	можно было бы	9	3
30	вместе с тем	2	3
31	только то что	1	3
32	само по себе	5	3
33	сама по себе	1	3
34	можно сказать что	2	2
35	этой точки зрения	2	2
36	уже не может	3	2
37	дело в том	1	2
38	но даже и	2	2
39	а так как	1	2
40	с этой точки	2	2
41	и в частности	1	2
42	в данном случае	1	2
43	можно говорить о	1	2
44	которая была бы	1	2
45	что же такое	1	2
46	нужно было бы	1	2
47	заключается в том	1	2
48	если бы я	1	2
49	но что же	1	2
50	к тому что	1	2
51	так или иначе	2	2
52	но что это	1	1
53	качестве одного из	1	1
54	он должен быть	1	1
55	то что я	1	1
56	т е уже	1	1
57	только потому что	6	1
58	и пр но	2	1
59	со стороны ее	1	1
60	которое было бы	1	1
61	в этом смысле	5	1
62	потому что я	1	1
63	е не только	1	1
64	в этом случае	2	1
65	да и то	1	1
66	которых идет речь	1	1
67	эта вовсе не	1	1
68	до сих пор	1	1
69	уже в самой	1	1
70	тот или иной	1	1
71	в зависимости от	4	1
72	сами по себе	1	1
73	утверждать что явление	1	1
74	оставаясь на почве	1	1
75	что он не	1	1
76	уже из предыдущего	2	1
77	не то что	1	1
78	по себе и	1	1
79	также и то	1	1
80	не имеет никакого	1	1
81	принципиально может быть	1	1
82	не при чем	1	1
83	и говорить о	1	1
84	к этому сводится	1	1
85	если оно и	1	1
86	и всякой иной	2	1
87	не могла бы	1	1
88	и не в	1	1
89	и тем не	4	1
90	может быть и	1	1
91	хотя бы и	2	1
92	и с другой	1	1
93	свой смысл и	1	1
94	можно ли в	1	1
95	потому что он	2	1
96	того чтобы мы	1	1
97	то время как	1	1
98	так же как	2	1
99	не потому что	1	1
100	в том чтобы	1	1
101	что мы имеем	1	1
102	этого слова есть	1	1
103	не может уже	1	1
104	тут мы подходим	1	1
105	необходимо должна быть	1	1
106	мы не знаем	1	1
107	с одной стороны	1	1
108	в конце концов	3	1
109	смысле этого слова	1	1
110	и потому что	2	1
111	еще и с	1	1
112	по природе своей	1	1
113	т е на	2	1
114	не в том	1	1
115	в качестве одного	1	1
116	какой бы то	1	1
117	потому что она	1	1
118	слов а не	1	1
119	о которых идет	1	1
120	с другой стороны	7	1
121	а не иное	1	1
122	весьма и весьма	1	1
123	потому что они	1	1
124	речь идет о	1	1
125	и пр и	1	1
126	сказать что оно	1	1
127	т е к	1	1
128	в одном и	1	1
129	ни в каком	1	1
130	во всяком случае	5	1
131	же по себе	1	1
132	но также и	2	1
133	говорить о таком	1	1
134	в то время	1	1
135	или должно быть	1	1
136	не только потому	2	1
137	о том что	1	1
138	ли в самом	1	1
139	а а не	1	1
140	видно уже из	1	1
141	вместо того чтобы	1	1
142	и прежде всего	1	1
143	как можно было	1	1
144	но все же	2	1
145	это выражение в	1	1
146	для того чтобы	8	1
147	не может и	1	1
148	в том смысле	1	1
149	однако не только	1	1
150	не значит что	1	1
151	в результате этого	2	1
152	это однако не	1	1
153	тех или иных	1	1
154	точки зрения значения	1	1
155	между ними есть	1	1
156	т д в	1	1
157	только тогда когда	1	1
158	несмотря на все	1	1
