N	2gram	Vinokur_Vv_1	Problema
1	то что	17	38
2	вовсе не	6	37
3	и не	13	37
4	и в	27	35
5	не есть	4	33
6	не только	21	24
7	сказать что	5	24
8	том что	26	19
9	что такое	10	18
10	у нас	2	18
11	даже и	3	18
12	о том	15	18
13	может быть	24	18
14	в этом	34	17
15	и вообще	3	16
16	настоящее время	1	16
17	но и	5	16
18	в настоящее	1	16
19	такого рода	2	15
20	в языке	1	15
21	что мы	2	14
22	только в	13	14
23	не менее	8	13
24	потому что	14	13
25	не может	13	13
26	и что	4	13
27	во всяком	3	13
28	также и	16	12
29	тем не	8	12
30	того что	12	12
31	в том	31	12
32	хотя бы	5	12
33	не просто	4	11
34	никак не	1	11
35	значения и	1	11
36	и даже	5	11
37	так что	5	11
38	прежде всего	8	11
39	что в	11	11
40	и то	5	10
41	говорить о	3	10
42	еще не	4	10
43	всяком случае	3	10
44	ничего не	2	10
45	и с	2	10
46	а не	3	10
47	в данном	11	10
48	да и	4	10
49	тем более	2	10
50	в этой	3	9
51	для себя	1	9
52	только на	3	9
53	что же	3	9
54	этого термина	2	8
55	значение и	2	8
56	все же	8	8
57	по себе	9	8
58	есть только	2	8
59	ясно что	9	8
60	в виду	4	8
61	было бы	5	8
62	уже не	5	8
63	при помощи	2	8
64	как раз	4	8
65	только о	2	8
66	смысле слова	7	7
67	есть нечто	1	7
68	совсем не	3	7
69	бы и	2	7
70	все эти	3	7
71	того или	1	7
72	мы не	2	7
73	не имеет	4	7
74	в языкознании	1	7
75	в конце	3	7
76	так и	1	7
77	казалось бы	2	7
78	в его	10	7
79	конце концов	2	7
80	так как	13	7
81	этом случае	6	7
82	и т	43	6
83	есть не	3	6
84	с другой	8	6
85	но как	2	6
86	а только	8	6
87	но в	10	6
88	так или	4	6
89	на то	1	6
90	т д	37	6
91	что все	1	6
92	по крайней	4	6
93	мы можем	2	6
94	как будто	3	6
95	крайней мере	4	6
96	когда мы	2	6
97	же самое	2	6
98	другими словами	1	6
99	можно сказать	3	6
100	в виде	4	6
101	в области	4	6
102	или иначе	4	6
103	а именно	6	6
104	о чем	4	6
105	но это	1	6
106	и для	4	6
107	не существует	2	6
108	в то	5	6
109	то же	8	5
110	между собой	1	5
111	по своему	5	5
112	с этим	2	5
113	в самом	12	5
114	в себе	4	5
115	с другими	1	5
116	этом смысле	11	5
117	но уже	2	5
118	как и	5	5
119	и без	2	5
120	что всякий	1	5
121	представление о	1	5
122	и более	1	5
123	под этим	1	5
124	это то	1	5
125	связи с	3	5
126	к сфере	1	5
127	будто бы	2	5
128	той или	1	5
129	и это	6	5
130	как мы	9	5
131	данном случае	5	5
132	языка и	12	5
133	можно было	7	5
134	и на	3	5
135	с одной	4	5
136	содержания и	1	5
137	же это	2	5
138	одной стороны	4	5
139	или иной	1	5
140	еще и	3	5
141	своего собственного	1	5
142	что не	5	5
