N	2gram	Bakhtin_Pr_3	Analitik
1	не только	10	22
2	и в	34	18
3	как и	18	14
4	так и	6	14
5	в этом	16	14
6	и его	16	13
7	но и	12	13
8	том что	3	12
9	и не	29	12
10	при этом	4	11
11	то есть	1	10
12	а в	5	10
13	как бы	27	10
14	что в	7	9
15	может быть	19	9
16	а не	9	9
17	в том	3	9
18	с его	6	8
19	своего рода	2	8
20	не случайно	1	8
21	и даже	7	8
22	по отношению	5	7
23	как раз	4	7
24	в его	22	7
25	с другой	4	7
26	но не	4	7
27	отношению к	6	7
28	и самого	1	6
29	еще не	4	6
30	в этой	1	6
31	он не	15	6
32	в их	1	6
33	не в	9	6
34	к тому	5	6
35	для него	13	6
36	о том	2	6
37	в начале	4	6
38	того же	2	5
39	той же	2	5
40	как нам	1	5
41	в самом	8	5
42	лишь в	5	5
43	в слове	5	5
44	однако в	2	5
45	в мире	4	5
46	или иной	2	5
47	в сущности	11	5
48	что и	5	5
49	между тем	3	5
50	уже не	2	5
51	в конце	5	5
52	никогда не	8	5
53	в свою	1	5
54	прежде всего	15	5
55	я в	4	5
56	не является	2	5
57	другой стороны	3	5
58	и на	6	4
59	столь же	2	4
60	а и	1	4
61	что он	23	4
62	отнюдь не	2	4
63	в своем	2	4
64	и как	3	4
65	что по	1	4
66	и к	12	4
67	таким образом	5	4
68	приводит к	1	4
69	в итоге	1	4
70	по себе	3	4
71	в одном	5	4
72	не менее	3	4
73	свою очередь	1	4
74	в пределах	6	4
75	и сам	5	4
76	внимание на	1	4
77	можно сказать	1	4
78	крайней мере	3	4
79	себя в	1	4
80	далеко не	3	4
81	по крайней	3	4
82	о чем	2	4
83	в данном	1	4
84	все же	7	4
85	перед нами	1	4
86	героя и	9	4
87	я и	2	3
88	здесь и	2	3
89	по его	1	3
90	всех без	1	3
91	говорить о	3	3
92	в целом	5	3
93	уже в	3	3
94	здесь не	1	3
95	но как	4	3
96	ответ на	1	3
97	что они	6	3
98	как в	4	3
99	с этим	2	3
100	что касается	1	3
101	с их	1	3
102	роль в	1	3
103	тому же	2	3
104	роли в	1	3
105	литературных произведений	1	3
106	подобно тому	2	3
107	без исключения	3	3
108	то же	14	3
109	в каждом	3	3
110	его в	4	3
111	ко второму	1	3
112	лишь на	2	3
113	и того	2	3
114	одного и	1	3
115	точки зрения	8	3
116	и без	2	3
117	не столько	1	3
118	все это	16	3
119	в то	12	3
120	только не	1	3
121	ничего не	4	3
122	же время	12	3
123	той или	2	3
124	с ее	3	3
125	говорит и	1	3
126	в ее	3	3
127	данном случае	1	3
128	в произведении	1	3
129	так в	2	3
130	жизнь и	2	3
131	мысль о	1	3
132	путь к	1	3
133	было бы	2	3
134	во всем	3	3
135	этом отношении	1	3
136	были бы	2	3
137	в особенности	1	3
138	еще и	1	3
139	что не	7	3
140	не было	2	3
141	он и	5	3
142	вступает в	2	3
143	пока еще	2	3
144	отношения к	1	2
145	например в	2	2
146	самом деле	13	2
147	в первом	1	2
148	по преимуществу	1	2
149	на себя	1	2
150	и он	2	2
151	в ней	3	2
152	нам представляется	1	2
153	во всех	2	2
154	ними в	1	2
155	со всеми	2	2
156	в общем	4	2
157	отличие от	2	2
158	это и	2	2
159	сама по	2	2
160	к третьему	2	2
161	на первой	1	2
162	как к	4	2
163	нам кажется	1	2
164	когда он	2	2
165	могли бы	1	2
166	и каждое	1	2
167	но в	16	2
168	бы и	4	2
169	все эти	4	2
170	в ответ	1	2
171	в себе	6	2
172	не могла	1	2
173	так сказать	2	2
174	на его	4	2
175	в нем	19	2
176	не как	3	2
177	и вот	5	2
178	и по	1	2
179	значительной степени	1	2
180	о в	1	2
181	входит в	2	2
182	это не	5	2
183	с самим	14	2
184	в жизни	2	2
185	в них	2	2
186	с тем	5	2
187	несмотря на	1	2
188	не мог	5	2
189	с точки	4	2
190	в отличие	2	2
191	тем не	2	2
192	даже в	5	2
193	одна из	1	2
194	на два	1	2
195	которого он	3	2
196	обратим внимание	1	2
197	по своей	1	2
198	сводится к	3	2
199	его за	3	2
200	в себя	1	2
201	в дальнейшем	1	2
202	те же	2	2
203	не с	2	2
204	поэтому в	1	2
205	об этом	1	2
206	лицо его	1	2
207	о своей	2	2
208	в глаза	3	2
209	в значительной	1	2
210	в форме	2	2
211	один из	2	2
212	но с	2	2
213	только в	6	2
214	то в	2	2
215	и ее	2	2
216	с одной	1	2
217	все они	1	2
218	для всех	1	2
219	в большинстве	2	2
220	а напротив	1	2
221	всяком случае	5	2
222	нуждается в	3	2
223	не для	2	2
224	самого ивана	1	2
225	мы можем	1	2
226	на меня	4	2
227	тем что	4	2
228	который не	1	2
229	и прежде	4	2
230	в романе	1	2
231	говорит о	2	2
232	слове о	2	2
233	одну из	1	2
234	там где	7	2
235	не может	19	2
236	о себе	18	2
237	о своих	1	2
238	вместе с	4	2
239	и потому	2	2
240	по своему	3	2
241	в той	2	2
242	когда мы	1	2
