N	3gram	Bakhtin_Fr_7	KulturaY
1	в том что	3	10
2	можно было бы	2	9
3	с точки зрения	3	8
4	то обстоятельство что	1	7
5	в этом смысле	1	5
6	во всяком случае	1	5
7	не только в	1	4
8	в этом отношении	2	3
9	в конце концов	4	3
10	в связи с	1	3
11	что я не	1	3
12	то же время	9	3
13	в то же	9	3
14	потому что он	1	2
15	а следовательно и	2	2
16	на самом деле	1	2
17	до некоторой степени	1	2
18	на этот вопрос	1	2
19	и в том	1	2
20	в свое время	2	2
21	в свою очередь	3	2
22	и в самом	1	2
23	и в другом	1	2
24	все ее элементы	1	1
25	все дело в	1	1
26	прежде всего в	4	1
27	дело в том	2	1
28	в том и	1	1
29	но все это	2	1
30	сам по себе	1	1
31	существу она не	1	1
32	по себе и	1	1
33	нет никаких оснований	1	1
34	но он не	1	1
35	и то обстоятельство	1	1
36	но вряд ли	1	1
37	том или ином	1	1
38	что все это	1	1
39	и не в	1	1
40	и у других	1	1
41	это не было	1	1
42	в значительной степени	2	1
43	все это в	2	1
44	свое время еще	1	1
45	в том или	1	1
46	это своего рода	1	1
47	в данном случае	1	1
48	мы не знаем	1	1
49	и все его	1	1
50	дает тот же	1	1
51	в году в	1	1
52	а также и	1	1
53	с помощью которого	1	1
54	я не мог	1	1
55	и в этой	2	1
56	не только для	1	1
57	на начало новой	1	1
58	по содержанию своему	1	1
59	но только в	1	1
60	не должно быть	2	1
61	и кое-что от	1	1
62	том и в	1	1
63	есть в этом	1	1
64	я не без	1	1
65	или ином виде	1	1
66	в достаточной степени	1	1
67	есть не что	1	1
68	часто и в	1	1
69	новые и новые	2	1
70	начало новой эпохи	1	1
71	как и в	2	1
72	о том что	1	1
73	ничего общего с	1	1
74	и все это	1	1
75	но и для	1	1
76	с самого начала	1	1
77	и прежде всего	1	1
78	что иное как	1	1
79	по существу она	1	1
80	в другом случае	1	1
81	в большинстве случаев	2	1
82	после того как	4	1
83	было бы сказать	1	1
84	в силу своей	1	1
85	не что иное	1	1
86	таким образом в	1	1
87	то же что	1	1
88	что свидетельствует о	1	1
89	и до конца	2	1
90	находит свое выражение	1	1
91	к тому же	1	1
92	как мы видели	4	1
