N	2gram	Ircho_Kome_1	Analitik
1	в качестве	4	31
2	может быть	9	29
3	в том	11	27
4	не может	2	22
5	и не	8	21
6	в частности	3	19
7	и в	22	18
8	но и	11	17
9	представляет собой	1	16
10	отнюдь не	1	15
11	не только	10	15
12	не в	6	14
13	в этом	3	13
14	как и	9	13
15	в его	5	13
16	при этом	5	12
17	том что	12	12
18	в себе	2	11
19	то есть	1	11
20	состоит в	1	11
21	но не	2	10
22	то же	6	9
23	в то	10	9
24	а в	6	9
25	в принципе	2	8
26	в мире	1	8
27	но в	4	8
28	нуждается в	1	8
29	в той	1	8
30	к тому	6	7
31	этого слова	1	7
32	перед лицом	3	6
33	в сущности	2	6
34	по отношению	3	6
35	отличие от	2	6
36	в самом	2	6
37	далеко не	1	6
38	точки зрения	4	6
39	в отличие	1	6
40	по своей	2	6
41	в себя	2	6
42	времени и	2	6
43	же время	4	6
44	только в	3	6
45	себя в	1	6
46	то что	2	6
47	прежде всего	5	6
48	в их	4	5
49	что иное	1	5
50	и на	3	5
51	иное как	1	5
52	и как	3	5
53	в целом	3	5
54	в этой	7	5
55	и его	8	5
56	о том	8	5
57	в тексте	1	5
58	между тем	5	5
59	такого рода	6	5
60	как бы	1	5
61	отношению к	3	5
62	что в	6	5
63	того же	2	4
64	не что	1	4
65	всего лишь	1	4
66	из того	1	4
67	столь же	2	4
68	все же	3	4
69	тому же	6	4
70	не следует	2	4
71	большей или	1	4
72	и более	1	4
73	по себе	1	4
74	в области	2	4
75	ни в	6	4
76	могут быть	3	4
77	так и	5	4
78	с ним	1	4
79	как правило	3	4
80	в другом	4	4
81	на вопрос	1	4
82	с другой	5	4
83	того что	1	4
84	дело с	1	4
85	для того	1	4
86	именно в	4	4
87	во времени	1	4
88	вместе с	2	4
89	человека к	1	4
90	из которых	2	4
91	в литературе	1	4
92	ни было	2	4
93	или меньшей	1	4
94	как известно	2	3
95	и т	9	3
96	одним из	1	3
97	между двумя	1	3
98	место в	3	3
99	бы то	2	3
100	если в	1	3
101	в наиболее	1	3
102	в рамках	2	3
103	однако не	1	3
104	и к	1	3
105	как он	1	3
106	в нем	4	3
107	он не	3	3
108	в силу	2	3
109	подобно тому	1	3
110	таким образом	8	3
111	то ни	2	3
112	даже в	3	3
113	в ходе	1	3
114	в котором	4	3
115	однако в	3	3
116	того чтобы	1	3
117	т п	5	3
118	о нем	1	3
119	в таком	1	3
120	как будто	2	3
121	не могут	1	3
122	означает что	1	3
123	а также	4	3
124	к нему	2	3
125	еще не	2	3
126	и представляет	1	3
127	организации текста	1	3
128	вопрос об	1	3
129	с одной	3	3
130	никто не	1	3
131	что и	4	3
132	не случайно	1	3
133	одной стороны	3	3
134	на уровне	1	3
135	а с	1	3
136	тому как	1	3
137	в любом	3	3
138	и одновременно	3	3
139	и все	3	3
140	хотя бы	1	3
141	будто бы	2	3
142	что он	6	3
143	том числе	1	3
144	не остается	1	2
145	на самом	1	2
146	он может	1	2
147	едва ли	7	2
148	также и	1	2
149	той же	1	2
150	а как	1	2
151	на себя	2	2
152	х годов	3	2
153	и самого	2	2
154	данном случае	1	2
155	не все	1	2
156	отношение к	3	2
157	за пределы	2	2
158	что именно	1	2
159	с двумя	1	2
160	не являются	1	2
161	его к	1	2
162	в противоположность	2	2
163	то в	1	2
164	в которой	6	2
165	бы не	1	2
166	из этих	1	2
167	а напротив	1	2
168	на его	5	2
169	от которого	1	2
170	одному из	2	2
171	не к	2	2
172	и по	6	2
173	на этом	2	2
174	и с	3	2
175	на все	2	2
176	из них	10	2
177	вовсе не	2	2
178	так как	4	2
179	несмотря на	4	2
180	жизни но	1	2
181	такой же	2	2
182	перед собой	1	2
183	отрыве от	1	2
184	вопрос о	3	2
185	которые в	1	2
186	для этого	2	2
187	совпадает с	1	2
188	в коем	1	2
189	потому что	5	2
190	в сознании	3	2
191	же самое	2	2
192	для себя	2	2
193	как мы	4	2
194	роль в	1	2
195	и о	3	2
196	и сам	3	2
197	особенно в	1	2
198	одного из	6	2
199	еще в	5	2
200	не говоря	2	2
201	с целью	1	2
202	один из	5	2
203	в отрыве	1	2
204	в двух	1	2
205	ли он	1	2
206	который в	2	2
207	коем случае	1	2
208	бы ни	1	2
209	о воцарении	1	2
210	в т	1	2
211	оказывается в	1	2
212	в начале	3	2
213	следует что	1	2
214	себе в	1	2
215	может служить	1	2
216	каждый из	3	2
217	этом отношении	3	2
218	со стороны	2	2
219	было бы	2	2
220	соответствии с	1	2
221	что из	1	2
222	мира в	1	2
223	и потому	1	2
224	в данном	1	2
225	что же	1	2
226	см ниже	3	2
227	понимать как	1	2
228	другой стороны	5	2
229	культуры в	1	2
230	в роли	1	2
231	речь идет	3	1
232	зависимость от	1	1
233	сам по	1	1
234	тех же	2	1
235	сам автор	2	1
236	в какой-то	1	1
237	и больше	1	1
238	видеть в	2	1
239	в зависимости	1	1
240	в году	3	1
241	по его	1	1
242	в театре	1	1
243	мы уже	1	1
244	причине что	1	1
245	и была	1	1
246	можно выявить	1	1
247	о способах	1	1
248	мы не	3	1
249	время была	1	1
250	высказывания в	1	1
251	за несколько	1	1
252	преданий о	1	1
253	принадлежит к	2	1
254	хотел сказать	1	1
255	зависимости от	1	1
256	в ней	1	1
257	на нем	2	1
258	он был	2	1
259	за столом	1	1
260	ответа на	1	1
261	быть в	1	1
262	упускать из	1	1
263	в чем	3	1
264	служит для	1	1
265	во всех	1	1
266	тем как	2	1
267	и подобно	1	1
268	а только	1	1
269	к которой	1	1
270	не входит	1	1
271	или по	2	1
272	в поисках	1	1
273	течение всего	1	1
274	независимо от	2	1
275	как в	5	1
276	что касается	2	1
277	в полном	1	1
278	над собой	1	1
279	к числу	2	1
280	более или	1	1
281	первой из	1	1
282	со своей	2	1
283	не приходится	1	1
284	меньшей мере	2	1
285	что это	1	1
286	литературе нового	1	1
287	бы с	1	1
288	он в	1	1
289	поскольку в	1	1
290	в известном	2	1
291	и тот	1	1
292	только один	2	1
293	и те	1	1
294	порядок в	1	1
295	не обходится	1	1
296	выступают не	1	1
297	но прежде	1	1
298	вернуться к	2	1
299	к миру	1	1
300	же году	1	1
301	в виде	3	1
302	возвращение к	1	1
303	красоты и	1	1
304	из него	1	1
305	его от	1	1
306	но все	1	1
307	здесь мы	3	1
308	что все	1	1
309	выражение и	1	1
310	же не	1	1
311	в состоянии	2	1
312	его в	3	1
313	следует рассматривать	1	1
314	и тем	2	1
315	или хотя	1	1
316	участие в	4	1
317	для них	2	1
318	в них	3	1
319	героя или	1	1
320	по домам	1	1
321	все равно	1	1
322	выступать в	1	1
323	с тем	1	1
324	и уже	1	1
325	себе все	1	1
326	по той	1	1
327	или менее	2	1
328	в этих	1	1
329	все более	3	1
330	себя внимание	1	1
331	во время	5	1
332	показательно что	1	1
333	и ее	3	1
334	том же	1	1
335	в отношении	6	1
336	однако этот	1	1
337	ни малейшего	2	1
338	в которых	1	1
339	одном из	4	1
340	него не	1	1
341	но он	2	1
342	и эти	1	1
343	от начала	1	1
344	у читателя	1	1
345	тому что	1	1
346	также диалог	1	1
347	между людьми	1	1
348	вызывает сомнений	1	1
349	не менее	3	1
350	в обоих	1	1
351	одна из	2	1
352	первая часть	1	1
353	к этим	3	1
354	на него	4	1
355	или лучше	1	1
356	сознания как	1	1
357	не вызывает	1	1
358	в самых	1	1
359	это еще	2	1
360	нельзя не	2	1
361	ничего не	3	1
362	под этим	1	1
363	по меньшей	2	1
364	к концу	1	1
365	сложнее и	1	1
366	не говорит	1	1
367	во всем	1	1
368	персонажа в	1	1
369	ему и	2	1
370	преждевременной смерти	1	1
371	рода художественный	1	1
372	одной лишь	1	1
373	но это	2	1
374	слова о	2	1
375	обращает на	1	1
376	мы и	1	1
377	в каком	1	1
378	мы встречаем	5	1
379	споры о	1	1
380	в специальном	1	1
381	уже о	2	1
382	к себе	1	1
383	этой причине	1	1
384	на сюжет	1	1
385	всего в	3	1
386	его с	1	1
387	на это	1	1
388	но при	1	1
389	проявляется в	1	1
390	говоря уже	2	1
391	в в	4	1
392	как по	2	1
393	и внутреннее	1	1
394	культуры и	1	1
395	на том	1	1
396	если они	2	1
397	же касается	1	1
398	по аналогии	1	1
399	те же	1	1
400	к действительности	1	1
401	общественного сознания	1	1
402	собой и	2	1
403	и постоянно	1	1
404	образом в	2	1
405	эпизод в	1	1
406	воли и	1	1
407	познания и	1	1
408	говорить не	1	1
409	и что	1	1
410	аналогии с	2	1
411	как было	1	1
412	это была	1	1
413	и во	2	1
414	предстает в	2	1
415	под именем	2	1
416	состоит не	1	1
417	они являются	1	1
418	простора для	1	1
419	и только	1	1
420	но нельзя	1	1
421	наконец в	1	1
422	внешнее и	1	1
423	а его	1	1
424	вплоть до	1	1
425	играли в	1	1
426	или может	2	1
427	в работу	1	1
428	даже самого	1	1
429	тех пор	1	1
430	герой в	1	1
431	спор в	1	1
432	и диалогов	1	1
433	тот же	3	1
434	к внутреннему	1	1
435	зрения в	1	1
436	друг друга	1	1
437	даже если	2	1
438	самые разнообразные	1	1
439	этот факт	1	1
440	тот что	1	1
441	так что	1	1
442	для всех	2	1
443	со своим	5	1
444	если и	1	1
445	то и	2	1
446	оно в	1	1
447	действующего лица	1	1
448	а то	2	1
449	в данной	1	1
450	в душе	1	1
451	за ним	1	1
452	к своим	1	1
453	поведение молодого	1	1
454	не так	1	1
455	всяком случае	2	1
456	в одном	8	1
457	из функций	1	1
458	к первой	1	1
459	у него	3	1
460	как раз	3	1
461	в науке	1	1
462	само собой	1	1
463	только на	1	1
464	в особенности	1	1
465	в н	1	1
466	автором в	1	1
467	и даже	5	1
468	даже не	2	1
469	нам не	1	1
470	объяснение в	1	1
471	до сих	2	1
472	может и	1	1
473	одну из	2	1
474	или иначе	1	1
475	последнего в	1	1
476	здесь в	3	1
477	вслед за	2	1
478	лица в	1	1
479	действующих лиц	4	1
480	может показаться	1	1
481	было и	1	1
482	и др	1	1
483	личностью в	1	1
484	нового времени	5	1
485	его из	1	1
486	к человеку	1	1
487	в соответствии	1	1
488	превращается в	1	1
489	и опять	4	1
490	не означает	1	1
491	в действии	2	1
492	его как	1	1
493	у одного	1	1
494	долгое время	1	1
495	о чем	1	1
496	когда же	5	1
497	связь с	1	1
498	и особенно	4	1
499	ко всем	1	1
500	как это	3	1
501	в лице	1	1
502	диалог с	1	1
503	сама же	1	1
504	к своему	1	1
505	по своему	3	1
506	если оно	1	1
507	в течение	3	1
508	смысле этого	1	1
509	да и	3	1
510	с этой	1	1
511	в науках	1	1
512	сих пор	2	1
513	о его	1	1
514	и таким	2	1
515	перед нами	1	1
516	было показано	1	1
517	при всем	2	1
518	только одна	1	1
519	и для	1	1
520	еще одна	1	1
521	все что	2	1
522	или в	2	1
523	понять что	1	1
524	в результате	4	1
525	мира и	1	1
526	хотя и	3	1
527	от него	1	1
528	же в	4	1
529	хотя в	1	1
530	в своих	2	1
531	в свою	2	1
532	не знает	1	1
533	связей и	1	1
534	совершенно не	1	1
535	к его	1	1
536	в действительности	2	1
537	где он	2	1
538	которой я	1	1
539	жизни и	1	1
540	а может	1	1
541	ее в	2	1
542	то оно	1	1
543	по поводу	4	1
544	времени или	1	1
545	именно здесь	1	1
546	и эта	1	1
547	они не	1	1
548	случае его	1	1
549	во всяком	2	1
550	этой точки	1	1
551	событий в	1	1
