N	2gram	Bakhtin_Pr_2	Literetu
1	не только	16	24
2	при этом	2	19
3	но и	15	17
4	в том	8	16
5	а не	10	16
6	в частности	1	15
7	том что	7	14
8	в году	1	13
9	может быть	18	13
10	и не	42	12
11	в этом	20	12
12	в своем	5	11
13	прежде всего	11	11
14	в русской	2	10
15	то что	5	10
16	в целом	5	8
17	не в	8	8
18	и в	45	8
19	только в	9	8
20	как это	2	8
21	я и	3	7
22	я не	6	7
23	отказ от	1	7
24	как бы	15	7
25	в себе	5	7
26	не менее	2	7
27	в его	22	7
28	уже не	6	7
29	то есть	50	6
30	как и	14	6
31	точки зрения	19	6
32	и сам	3	6
33	того что	3	6
34	связи с	1	6
35	в жизни	3	6
36	себя в	2	6
37	xix века	1	6
38	одним из	3	5
39	то же	5	5
40	отличие от	1	5
41	как в	4	5
42	в отличие	1	5
43	в то	5	5
44	для себя	3	5
45	казалось бы	1	5
46	же время	3	5
47	русской литературе	2	5
48	же в	1	5
49	что он	7	5
50	уже в	4	5
51	не может	24	5
52	в данном	1	5
53	с его	8	5
54	тем самым	2	5
55	в своей	6	4
56	еще не	9	4
57	но не	6	4
58	в этой	1	4
59	в художественном	3	4
60	все же	4	4
61	в случае	1	4
62	перестает быть	3	4
63	не как	6	4
64	лишь в	2	4
65	в чужом	2	4
66	для этого	3	4
67	и его	8	4
68	ведет к	2	4
69	данном случае	1	4
70	никогда не	17	4
71	так и	3	4
72	еще в	1	4
73	из них	9	4
74	мир в	2	4
75	в конце	4	4
76	друг друга	7	4
77	как раз	6	4
78	и т.п	6	4
79	о себе	3	4
80	со стороны	4	4
81	это не	3	4
82	в своих	4	4
83	например в	2	3
84	в сфере	2	3
85	и есть	1	3
86	по отношению	8	3
87	в самом	13	3
88	бы не	3	3
89	с их	4	3
90	таким образом	11	3
91	той же	1	3
92	его в	3	3
93	в душе	1	3
94	далеко не	4	3
95	он и	4	3
96	несмотря на	1	3
97	художественного творчества	1	3
98	в их	4	3
99	но в	6	3
100	дело в	1	3
101	одна из	3	3
102	в основе	2	3
103	в области	2	3
104	ли не	1	3
105	всего в	1	3
106	в виду	2	3
107	в пределах	4	3
108	приводит к	1	3
109	одного из	1	3
110	культуры нового	1	3
111	один из	2	3
112	и прежде	2	3
113	потому что	8	3
114	одно из	1	3
115	при всей	1	3
116	у него	6	3
117	и даже	3	3
118	с другой	1	3
119	в сознание	1	3
120	и др	4	3
121	не было	2	3
122	быть это	1	3
123	да и	1	3
124	этой точки	2	3
125	жизни и	15	3
126	что в	6	3
127	а в	3	3
128	же и	1	3
129	во всяком	1	3
130	человека и	2	2
131	того же	1	2
132	не остается	1	2
133	самом деле	4	2
134	отношения между	1	2
135	из его	1	2
136	должна быть	3	2
137	та же	1	2
138	в сущности	7	2
139	х годов	2	2
140	из того	1	2
141	во мне	1	2
142	сознания а	2	2
143	а только	2	2
144	относится к	2	2
145	общего с	1	2
146	и нет	1	2
147	мысль в	1	2
148	его сознания	1	2
149	все эти	4	2
150	не оставляет	3	2
151	из этих	1	2
152	тому же	1	2
153	как он	4	2
154	в нем	20	2
155	героя с	2	2
156	окружающей его	1	2
157	же это	1	2
158	нашего времени	1	2
159	подобно тому	2	2
160	на этом	1	2
161	для всей	1	2
162	самим собой	1	2
163	было бы	4	2
164	на почве	4	2
165	для них	3	2
166	на второй	1	2
167	в слове	1	2
168	и того	1	2
169	несет в	1	2
170	от своего	1	2
171	а как	4	2
172	с точки	9	2
173	в авторском	1	2
174	от себя	1	2
175	жизни с	1	2
176	что я	1	2
177	тем не	1	2
178	даже в	6	2
179	раз и	1	2
180	жизни не	1	2
181	жизни на	1	2
182	в сознании	2	2
183	как будто	1	2
184	этом отношении	2	2
