N	3gram	Bakhtin_Fr_7	Marksizm
1	с точки зрения	3	13
2	по отношению к	2	8
3	то же время	9	8
4	в то же	9	8
5	в связи с	1	7
6	в том что	3	6
7	то же самое	1	5
8	но в то	3	5
9	с самого начала	1	5
10	в свою очередь	3	5
11	в большинстве случаев	2	5
12	на самом деле	1	4
13	самом же деле	1	3
14	как мы сказали	1	3
15	на самом же	1	3
16	и не в	1	3
17	о том что	1	3
18	как мы уже	1	3
19	как мы видели	4	3
20	более или менее	2	2
21	от одного поколения	1	2
22	но и в	1	2
23	одного поколения к	1	2
24	поколения к другому	1	2
25	в значительной степени	2	2
26	во всяком случае	1	2
27	мы уже знаем	1	2
28	оно ни было	2	2
29	и прежде всего	1	2
30	к тому же	1	2
31	что иное как	1	1
32	в процессе борьбы	1	1
33	а следовательно и	2	1
34	и связанные с	1	1
35	дело в том	2	1
36	мы уже сказали	1	1
37	в том числе	4	1
38	и в более	1	1
39	гораздо большей степени	1	1
40	сам по себе	1	1
41	еще тем что	1	1
42	в той же	1	1
43	к которым мы	1	1
44	несколько слов об	1	1
45	в этом отношении	2	1
46	но он не	1	1
47	том числе и	2	1
48	в гораздо большей	1	1
49	в сущности почти	1	1
50	не подлежит конечно	1	1
51	может стать и	2	1
52	нет места для	1	1
53	и с помощью	1	1
54	в этом процессе	1	1
55	же время они	1	1
56	уже говорили что	1	1
57	но к ним	1	1
58	нет даже и	1	1
59	это не совсем	1	1
60	уже указывали что	1	1
61	не только в	1	1
62	мы здесь не	1	1
63	в одной плоскости	1	1
64	одна из разновидностей	1	1
65	бы оно ни	2	1
66	мы уже говорили	3	1
67	верх и низ	2	1
68	с такою же	1	1
69	в его целом	2	1
70	и в том	1	1
71	это не есть	1	1
72	хотя и в	1	1
73	и это не	1	1
74	таким образом в	1	1
75	характерно что и	1	1
76	так и в	3	1
77	же время это	1	1
78	с тем что	1	1
79	к нему и	1	1
80	не имеет значения	1	1
81	не что иное	1	1
82	характерен для эпохи	1	1
83	друг от друга	1	1
84	выше или ниже	1	1
85	есть прежде всего	1	1
86	мы уже указывали	1	1
87	никакого отношения к	1	1
88	как бы оно	1	1
89	свидетельствует о том	1	1
90	как и в	2	1
91	здесь как и	1	1
92	в отрыве от	2	1
93	и все его	1	1
94	в более или	2	1
