N	4gram	Vygotskiy__1	Marksizm
1	одного и того же	1	5
2	одни и те же	1	5
3	один и тот же	1	3
4	в том числе и	1	2
5	до тех пор пока	1	2
6	так же как и	1	2
7	одной и той же	3	2
8	одну и ту же	1	1
9	и тот и другой	1	1
10	и более или менее	1	1
11	ни в какой степени	1	1
12	если мы скажем что	1	1
13	точном смысле этого слова	1	1
14	с другой стороны и	2	1
15	в какой степени не	1	1
16	мы на самом деле	1	1
17	с этой точки зрения	4	1
18	не могут быть сведены	1	1
19	в своем чистом виде	1	1
20	и там и здесь	1	1
21	и не было бы	1	1
22	вызывают к жизни и	1	1
23	одним и тем же	1	1
24	могут быть сведены к	1	1
