N	2gram	Bakhtin_fo_1	Hudozhes
1	том что	4	16
2	и в	50	14
3	так и	12	13
4	не только	9	12
5	при этом	3	12
6	о том	1	12
7	в том	9	12
8	а не	3	12
9	и т	8	11
10	в себе	3	11
11	в этом	25	11
12	прежде всего	15	11
13	в своей	2	10
14	для него	2	10
15	то же	11	9
16	как и	8	9
17	что он	1	9
18	в качестве	3	9
19	у него	6	9
20	по отношению	3	8
21	в этой	1	8
22	как в	6	8
23	то что	6	8
24	т п	8	8
25	же время	9	8
26	ничего не	9	8
27	в его	13	8
28	отношению к	5	8
29	в то	9	8
30	еще не	5	7
31	это не	6	7
32	своего рода	1	7
33	не в	5	7
34	к тому	3	7
35	уже не	2	7
36	именно в	3	7
37	не может	6	7
38	как бы	2	7
39	а в	3	7
40	человека в	17	6
41	было бы	2	6
42	никогда не	2	6
43	жизни в	8	6
44	что в	5	6
45	самом деле	1	5
46	с его	9	5
47	перед нами	1	5
48	но в	10	5
49	об этом	2	5
50	ни в	8	5
51	точки зрения	5	5
52	и его	16	5
53	потому что	4	5
54	к себе	4	5
55	и он	1	5
56	только в	4	5
57	друг друга	3	5
58	может быть	11	5
59	но и	8	5
60	в частности	6	5
61	к жизни	2	5
62	в этих	3	5
63	героя и	7	5
64	жизни и	8	5
65	к другому	2	4
66	мы уже	11	4
67	в ней	4	4
68	а только	2	4
69	в центре	2	4
70	в своем	4	4
71	и к	2	4
72	в самом	8	4
73	та же	1	4
74	на то	1	4
75	он не	5	4
76	и с	4	4
77	с ним	2	4
78	она не	1	4
79	по своей	1	4
80	связи с	6	4
81	и это	4	4
82	того что	2	4
83	один из	3	4
84	себя в	1	4
85	из них	1	4
86	в конце	9	4
87	как раз	13	4
88	не было	7	4
89	и все	6	4
90	человеческой жизни	6	4
91	бытия и	1	4
92	и от	1	4
93	по преимуществу	3	3
94	с точки	2	3
95	не имеют	3	3
96	в мире	1	3
97	и на	8	3
98	в ее	6	3
99	отнюдь не	5	3
100	идет о	1	3
101	человеческого бытия	1	3
102	все же	6	3
103	но он	2	3
104	в нем	24	3
105	и по	2	3
106	лишь в	6	3
107	его в	3	3
108	с этим	6	3
109	и смерти	1	3
110	в своих	1	3
111	и море	1	3
112	возвращается к	1	3
113	все эти	9	3
114	себе самому	4	3
115	та или	1	3
116	или иная	1	3
117	тем что	2	3
118	этом отношении	3	3
119	для себя	7	3
120	как мы	14	3
121	того чтобы	5	3
122	в пределах	5	3
123	приводит к	1	3
124	если бы	5	3
125	а также	2	3
126	романа в	5	3
127	же в	3	3
128	в литературе	16	3
129	но не	5	3
130	как его	1	3
131	и даже	2	3
132	то и	1	3
133	характера в	2	3
134	в связи	5	3
135	по своему	1	3
136	и для	4	3
137	от него	1	3
138	или не	2	3
139	в таком	3	3
140	к этой	1	3
141	я и	1	2
142	например в	6	2
143	же как	2	2
144	начинается с	1	2
145	случайно в	1	2
146	оно было	1	2
147	в их	6	2
148	той же	2	2
149	для своего	1	2
150	мы не	3	2
151	вопрос о	2	2
152	жизни как	1	2
153	к своему	2	2
154	но как	1	2
155	для других	4	2
156	себе и	3	2
157	же мало	1	2
158	хотя и	3	2
159	в целом	2	2
160	так в	1	2
161	только на	3	2
162	раз в	4	2
163	как он	2	2
164	так сказать	7	2
165	именно этим	1	2
166	не следует	1	2
167	характер в	2	2
168	не бывает	1	2
169	с такими	1	2
170	значительной степени	1	2
171	в другом	1	2
172	ясно что	2	2
173	особенно в	1	2
174	живет в	1	2
175	уже знаем	1	2
176	по себе	2	2
177	одной из	3	2
178	должно быть	1	2
179	автора и	2	2
180	ни единого	1	2
181	наше внимание	1	2
182	не столько	1	2
183	в первый	1	2
184	сих пор	3	2
185	все это	4	2
186	для нее	1	2
187	они не	3	2
188	не о	2	2
189	не имеет	4	2
190	одна из	2	2
191	на себе	1	2
192	чужой жизни	3	2
193	своей природе	1	2
194	жизни на	2	2
195	тех кто	1	2
196	про себя	1	2
197	с ее	6	2
198	здесь не	4	2
199	на основе	2	2
200	как по	2	2
201	характер и	7	2
202	в себя	1	2
203	и каждый	1	2
204	о своей	2	2
205	и поэтому	1	2
206	внимание на	1	2
207	его жизни	8	2
208	до сих	3	2
209	начинается и	1	2
210	в значительной	2	2
211	в форме	3	2
212	тот момент	1	2
213	как она	2	2
214	в него	1	2
215	с ними	1	2
216	и потому	3	2
217	с другим	1	2
218	поэтому и	3	2
219	так что	1	2
220	в начале	3	2
221	при всей	1	2
222	на том	1	2
223	в бытовой	1	2
224	влияние на	4	2
225	действующих лиц	1	2
226	себя и	3	2
227	что не	3	2
228	в данной	2	2
229	также в	1	2
230	до конца	4	2
231	человек в	3	2
232	ближе к	1	2
233	на фоне	3	2
234	вся жизнь	1	2
235	отсюда и	2	2
236	да и	3	2
237	дело здесь	1	2
238	в это	2	2
239	и не	14	2
240	своей жизни	4	2
241	нет ничего	4	2
242	его характер	1	2
243	в результате	6	2
244	своей собственной	3	2
245	совершенно иной	3	2
246	ни к	3	2
247	его жизнь	1	2
248	и дело	1	2
249	личности и	2	2
250	человека не	1	2
251	не знает	3	2
252	этот момент	1	2
253	героя в	1	2
254	проникнуть в	1	2
255	смысле слова	2	1
256	человека и	11	1
257	связана с	1	1
258	и то	4	1
259	и др	9	1
260	и подробно	1	1
261	тех же	2	1
262	всего это	2	1
263	ему что	1	1
264	в иных	1	1
265	и до	5	1
266	жизни ее	1	1
267	он всегда	1	1
268	ведь и	1	1
269	высшей степени	1	1
270	и за	1	1
271	по его	1	1
272	также и	2	1
273	обычно выступает	1	1
274	и неуместное	1	1
275	все последующее	1	1
276	именно к	1	1
277	в сущности	3	1
278	но она	2	1
279	принадлежит к	2	1
280	как во	1	1
281	с детства	1	1
282	я не	1	1
283	герои в	2	1
284	хотя бы	2	1
285	событий и	3	1
286	что можно	1	1
287	же что	2	1
288	это время	7	1
289	и быта	1	1
290	их жизнь	1	1
291	на них	2	1
292	в широком	2	1
293	время в	6	1
294	в чем	2	1
295	мы еще	3	1
296	совсем не	2	1
297	жанров на	1	1
298	бы в	1	1
299	явлений и	1	1
300	этого мотива	1	1
301	характер этот	1	1
302	есть по	1	1
303	и чужой	1	1
304	с совершенно	1	1
305	отношение к	2	1
306	тому времени	1	1
307	тут же	1	1
308	к своей	2	1
309	нет и	2	1
310	в свои	1	1
311	в романах	2	1
312	и я	1	1
313	его на	2	1
314	стороны и	2	1
315	встречи с	2	1
316	и целостности	1	1
317	о жизни	1	1
318	что касается	1	1
319	однако не	1	1
320	переживания и	1	1
321	в полном	1	1
322	и как	10	1
323	по пути	1	1
324	не являются	2	1
325	от этого	2	1
326	в этот	2	1
327	где все	1	1
328	жизни есть	1	1
329	и конечно	1	1
330	в которой	2	1
331	точку зрения	2	1
332	из жизни	1	1
333	решающее значение	1	1
334	бы не	1	1
335	из этих	1	1
336	частности с	1	1
337	поэтому же	1	1
338	и тот	1	1
339	п все	1	1
340	но на	4	1
341	его но	3	1
342	вообще не	3	1
343	не могла	1	1
344	в определенном	3	1
345	главным образом	1	1
346	не случай	1	1
347	к герою	1	1
348	о которой	1	1
349	всех этих	5	1
350	громадной важности	1	1
351	он должен	2	1
352	не как	2	1
353	что еще	1	1
354	и вот	1	1
355	бы вовсе	2	1
356	его от	2	1
357	жизнь которая	1	1
358	что все	2	1
359	их и	2	1
360	в предыдущем	1	1
361	на этой	4	1
362	или даже	1	1
363	а как	3	1
364	входит в	3	1
365	роль в	9	1
366	ориентировано на	1	1
367	характер не	3	1
368	всю его	1	1
369	в последующих	1	1
370	на полноту	1	1
371	на свои	1	1
372	бы совершенно	2	1
373	для них	3	1
374	но уже	1	1
375	в высшей	1	1
376	соответствии с	2	1
377	далеко не	2	1
378	в самую	1	1
379	жизни то	2	1
380	героини в	1	1
381	с тем	3	1
382	и уже	3	1
383	этим и	1	1
384	которой он	1	1
385	между собою	1	1
386	или три	1	1
387	жизни понимание	1	1
388	и того	6	1
389	лучше всего	1	1
390	судьбы то	1	1
391	различные формы	1	1
392	на первый	1	1
393	места в	2	1
394	таким же	1	1
395	существенные их	1	1
396	это делает	1	1
397	на месте	1	1
398	характер это	3	1
399	эта жизнь	1	1
400	имеется и	2	1
401	место в	2	1
402	в отличие	2	1
403	они уже	1	1
404	в которых	2	1
405	и нельзя	1	1
406	и другого	1	1
407	и внутренних	1	1
408	в одном	3	1
409	черты характера	1	1
410	в пространстве	5	1
411	другом и	1	1
412	друг другу	2	1
413	и более	1	1
414	героев не	1	1
415	их в	3	1
416	не должно	1	1
417	что этот	1	1
418	на всю	1	1
419	во времени	3	1
420	мере и	1	1
421	вместе со	1	1
422	между прочим	1	1
423	раз и	2	1
424	иной раз	1	1
425	вовсе не	13	1
426	в отношении	3	1
427	на три	1	1
428	так как	6	1
429	вплоть до	1	1
430	человека есть	1	1
431	но они	3	1
432	до известной	1	1
433	самого начала	2	1
434	этими двумя	3	1
435	как о	1	1
436	дело в	2	1
437	что их	1	1
438	в плане	1	1
439	в основе	5	1
440	здесь прежде	1	1
441	например что	1	1
442	не вызывает	1	1
443	и имеет	1	1
444	само слово	1	1
445	не могло	5	1
446	широты и	1	1
447	жизни не	3	1
448	в самой	2	1
449	определенности и	1	1
450	или как	4	1
451	всего на	1	1
452	событий но	1	1
453	значения например	1	1
454	уже говорили	3	1
455	обратимся в	1	1
456	другой тип	1	1
457	от конкретных	1	1
458	непосредственное отношение	1	1
459	с другом	1	1
460	бытия как	1	1
461	к отдельным	1	1
462	в трагедии	2	1
463	xx века	1	1
464	с любовью	1	1
465	поэтому не	1	1
466	не могут	3	1
467	когда мы	1	1
468	могут быть	5	1
469	я сам	1	1
470	всегда есть	1	1
471	всего в	1	1
472	что оно	1	1
473	для его	1	1
474	она же	2	1
475	он видит	1	1
476	говорит о	1	1
477	где впервые	1	1
478	приходит к	1	1
479	из всего	1	1
480	не делает	1	1
481	жизни героев	4	1
482	чем не	3	1
483	в виду	3	1
484	свою очередь	1	1
485	данном случае	1	1
486	с самого	2	1
487	в дальнейшем	6	1
488	для своей	1	1
489	в xix	1	1
490	в образе	5	1
491	момент при	1	1
492	того и	2	1
493	здесь нет	3	1
494	во многом	2	1
495	было и	4	1
496	стороне от	1	1
497	жизнь и	4	1
498	этой жизни	1	1
499	он сам	1	1
500	нас и	1	1
501	даже не	2	1
502	жанров и	1	1
503	но здесь	1	1
504	находится в	1	1
505	или только	1	1
506	и т.д	1	1
507	и т.п	4	1
508	жизненное положение	1	1
509	не перед	1	1
510	за пределами	1	1
511	все его	3	1
512	в новелле	1	1
513	для нас	2	1
514	с другой	2	1
515	нас в	3	1
516	и своей	1	1
517	все в	1	1
518	он его	1	1
519	античной трагедии	1	1
520	оказались бы	3	1
521	во всех	6	1
522	путь к	1	1
523	нем не	3	1
524	романа как	3	1
525	собственной жизни	2	1
526	переходит в	1	1
527	во втором	2	1
528	на одном	1	1
529	и только	1	1
530	с мотивом	3	1
531	наконец в	1	1
532	к концу	3	1
533	жизни его	1	1
534	героини и	1	1
535	романа и	3	1
536	тот же	1	1
537	художественное единство	1	1
538	почти ничего	1	1
539	в стороне	2	1
540	это очень	1	1
541	времени и	10	1
542	всяком случае	1	1
543	одних и	2	1
544	он действует	1	1
545	между этими	4	1
546	и ее	3	1
547	их не	1	1
548	с одной	3	1
549	человека с	1	1
550	же и	2	1
551	есть в	2	1
552	литературы в	1	1
553	и у	5	1
554	уже в	2	1
555	образе человека	5	1
556	и они	1	1
557	свою жизнь	1	1
558	в жизни	6	1
559	является не	1	1
560	когда оно	1	1
561	такие моменты	3	1
562	его и	2	1
563	но для	2	1
564	человека на	1	1
565	к содержанию	1	1
566	характерно что	4	1
567	ни с	2	1
568	одно из	3	1
569	характер но	2	1
570	могло бы	1	1
571	и жизненной	1	1
572	сами по	1	1
573	произведения и	1	1
574	из нее	2	1
575	отличие от	2	1
576	есть именно	2	1
577	но вероятно	1	1
578	отдельного человека	1	1
579	ее на	1	1
580	герой и	1	1
581	где в	1	1
582	рядом с	2	1
583	в особенности	9	1
584	внешних и	1	1
585	и стал	2	1
586	тотчас же	1	1
587	же каким	1	1
588	жизнь героев	1	1
589	сюда же	1	1
590	и тех	2	1
591	еще и	2	1
592	в античной	1	1
593	в романе	32	1
594	можно назвать	2	1
