N	3gram	Losev_Dial_1	Problemy
1	то же время	4	10
2	в то же	4	10
3	на самом деле	2	9
4	с самого начала	1	8
5	в отношении к	1	7
6	в той или	1	4
7	но в то	1	4
8	во всяком случае	2	4
9	той или иной	3	4
10	друг с другом	1	4
11	а между тем	1	3
12	в этом смысле	3	3
13	одно и то	4	3
14	в конце концов	3	3
15	и то же	4	3
16	друг к другу	2	3
17	с другой стороны	4	3
18	и в нем	2	3
19	не может быть	3	3
20	к тому же	1	3
21	то все же	1	2
22	то что я	2	2
23	он как раз	1	2
24	как раз и	1	2
25	с точки зрения	12	2
26	и в то	2	2
27	сам по себе	6	2
28	по себе и	2	2
29	можно было бы	4	2
30	все это я	1	2
31	что все это	1	2
32	и не в	1	2
33	я этого не	1	2
34	и в этом	3	2
35	и та же	2	2
36	одна и та	2	2
37	вы как бы	1	2
38	мы можем сказать	2	2
39	но все же	1	2
40	в том что	7	2
41	можем сказать что	2	2
42	внутреннего и внешнего	6	2
43	его так что	1	1
44	но уже и	2	1
45	ни того ни	1	1
46	всю жизнь и	1	1
47	о мире как	1	1
48	в чем не	1	1
49	или хотя бы	2	1
50	в чем же	1	1
51	и в своей	1	1
52	дело в том	1	1
53	к нему с	1	1
54	взаимоотношение внутреннего и	1	1
55	в самом деле	1	1
56	и в особенности	1	1
57	бы они были	1	1
58	но даже и	1	1
59	а не о	1	1
60	того или другого	1	1
61	может и не	2	1
62	да и то	3	1
63	что же касается	1	1
64	самом деле не	1	1
65	же не знает	1	1
66	до сих пор	2	1
67	говорить о себе	1	1
68	другой точки зрения	1	1
69	что он не	2	1
70	мире и об	1	1
71	самим по себе	1	1
72	но для этого	1	1
73	так как здесь	1	1
74	что в нем	3	1
75	выражение и потому	1	1
76	том или ином	1	1
77	по крайней мере	4	1
78	может быть и	3	1
79	к тому что	2	1
80	что почти все	1	1
81	то время как	1	1
82	я вовсе не	1	1
83	отношении к нему	1	1
84	но она не	1	1
85	вонзается в душу	1	1
86	и ничего не	1	1
87	все больше и	1	1
88	с ним и	1	1
89	и в отношении	1	1
90	к другу как	1	1
91	это конечно не	2	1
92	то что он	1	1
93	я не могу	1	1
94	не может и	3	1
95	того ни другого	1	1
96	в нем есть	6	1
97	именно с точки	1	1
98	что же это	1	1
99	в то время	1	1
100	что он есть	1	1
101	и ни в	2	1
102	но в конце	1	1
103	в нем нет	3	1
104	лучше если я	1	1
105	так быстро что	1	1
106	только в отношении	1	1
107	и не должен	1	1
108	о том что	2	1
109	сознания можно было	1	1
110	же время как	1	1
111	никогда не бывает	1	1
112	говорит не о	1	1
113	ни в чем	2	1
114	можно сказать что	3	1
115	это меня не	1	1
116	друг от друга	1	1
117	тем не менее	1	1
118	по себе но	2	1
119	больше и больше	1	1
120	раз и показывает	1	1
121	друг другу как	2	1
122	сама по себе	8	1
123	для того чтобы	1	1
124	в них не	1	1
125	в дальнейшем но	1	1
126	в результате получается	1	1
127	никогда и не	1	1
128	это как не	1	1
129	то же самое	1	1
130	в этом отношении	2	1
