N	2gram	Tiupa_Lite_1	Psycholo
1	в том	16	37
2	и в	8	32
3	и что	1	22
4	то есть	6	21
5	том что	14	21
6	потому что	3	21
7	таким образом	3	21
8	в искусстве	2	21
9	то что	10	21
10	что в	3	20
11	может быть	13	18
12	точки зрения	6	17
13	что и	1	17
14	не может	5	17
15	самом деле	2	16
16	то же	5	13
17	в этом	12	13
18	при этом	19	13
19	что он	5	13
20	в самом	3	12
21	не только	24	12
22	если мы	1	12
23	так как	1	12
24	на то	1	11
25	было бы	2	11
26	с тем	1	11
27	в основе	3	11
28	с точки	2	10
29	но и	17	10
30	как и	6	10
31	и не	12	10
32	как в	5	9
33	никогда не	4	9
34	что при	1	9
35	искусства и	5	9
36	тем что	2	9
37	в своих	4	9
38	той же	3	8
39	не в	8	8
40	не менее	7	8
41	того что	6	8
42	поэзии и	2	7
43	в сущности	2	7
44	что они	1	7
45	и как	1	7
46	все эти	2	7
47	такой же	1	7
48	и его	4	7
49	как будто	2	7
50	к тому	2	7
51	можно было	2	7
52	только в	8	7
53	мы знаем	1	7
54	что для	2	7
55	а не	16	7
56	сказать что	1	7
57	в этой	4	6
58	в художественном	4	6
59	целый ряд	1	6
60	он не	1	6
61	если бы	1	6
62	о том	2	6
63	и мы	1	6
64	тот же	1	6
65	как бы	7	6
66	художественное произведение	2	6
67	художественного произведения	1	5
68	на самом	1	5
69	показать что	1	5
70	исходит из	3	5
71	и на	1	5
72	что его	3	5
73	только на	2	5
74	искусства в	1	5
75	далеко не	3	5
76	в то	5	5
77	только из	1	5
78	и даже	3	5
79	до сих	1	5
80	вслед за	1	5
81	отнюдь не	2	5
82	он говорит	1	5
83	искусства но	1	5
84	сих пор	1	5
85	как раз	4	5
86	этом отношении	2	5
87	ту же	2	4
88	же как	1	4
89	едва ли	1	4
90	есть не	1	4
91	мы имеем	1	4
92	столь же	4	4
93	в чем	1	4
94	все же	4	4
95	в действительности	1	4
96	с той	1	4
97	в произведении	1	4
98	в целом	8	4
99	в нем	2	4
100	к одному	1	4
101	и по	1	4
102	искусство как	1	4
103	и с	1	4
104	и тем	4	4
105	в жизни	6	4
106	несмотря на	3	4
107	в данном	5	4
108	иначе говоря	1	4
109	и более	1	4
110	не имеет	1	4
111	но только	1	4
112	в сознании	2	4
113	могут быть	2	4
114	тем не	2	4
115	данном случае	4	4
116	и сам	6	4
117	никак не	1	4
118	между тем	2	4
119	что искусство	1	4
120	из них	4	4
121	а на	1	4
122	произведения искусства	3	4
123	в творчестве	1	4
124	как это	8	4
125	с этой	5	4
126	при таком	1	4
127	и все	1	4
128	а в	3	4
129	совершенно не	1	4
130	из этого	1	4
131	жизни и	3	4
132	например в	3	3
133	отношении к	1	3
134	и то	2	3
135	мы не	1	3
136	то это	2	3
137	и он	1	3
138	столько же	1	3
139	во всех	1	3
140	но как	1	3
141	а только	2	3
142	если оно	2	3
143	в общем	1	3
144	относится к	2	3
145	как к	1	3
146	на нас	1	3
147	но в	3	3
148	та же	2	3
149	он в	1	3
150	творчества и	1	3
151	в поэзии	1	3
152	состоит в	11	3
153	не к	2	3
154	не как	4	3
155	и вот	1	3
156	теории искусства	1	3
157	евгения онегина	2	3
158	на этом	2	3
159	это было	1	3
160	в своей	4	3
161	в их	3	3
162	в которых	1	3
163	жизни с	2	3
164	не могли	1	3
165	в отношении	1	3
166	тогда когда	1	3
167	мы можем	1	3
168	в каком	1	3
169	свое собственное	3	3
170	отказаться от	1	3
171	на это	2	3
172	с ее	1	3
173	в виду	3	3
174	так и	4	3
175	мы в	2	3
176	для этого	4	3
177	с другой	3	3
178	в конечном	5	3
179	один из	3	3
180	действительной жизни	1	3
181	в нашей	2	3
182	что не	2	3
183	конечном счете	4	3
184	и других	1	3
185	представить себе	1	3
186	в конце	4	3
187	может служить	1	3
188	процесс в	1	3
189	тому как	2	3
190	до конца	1	3
191	в частности	15	3
192	ни на	1	3
193	что же	1	3
194	по существу	1	3
195	при всем	3	3
196	хотя бы	2	3
197	только как	1	3
198	в свою	1	3
199	также и	3	2
200	того же	2	2
201	не остается	2	2
202	только потому	1	2
203	и этот	1	2
204	еще не	4	2
205	есть нечто	1	2
206	из того	2	2
207	но даже	1	2
208	к своему	1	2
209	произведение и	1	2
210	бы то	1	2
211	с его	5	2
212	в ее	1	2
213	но не	4	2
214	к которой	1	2
215	ответ на	1	2
216	очевидно что	1	2
217	художественного впечатления	2	2
218	отличие от	5	2
219	того не	1	2
220	однако не	1	2
221	могли бы	1	2
222	в которой	1	2
223	бы не	3	2
224	так было	1	2
225	формы не	1	2
226	в себе	7	2
227	как он	2	2
228	однако он	1	2
229	подобно тому	2	2
230	в каждом	1	2
231	подход к	1	2
232	то ни	1	2
233	значение в	1	2
234	произведения с	2	2
235	материала и	1	2
236	который уже	1	2
237	это не	4	2
238	произведение как	1	2
239	в них	1	2
240	всю жизнь	1	2
241	одного и	1	2
242	не так	1	2
243	всяком случае	2	2
244	искусства а	1	2
245	том же	3	2
246	в этих	1	2
247	для нее	2	2
248	что чем	1	2
249	все более	2	2
250	произведения как	1	2
251	от сознания	2	2
252	вплоть до	2	2
253	на него	1	2
254	в уме	4	2
255	и всегда	1	2
256	казалось бы	5	2
257	же время	5	2
258	онегина и	1	2
259	и воспринимающего	1	2
260	которая не	2	2
261	эстетического объекта	6	2
262	отличается от	1	2
263	она не	1	2
264	на вопрос	1	2
265	из их	1	2
266	свою очередь	1	2
267	сводится к	3	2
268	в особенности	1	2
269	и говорит	1	2
270	так в	1	2
271	роль в	2	2
272	на том	2	2
273	ничего кроме	2	2
274	и здесь	1	2
275	во всяком	3	2
276	к действительности	1	2
277	сознания к	2	2
278	воздействия на	2	2
279	от восприятия	1	2
280	искусства с	1	2
281	в его	7	2
282	же самом	1	2
283	а потому	2	2
284	и только	2	2
285	к нему	1	2
286	в какой	1	2
287	может оказаться	1	2
288	и у	1	2
289	ней не	1	2
290	мы получим	1	2
291	их как	1	2
292	слова в	1	2
293	в одном	1	2
294	вовсе не	1	2
295	в состоянии	1	2
296	отношение к	1	2
297	в день	1	2
298	раннего детства	1	2
299	от игры	1	2
300	этом как	3	2
301	в сознание	3	2
302	а с	1	2
303	не было	3	2
304	полагал что	2	2
305	не на	2	2
306	была бы	1	2
307	имеет своей	1	2
308	душевной жизни	1	2
309	вместе с	1	2
310	из которых	1	2
311	его жизни	1	2
312	более и	1	2
313	искусства как	2	2
314	а к	1	2
315	для нас	1	2
316	это может	1	2
317	у них	1	2
318	тем более	2	2
319	в романе	1	2
320	другой стороны	1	2
321	состоит из	1	2
322	и от	1	2
323	а я	1	2
324	все что	1	2
325	этой точки	3	2
326	стороны к	1	1
327	как известно	1	1
328	говоря о	1	1
329	у читателя	1	1
330	одним из	5	1
331	чтобы не	2	1
332	человека и	2	1
333	в капитанской	1	1
334	тем же	3	1
335	тайна в	1	1
336	к другому	1	1
337	объект как	1	1
338	по преимуществу	4	1
339	на две	1	1
340	в основании	1	1
341	в зависимости	1	1
342	и за	1	1
343	а как	2	1
344	как утверждает	1	1
345	преступления и	1	1
346	различных его	1	1
347	почему мы	1	1
348	а для	2	1
349	зависимости от	1	1
350	власть над	1	1
351	он сам	1	1
352	тем как	1	1
353	глаза на	1	1
354	с одной	2	1
355	он строит	1	1
356	могло быть	2	1
357	и т.д	1	1
358	за пределы	2	1
359	нет конца	1	1
360	толстого и	1	1
361	идет о	1	1
362	более чем	3	1
363	его на	1	1
364	общего с	2	1
365	а третий	1	1
366	для всех	1	1
367	к новому	1	1
368	сознания в	12	1
369	мысль в	2	1
370	неизмеримо более	1	1
371	следующим образом	2	1
372	в противоположность	1	1
373	этой цели	2	1
374	жизни после	1	1
375	то в	1	1
376	только то	2	1
377	уже не	7	1
378	себе как	1	1
379	говорят о	1	1
380	в гамлете	1	1
381	себя к	1	1
382	в нашем	1	1
383	из этих	2	1
384	в большинстве	1	1
385	художественная деятельность	2	1
386	искусство это	1	1
387	продолжением и	1	1
388	тому же	2	1
389	наиболее вероятный	1	1
390	вследствие этого	1	1
391	роли в	1	1
392	ключ к	1	1
393	не самоцелью	1	1
394	идеи и	1	1
395	в принципе	3	1
396	и читателя	1	1
397	в силу	4	1
398	и если	1	1
399	и дурных	1	1
400	в россии	2	1
401	нашего времени	2	1
402	у пушкина	1	1
403	в плане	1	1
404	так например	1	1
405	сам не	1	1
406	но все	1	1
407	он обладал	1	1
408	различие между	2	1
409	в другом	2	1
410	говорил что	1	1
411	а по	1	1
412	его в	3	1
413	первой главе	1	1
414	образом если	1	1
415	в глазах	1	1
416	на почве	2	1
417	самого пушкина	3	1
418	жизни человека	1	1
419	в стихах	1	1
420	он же	1	1
421	бы само	1	1
422	романы достоевского	1	1
423	и уже	1	1
424	он и	3	1
425	жизни но	1	1
426	с такой	1	1
427	духовной жизни	4	1
428	должно быть	1	1
