N	3gram	Propp_Isto_6	Myshleni
1	в том что	5	19
2	по отношению к	2	10
3	для того чтобы	1	8
4	так же как	1	6
5	от того что	1	6
6	в то время	3	6
7	можно сказать что	1	6
8	в зависимости от	1	5
9	можно было бы	2	5
10	то время как	3	5
11	и тем самым	1	5
12	друг с другом	1	5
13	потому что он	2	4
14	на то что	1	4
15	как мы видели	2	4
16	до сих пор	4	3
17	мы видели что	3	3
18	и в меньшей	1	2
19	мы видим в	1	2
20	в меньшей мере	1	2
21	в этом случае	6	2
22	знаем что в	1	2
23	и не может	1	2
24	только то что	2	2
25	независимо от того	1	2
26	с тем что	1	2
27	на этой стадии	1	2
28	на этот вопрос	1	2
29	вместе с тем	3	2
30	и то что	1	2
31	таким образом мы	1	2
32	на первых порах	1	2
33	что все эти	1	2
34	с другой стороны	8	2
35	том смысле что	1	2
36	в том смысле	1	2
37	не может быть	3	2
38	была сделана попытка	1	1
39	том что в	2	1
40	что иное как	1	1
41	состоят в том	1	1
42	если таким образом	1	1
43	но так как	3	1
44	в том числе	1	1
45	первый план выдвигается	1	1
46	о том как	3	1
47	таким образом оказывается	1	1
48	же как и	1	1
49	обстоит дело с	1	1
50	на первый план	2	1
51	мы можем установить	2	1
52	иначе обстоит дело	1	1
53	по аналогии с	1	1
54	том числе и	1	1
55	из которых одна	1	1
56	точно так же	2	1
57	с этой точки	1	1
58	то и другое	1	1
59	не значит что	1	1
60	в данном случае	3	1
61	не потому что	1	1
62	сих пор мы	2	1
63	не только в	4	1
64	с одной стороны	7	1
65	чтобы ответить на	1	1
66	образом мы можем	1	1
67	так как по	1	1
68	можем установить что	2	1
69	но вместе с	1	1
70	в этом направлении	1	1
71	ней таким образом	1	1
72	это не значит	1	1
73	как бы в	1	1
74	можем заключить что	1	1
75	этой точки зрения	1	1
76	есть не что	1	1
77	надо сказать что	1	1
78	не что иное	1	1
79	как и в	2	1
80	к выводу что	1	1
81	это приводит нас	1	1
82	кроме того что	1	1
83	смысле этого слова	1	1
84	после того как	2	1
85	тем не менее	1	1
86	развития начиная от	1	1
87	подобно тому как	1	1
88	что и в	2	1
89	как бы он	1	1
