N	2gram	Potebnia_M_4	Marksizm
1	точки зрения	4	34
2	может быть	26	26
3	и не	18	26
4	не может	11	24
5	с точки	3	20
6	и в	23	19
7	и его	2	19
8	языка как	1	17
9	таким образом	24	17
10	в этом	23	16
11	как бы	5	15
12	в процессе	3	14
13	языка в	2	14
14	как мы	2	13
15	языка и	3	13
16	прежде всего	1	13
17	как и	14	12
18	если мы	2	11
19	так и	6	11
20	связи с	3	11
21	и для	2	11
22	самом деле	3	10
23	в нем	7	10
24	в слове	22	10
25	в самом	3	10
26	лишь в	3	9
27	только в	15	9
28	для него	5	9
29	все же	1	8
30	не только	10	8
31	при этом	15	8
32	о языке	2	8
33	друг друга	2	8
34	до сих	4	8
35	но и	11	8
36	сих пор	4	8
37	то что	29	8
38	во всех	1	7
39	в ее	2	7
40	но в	8	7
41	все эти	3	7
42	и те	1	7
43	то же	14	7
44	в каждом	3	7
45	слова как	1	7
46	а не	12	7
47	в связи	1	7
48	так же	4	7
49	кроме того	3	6
50	так сказать	5	6
51	мы не	8	6
52	и того	1	6
53	в науке	3	6
54	ничего не	1	6
55	в пределах	1	6
56	и здесь	2	6
57	настоящее время	1	6
58	в его	5	6
59	в том	23	6
60	в смысле	3	6
61	в настоящее	1	6
62	другой стороны	1	6
63	того же	1	6
64	гуманитарных наук	2	5
65	отличие от	1	5
66	конечно не	2	5
67	входит в	1	5
68	может стать	1	5
69	языка для	1	5
70	рядом с	1	5
71	одного и	1	5
72	не в	11	5
73	того чтобы	4	5
74	ничего общего	1	5
75	те же	3	5
76	совершается в	1	5
77	и все	4	5
78	этот вопрос	3	5
79	ясно что	1	5
80	вовсе не	7	5
81	с другой	2	5
82	за пределы	1	5
83	именно в	3	5
84	настоящего времени	2	5
85	и потому	10	5
86	до настоящего	1	5
87	хотя бы	4	5
88	во всяком	5	5
89	переход от	3	4
90	что слово	10	4
91	вопрос о	2	4
92	и на	3	4
93	науки о	1	4
94	нет и	1	4
95	как в	7	4
96	и тот	3	4
97	к одному	3	4
98	здесь мы	2	4
99	не будет	3	4
100	было бы	8	4
101	мысли и	7	4
102	не менее	5	4
103	по себе	11	4
104	в отношении	1	4
105	самого начала	2	4
106	в ней	2	4
107	с самого	1	4
108	в языке	16	4
109	язык есть	7	4
110	еще не	3	4
111	только на	4	4
112	слово как	1	4
113	от того	4	4
114	для того	6	4
115	далеко не	1	4
116	как же	4	4
117	слове в	1	4
118	с этим	7	4
119	в данном	4	4
120	что же	5	4
121	тот же	2	4
122	а в	5	4
123	отношении к	1	4
124	между ними	4	4
125	и эта	1	4
126	сказать что	8	4
127	что в	17	4
128	вопрос мы	1	3
129	на самом	3	3
130	он может	1	3
131	и есть	3	3
132	а как	2	3
133	имеет свою	2	3
134	в сущности	2	3
135	в большинстве	2	3
136	по отношению	10	3
137	один и	5	3
138	в истории	4	3
139	общего с	1	3
140	и как	2	3
141	и к	6	3
142	в первом	3	3
143	ее целом	1	3
144	в которой	6	3
145	к другому	1	3
146	этот процесс	1	3
147	но все	1	3
148	его в	4	3
149	от одного	3	3
150	он не	2	3
151	том что	12	3
152	эта последняя	2	3
153	в своей	1	3
154	в котором	4	3
155	является в	1	3
156	в то	4	3
157	к этим	1	3
158	не имеет	5	3
159	действительности но	1	3
160	же время	3	3
161	следует что	1	3
162	этом отношении	1	3
163	в области	2	3
164	не могут	2	3
165	же самое	4	3
166	должны быть	3	3
167	не есть	9	3
168	и это	2	3
169	не существует	2	3
170	и ту	1	3
171	для говорящего	3	3
172	можно сказать	4	3
173	с другими	4	3
174	здесь в	1	3
175	и следовательно	3	3
176	того что	14	3
177	быть и	2	3
178	одной из	1	3
179	между тем	9	3
180	большинстве случаев	2	3
181	из них	1	3
182	в систему	1	3
183	с объективной	1	3
184	в каком	4	3
185	не было	12	3
186	на этот	2	3
187	в бытии	1	3
188	все это	5	3
189	xix века	1	3
190	смысле этого	1	3
191	и формы	1	3
192	слова и	5	3
193	этом случае	5	3
194	нет ничего	3	3
195	что делает	2	3
196	сознания и	1	3
197	слово в	4	3
198	и при	2	3
199	мы должны	2	3
200	ту же	3	2
201	одним из	1	2
202	языка с	3	2
203	в объяснении	1	2
204	связана с	1	2
205	все остальное	1	2
206	не успели	1	2
207	по которым	1	2
208	мы уже	3	2
209	той же	3	2
210	со всех	1	2
211	таком случае	2	2
212	зависимости от	1	2
213	всех сторон	1	2
214	свою очередь	1	2
215	но при	1	2
216	быть в	1	2
217	история языка	1	2
218	в чем	1	2
219	то мы	3	2
220	что язык	7	2
221	явлений и	1	2
222	не все	1	2
223	и речи	1	2
224	в своем	8	2
225	однако не	1	2
226	мы тем	1	2
227	его к	2	2
228	в действительности	3	2
229	то в	3	2
230	бы и	5	2
231	существует лишь	1	2
232	формы в	3	2
233	в нашем	2	2
234	из этих	2	2
235	в себе	14	2
236	если он	1	2
237	как оно	2	2
238	тем не	4	2
239	всех остальных	4	2
240	он ни	1	2
241	должна быть	1	2
242	не как	2	2
243	из виду	2	2
244	одной и	1	2
245	из него	2	2
246	можно было	2	2
247	человека в	2	2
248	от нее	1	2
249	что все	4	2
250	в другом	1	2
251	в каком-нибудь	1	2
252	и с	4	2
253	до тех	6	2
254	бы в	2	2
255	действительности в	1	2
256	это положение	1	2
257	от него	2	2
258	должно быть	5	2
259	на первый	1	2
260	общества и	1	2
261	мысль и	1	2
262	мы замечаем	1	2
263	и той	1	2
264	и более	4	2
265	и относительно	2	2
266	тому что	2	2
267	существует для	1	2
268	эта мысль	2	2
269	мысли в	2	2
270	что такое	7	2
271	и сама	2	2
272	не могло	1	2
273	следовательно и	1	2
274	как она	2	2
275	связь и	2	2
276	в сознании	4	2
277	у нас	2	2
278	от их	1	2
279	могут быть	7	2
280	языке и	4	2
281	числе и	1	2
282	к тому	3	2
283	они и	1	2
284	этот комплекс	1	2
285	которой она	1	2
286	она не	2	2
287	в виду	3	2
288	и та	4	2
289	другими словами	8	2
290	форма языка	1	2
291	самое это	1	2
292	и иные	1	2
293	как с	1	2
294	никогда не	3	2
295	с первым	1	2
296	если бы	13	2
297	и вообще	2	2
298	и даже	2	2
299	по мере	7	2
300	к языку	1	2
301	пор пока	2	2
302	о том	8	2
303	все в	2	2
304	и во	1	2
305	во втором	1	2
306	внешним миром	1	2
307	что и	7	2
308	и только	3	2
309	и другую	1	2
310	ни к	2	2
311	слово может	1	2
312	в двух	2	2
313	что он	4	2
314	словом и	1	2
315	между этими	1	2
316	именно на	2	2
317	в качестве	1	2
318	и др	2	2
319	в единстве	1	2
320	и других	3	2
321	и их	3	2
322	всяком случае	3	2
323	допустим что	5	2
324	так как	14	2
325	мы можем	10	2
326	речь и	1	2
327	тем что	10	2
328	в данный	1	2
329	или иначе	2	2
330	и прежде	2	2
331	что не	6	2
332	есть лишь	2	2
333	увидим в	1	2
334	там где	3	2
335	еще только	1	2
336	не об	1	2
337	и всякое	1	2
338	в частности	1	2
339	независимо от	6	2
340	из которых	2	2
341	к своему	1	2
342	образ и	1	2
343	в первой	1	2
344	и слушающего	1	2
345	тех пор	6	2
346	этого слова	7	2
347	благодаря этому	1	2
348	самый вопрос	1	2
349	но для	1	2
350	говорящего и	2	2
351	слова но	1	2
352	значения слова	1	2
353	или в	1	2
354	мира и	1	2
355	к внешнему	1	2
356	лишь тогда	3	2
357	в свою	2	2
358	но если	1	2
359	не знает	1	2
360	к его	2	2
361	отношению к	8	2
362	из этого	2	2
363	пока не	2	2
364	значение не	1	2
365	жизни и	1	2
366	это так	1	2
367	в своих	2	2
368	в таком	4	2
369	том числе	1	2
370	это художественное	1	1
371	а между	4	1
372	то на	1	1
373	например в	3	1
374	имеет целью	1	1
375	которые связывают	1	1
376	словом как	1	1
377	отделен от	1	1
378	непременно должны	1	1
379	не видим	1	1
380	и то	5	1
381	и без	2	1
382	и объясняется	1	1
383	не что	2	1
384	стройную систему	1	1
385	наук о	2	1
386	тем же	1	1
387	явления и	2	1
388	отношения между	2	1
389	и до	3	1
390	этого в	1	1
391	можно лишь	2	1
392	миром но	1	1
393	его не	1	1
394	то для	1	1
395	чего в	1	1
396	или наоборот	1	1
397	прямого значения	1	1
398	что между	3	1
399	которую мы	1	1
400	всем остальным	2	1
401	этот предмет	1	1
402	о формах	1	1
403	из сказанного	3	1
404	говорить о	5	1
405	и другая	1	1
406	в каждой	1	1
407	почти без	1	1
408	языке в	1	1
409	на них	1	1
410	он сам	1	1
411	значение является	1	1
412	ее значение	1	1
413	столь же	2	1
414	в выше	1	1
415	в различных	2	1
416	только после	1	1
417	не без	1	1
418	но конечно	1	1
419	а следовательно	1	1
420	различия между	1	1
421	на основе	1	1
422	внутренняя форма	2	1
423	но как	1	1
424	самой природы	1	1
425	было указано	1	1
426	отношение к	2	1
427	относится к	1	1
428	как говорит	1	1
429	его на	1	1
430	для позднейшего	1	1
431	того не	1	1
432	более и	2	1
433	к новому	1	1
434	этой последней	1	1
435	хотя и	5	1
436	могли бы	4	1
437	из сознания	1	1
438	она так	2	1
439	следующим образом	1	1
440	звука и	1	1
441	следует сказать	2	1
442	явления языка	1	1
443	та же	1	1
444	что это	7	1
445	так или	2	1
446	иначе и	1	1
447	к самому	1	1
448	в этой	1	1
449	в известном	1	1
450	иным путем	1	1
451	бы только	2	1
452	от необходимости	1	1
453	во многих	2	1
454	и если	3	1
455	или быть	1	1
456	не следует	2	1
457	главным образом	1	1
458	и уясняется	1	1
459	чтобы он	1	1
460	данного слова	2	1
461	перестает быть	1	1
462	не значит	2	1
463	вообще не	1	1
464	их в	3	1
465	нашего времени	3	1
466	какой бы	1	1
467	подобно тому	2	1
468	совершающееся в	1	1
469	и по	3	1
470	вообще без	1	1
471	оказалось бы	1	1
472	в образе	2	1
473	его хотя	1	1
474	в нее	3	1
475	мысли то	4	1
476	ни был	3	1
477	значительной степени	2	1
478	сделать из	1	1
479	бы они	2	1
480	мы его	3	1
481	касается до	1	1
482	значение в	1	1
483	фактов не	1	1
484	заключение о	1	1
485	из самой	1	1
486	а по	1	1
487	на все	1	1
488	с целью	1	1
489	гораздо труднее	1	1
490	или если	2	1
491	это не	7	1
492	та и	1	1
493	истории и	1	1
494	и тем	4	1
495	останавливаться на	1	1
496	но уже	3	1
497	нет в	1	1
498	она и	2	1
499	быть выражены	1	1
500	с тем	7	1
501	одна и	2	1
502	мы видели	1	1
503	между собою	4	1
504	отказаться от	1	1
505	здесь можно	1	1
506	что содержание	1	1
507	в других	2	1
508	из языка	1	1
509	все более	3	1
510	во время	2	1
511	нет для	1	1
512	если и	2	1
513	к истории	1	1
514	как наука	2	1
515	представить себе	2	1
516	сам и	1	1
517	бы к	1	1
518	одним и	1	1
519	на каждом	1	1
520	далее в	1	1
521	значение то	2	1
522	что я	11	1
523	от его	2	1
524	является только	1	1
525	есть его	1	1
526	оно должно	1	1
527	образом и	1	1
528	которые в	1	1
529	тесно связаны	1	1
530	друг другу	1	1
531	возможно только	3	1
532	бы быть	1	1
533	и форма	1	1
534	есть деятельность	1	1
535	что есть	3	1
536	языка о	1	1
537	слова до	1	1
538	значение слова	5	1
539	словом однако	1	1
540	тем самым	4	1
541	виду что	2	1
542	мир чтобы	1	1
543	тогда когда	8	1
544	того как	6	1
545	не по	1	1
546	и имеет	1	1
547	во всякой	1	1
548	и отношений	1	1
549	наблюдения и	1	1
550	на отношения	1	1
551	известная доля	1	1
552	в разных	3	1
553	в самой	2	1
554	в звуке	1	1
555	что наша	2	1
556	и по-видимому	1	1
557	этих двух	1	1
558	или как	1	1
559	нее нет	1	1
560	природы в	1	1
561	того в	1	1
562	к ней	2	1
563	язык имеет	1	1
564	пока это	1	1
565	потому что	33	1
566	тесной связи	1	1
567	перед ним	1	1
568	половины xix	1	1
569	освобождается от	2	1
570	никакого значения	2	1
571	или только	1	1
572	одного члена	1	1
573	и понятием	1	1
574	как всякое	2	1
575	и другой	1	1
576	такая вещь	1	1
577	одну и	1	1
578	избавиться от	1	1
579	той или	1	1
580	как человек	3	1
581	мы могли	2	1
582	а можно	1	1
583	мысли до	2	1
584	бы это	1	1
